Time(s),Coverage(%),Number of running robots
1.0,16.34,13
2.0,16.34,13
3.0,16.34,13
4.0,16.34,13
5.0,16.34,13
6.0,16.34,13
7.0,16.34,13
8.0,16.34,13
9.0,16.34,13
10.0,16.34,13
11.0,16.34,13
12.0,16.34,13
13.0,16.68,13
14.0,17.71,13
15.0,19.91,13
16.0,22.19,13
17.0,23.37,13
18.0,23.99,13
19.0,25.30,13
20.0,25.62,13
21.0,25.87,13
22.0,26.29,13
23.0,26.86,13
24.0,27.50,13
25.0,28.37,13
26.0,28.82,13
27.0,29.31,13
28.0,29.68,13
29.0,29.90,13
30.0,30.18,13
31.0,30.73,13
32.0,31.68,13
33.0,32.10,13
34.0,33.07,13
35.0,34.46,13
36.0,34.99,13
37.0,36.71,13
38.0,38.87,13
39.0,39.79,13
40.0,40.03,13
41.0,40.23,13
42.0,40.44,13
43.0,40.85,13
44.0,41.32,13
45.0,41.74,13
46.0,42.14,13
47.0,42.71,13
48.0,43.17,13
49.0,43.52,13
50.0,43.54,13
51.0,43.99,13
52.0,44.54,13
53.0,44.96,13
54.0,45.34,13
55.0,45.36,13
56.0,45.90,13
57.0,46.42,13
58.0,47.15,13
59.0,47.16,13
60.0,47.32,13
61.0,47.64,13
62.0,48.09,13
63.0,48.59,13
64.0,49.62,13
65.0,50.10,13
66.0,50.93,13
67.0,51.65,13
68.0,51.93,13
69.0,52.25,13
70.0,52.57,13
71.0,53.08,13
72.0,53.60,13
73.0,54.17,13
74.0,54.17,13
75.0,54.62,13
76.0,54.93,13
77.0,55.23,13
78.0,55.54,13
79.0,55.97,13
80.0,56.32,13
81.0,56.68,13
82.0,57.00,13
83.0,57.05,13
84.0,57.44,13
85.0,58.54,13
86.0,59.10,13
87.0,59.64,13
88.0,60.73,13
89.0,60.79,13
90.0,61.41,13
91.0,62.15,13
92.0,62.24,13
93.0,62.69,13
94.0,63.70,13
95.0,63.71,13
96.0,64.78,13
97.0,65.64,13
98.0,66.20,13
99.0,66.22,13
100.0,66.71,11
101.0,67.13,11
102.0,67.13,11
103.0,67.13,11
104.0,67.13,11
105.0,67.13,11
106.0,67.13,11
107.0,67.13,11
108.0,67.13,11
109.0,67.13,11
110.0,67.13,11
111.0,67.13,11
112.0,67.13,11
113.0,67.13,11
114.0,67.13,11
115.0,67.13,11
116.0,67.13,11
117.0,67.13,11
118.0,67.13,11
119.0,67.13,11
120.0,67.13,11
