Time(s),Coverage(%),Number of running robots
1.0,0.00,3
2.0,0.00,3
3.0,0.00,3
4.0,10.69,3
5.0,13.10,3
6.0,14.80,3
7.0,15.36,3
8.0,15.61,3
9.0,15.70,3
10.0,15.72,3
11.0,15.76,3
12.0,15.90,3
13.0,15.93,3
14.0,15.95,3
15.0,15.98,3
16.0,16.01,3
17.0,16.11,3
18.0,16.20,3
19.0,16.31,3
20.0,16.41,3
21.0,16.46,3
22.0,16.53,3
23.0,16.59,3
24.0,16.64,3
25.0,16.78,3
26.0,16.82,3
27.0,16.96,3
28.0,17.09,3
29.0,17.20,3
30.0,17.23,3
31.0,17.33,3
32.0,17.51,3
33.0,17.59,3
34.0,17.73,3
35.0,17.77,3
36.0,17.84,3
37.0,17.94,3
38.0,18.00,3
39.0,18.05,3
40.0,18.16,3
41.0,18.20,3
42.0,18.25,3
43.0,18.30,3
44.0,18.37,3
45.0,18.46,3
46.0,18.57,3
47.0,18.75,3
48.0,18.83,3
49.0,19.04,3
50.0,19.13,3
51.0,19.34,3
52.0,19.48,3
53.0,19.60,3
54.0,19.73,3
55.0,19.91,3
56.0,19.95,3
57.0,20.05,3
58.0,20.06,3
59.0,20.14,3
60.0,20.21,3
61.0,20.32,3
62.0,20.43,3
63.0,20.50,3
64.0,20.56,3
65.0,20.64,3
66.0,20.72,3
67.0,20.84,3
68.0,20.92,3
69.0,20.93,3
70.0,20.98,3
71.0,21.13,3
72.0,21.18,3
73.0,21.25,3
74.0,21.32,3
75.0,21.38,3
76.0,21.44,3
77.0,21.48,3
78.0,21.49,3
79.0,21.51,3
80.0,21.52,3
81.0,21.54,3
82.0,21.56,3
83.0,21.59,3
84.0,21.65,3
85.0,21.66,3
86.0,21.71,3
87.0,21.79,3
88.0,21.83,3
89.0,21.85,3
90.0,21.92,3
91.0,21.94,3
92.0,21.96,3
93.0,21.99,3
94.0,22.01,3
95.0,22.01,3
96.0,22.02,3
97.0,22.02,3
98.0,22.16,3
99.0,22.41,3
100.0,22.73,3
101.0,22.93,3
102.0,23.36,3
103.0,23.52,3
104.0,23.82,3
105.0,24.10,3
106.0,24.38,3
107.0,24.55,3
108.0,24.66,3
109.0,24.77,3
110.0,24.91,3
111.0,24.98,3
112.0,25.05,3
113.0,25.20,3
114.0,25.32,3
115.0,25.37,3
116.0,25.43,3
117.0,25.54,3
118.0,25.57,3
119.0,25.61,3
120.0,25.62,3
