Time(s),Coverage(%),Number of running robots
1.0,14.27,8
2.0,14.27,8
3.0,14.27,8
4.0,14.27,8
5.0,14.27,8
6.0,14.27,8
7.0,14.27,8
8.0,14.27,8
9.0,14.27,8
10.0,14.27,8
11.0,16.68,8
12.0,19.27,8
13.0,20.84,8
14.0,22.39,8
15.0,23.42,8
16.0,24.55,8
17.0,25.03,8
18.0,25.63,8
19.0,26.14,8
20.0,26.74,8
21.0,27.15,8
22.0,27.83,8
23.0,28.02,8
24.0,28.42,8
25.0,28.89,8
26.0,29.40,8
27.0,29.91,8
28.0,30.19,8
29.0,30.45,8
30.0,30.79,8
31.0,31.07,8
32.0,31.16,8
33.0,31.75,8
34.0,31.89,8
35.0,32.28,8
36.0,32.54,8
37.0,33.05,8
38.0,33.31,8
39.0,33.39,8
40.0,33.80,8
41.0,34.36,8
42.0,35.04,8
43.0,35.58,8
44.0,36.30,8
45.0,37.29,8
46.0,37.77,8
47.0,38.58,8
48.0,39.62,8
49.0,40.44,8
50.0,40.81,8
51.0,41.01,8
52.0,41.73,8
53.0,42.31,8
54.0,42.70,8
55.0,43.16,7
56.0,43.16,7
57.0,43.16,7
58.0,43.16,7
59.0,43.16,7
60.0,43.16,7
61.0,43.16,7
62.0,43.16,7
63.0,43.16,7
64.0,43.16,7
65.0,43.16,7
66.0,43.16,7
67.0,43.16,7
68.0,43.16,7
69.0,43.16,7
70.0,43.16,7
71.0,43.16,7
72.0,43.16,7
73.0,43.16,7
74.0,43.16,7
75.0,43.16,7
76.0,43.16,7
77.0,43.16,7
78.0,43.16,7
79.0,43.16,7
80.0,43.16,7
81.0,43.16,7
82.0,43.16,7
83.0,43.16,7
84.0,43.16,7
85.0,43.16,7
86.0,43.16,7
87.0,43.16,7
88.0,43.16,7
89.0,43.16,7
90.0,43.16,7
91.0,43.16,7
92.0,43.16,7
93.0,43.16,7
94.0,43.16,7
95.0,43.16,7
96.0,43.16,7
97.0,43.16,7
98.0,43.16,7
99.0,43.16,7
100.0,43.16,7
101.0,43.16,7
102.0,43.16,7
103.0,43.16,7
104.0,43.16,7
105.0,43.16,7
106.0,43.16,7
107.0,43.16,7
108.0,43.16,7
109.0,43.16,7
110.0,43.16,7
111.0,43.16,7
112.0,43.16,7
113.0,43.16,7
114.0,43.16,7
115.0,43.16,7
116.0,43.16,7
117.0,43.16,7
118.0,43.16,7
119.0,43.16,7
120.0,43.16,7
