Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.25, 21.00, 0.00, 3.75, 1826.83, 15695.66
1.97, 1.70, 20.00, 229.15, 1897.58, 15695.66
3.69, 0.80, 0.00, 229.15, 1912.63, 15695.66
5.41, 0.80, 0.00, 229.15, 1927.19, 15695.66
7.12, 1.70, 30.00, 252.29, 1918.95, 15695.66
8.84, 3.30, 0.00, 252.42, 1990.41, 15695.66
10.56, 1.70, 30.00, 252.42, 1975.55, 15695.66
12.28, 5.10, 20.00, 265.84, 2046.91, 15695.66
14.00, 9.10, 40.00, 271.71, 2055.65, 15695.66
15.72, 5.00, 0.00, 271.84, 2064.23, 15695.66
17.44, 5.00, 10.00, 272.09, 2053.99, 15695.66
19.17, 6.80, 10.00, 272.09, 2044.15, 15695.66
20.89, 5.10, 10.00, 272.09, 2030.20, 15695.66
22.61, 5.10, 40.00, 272.34, 2017.48, 15695.66
24.33, 5.90, 0.00, 272.34, 2016.82, 15695.66
26.05, 4.20, 10.00, 272.34, 2014.76, 15695.66
27.77, 9.10, 10.00, 272.46, 2011.51, 15695.66
29.49, 3.40, 10.00, 272.59, 2009.27, 15695.66
31.21, 5.90, 10.00, 272.59, 2014.51, 15695.66
32.93, 4.20, 20.00, 272.59, 2011.75, 15695.66
34.65, 6.70, 10.00, 272.59, 2013.12, 15695.66
36.36, 7.60, 0.00, 272.59, 2008.52, 15695.66
38.08, 5.90, 20.00, 272.59, 2009.89, 15695.66
39.81, 5.00, 20.00, 272.59, 2010.28, 15695.66
41.53, 7.70, 0.00, 272.71, 2006.23, 15695.66
43.25, 4.20, 10.00, 272.84, 2003.04, 15695.66
44.96, 5.90, 0.00, 272.84, 2000.11, 15695.66
46.68, 8.40, 20.00, 272.96, 2002.41, 15695.66
48.41, 3.40, 20.00, 273.09, 2004.76, 15695.66
50.13, 6.70, 0.00, 273.21, 2010.70, 15695.66
51.85, 5.10, 20.00, 273.21, 2001.93, 15695.66
53.58, 6.70, 0.00, 273.46, 1998.86, 15695.66
55.31, 5.10, 0.00, 273.46, 2008.88, 15695.66
57.03, 4.20, 10.00, 273.46, 2002.67, 15695.66
58.76, 6.60, 10.00, 273.59, 1999.49, 15695.66
60.49, 5.80, 20.00, 273.71, 1999.47, 15695.66
62.21, 5.90, 20.00, 273.71, 1997.91, 15695.66
63.93, 5.90, 10.00, 273.84, 1997.96, 15695.66
65.65, 5.90, 10.00, 273.96, 1999.91, 15695.66
67.37, 4.20, 10.00, 274.09, 2003.83, 15695.66
69.09, 6.70, 10.00, 274.21, 2005.40, 15695.66
70.81, 5.90, 29.90, 274.21, 2004.93, 15695.66
72.53, 8.30, 10.00, 274.21, 2013.46, 15695.66
74.26, 5.90, 0.00, 274.21, 2003.23, 15695.66
75.98, 6.00, 0.00, 274.21, 2003.13, 15695.66
77.71, 5.90, 20.00, 274.34, 2006.49, 15695.66
79.43, 9.20, 10.00, 274.59, 2012.48, 15695.66
81.15, 7.50, 20.00, 274.59, 2009.69, 15695.66
82.87, 4.30, 10.00, 274.71, 2007.22, 15695.66
84.59, 6.70, 20.00, 274.84, 2011.52, 15695.66
86.31, 6.70, 0.00, 274.84, 2012.04, 15695.66
88.03, 5.80, 0.00, 274.84, 2009.02, 15695.66
89.75, 5.00, 0.00, 274.19, 2007.13, 15695.66
91.48, 10.70, 0.00, 273.49, 2012.96, 15695.66
93.21, 5.90, 10.00, 273.49, 2018.10, 15695.66
94.93, 6.70, 10.00, 273.49, 2017.70, 15695.66
96.65, 7.60, 0.00, 273.49, 2022.09, 15695.66
98.37, 6.80, 10.00, 273.49, 2025.61, 15695.66
100.09, 5.80, 0.00, 273.49, 2021.95, 15695.66
101.82, 5.00, 10.00, 273.62, 2021.53, 15695.66
103.55, 5.90, 20.00, 273.74, 2022.24, 15695.66
105.27, 5.90, 20.00, 273.74, 2016.44, 15695.66
106.99, 5.10, 10.00, 273.74, 2014.87, 15695.66
108.71, 7.60, 10.00, 273.74, 2016.00, 15695.66
110.43, 4.30, 20.00, 273.87, 2012.92, 15695.66
112.16, 6.80, 0.00, 274.12, 2001.70, 15695.66
113.88, 4.30, 0.00, 274.12, 2003.32, 15695.66
115.60, 5.90, 0.00, 274.12, 2012.21, 15695.66
117.33, 7.50, 20.00, 274.12, 2012.53, 15695.66
119.05, 6.70, 0.00, 274.12, 2010.24, 15695.66
120.77, 7.40, 10.00, 274.12, 2014.60, 15695.66
122.49, 4.20, 20.00, 274.49, 2014.54, 15695.66
124.21, 5.90, 10.00, 274.49, 2019.34, 15695.66
125.93, 6.70, 0.00, 274.62, 2015.79, 15695.66
127.66, 9.20, 0.00, 274.62, 2013.84, 15695.66
