Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.22, 21.80, 0.00, 3.66, 1988.55, 15695.66
3.16, 66.70, 70.00, 789.71, 2280.86, 15695.66
6.08, 12.60, 50.00, 791.08, 2454.46, 15695.66
9.02, 13.40, 50.00, 819.43, 2460.94, 15695.66
11.95, 4.20, 40.00, 820.68, 2489.46, 15695.66
14.94, 99.20, 179.60, 946.17, 2714.83, 15695.66
17.88, 24.40, 40.00, 979.01, 2910.33, 15695.66
20.82, 25.20, 70.00, 980.69, 2987.88, 15695.66
23.76, 27.50, 70.00, 981.56, 2991.17, 15695.66
26.70, 29.50, 80.00, 982.44, 2985.37, 15695.66
29.64, 50.40, 49.90, 983.22, 2976.16, 15695.66
32.57, 38.70, 69.90, 983.34, 2977.13, 15695.66
35.52, 31.70, 20.00, 983.84, 2973.07, 15695.66
38.47, 24.20, 20.00, 984.22, 2975.05, 15695.66
41.41, 39.80, 20.00, 984.47, 2971.92, 15695.66
44.36, 31.70, 40.00, 985.47, 2974.91, 15695.66
47.28, 39.30, 50.00, 985.97, 2979.28, 15695.66
50.21, 42.90, 30.00, 986.97, 2988.42, 15695.66
53.16, 28.90, 9.90, 988.09, 2988.22, 15695.66
56.09, 36.70, 80.00, 988.84, 2992.30, 15695.66
59.04, 24.80, 99.90, 989.97, 2994.64, 15695.66
61.98, 32.80, 60.00, 990.72, 3001.18, 15695.66
64.91, 34.50, 30.00, 991.59, 3015.25, 15695.66
67.84, 31.90, 49.90, 991.97, 3006.46, 15695.66
70.79, 25.60, 59.90, 991.05, 3018.44, 15695.66
73.73, 37.30, 40.00, 986.61, 3015.05, 15695.66
76.68, 30.40, 39.90, 986.73, 3014.26, 15695.66
79.61, 31.10, 59.90, 987.23, 3015.94, 15695.66
82.55, 26.10, 99.90, 988.11, 3025.03, 15695.66
85.49, 28.60, 39.90, 988.73, 3023.90, 15695.66
88.42, 31.40, 50.00, 989.23, 3020.31, 15695.66
91.38, 32.20, 40.00, 990.11, 3027.89, 15695.66
94.33, 29.20, 60.00, 991.48, 3035.52, 15695.66
97.28, 28.30, 40.00, 992.66, 3044.29, 15695.66
100.22, 25.60, 70.00, 993.54, 3048.79, 15695.66
103.16, 28.30, 29.90, 993.91, 3053.10, 15695.66
106.11, 30.30, 50.00, 994.66, 3057.30, 15695.66
109.04, 45.10, 50.00, 995.54, 3061.25, 15695.66
111.99, 33.90, 40.00, 996.16, 3065.20, 15695.66
114.92, 30.60, 50.00, 997.16, 3065.48, 15695.66
117.87, 27.40, 50.00, 998.16, 3068.62, 15695.66
120.81, 33.10, 79.80, 999.16, 3073.37, 15695.66
123.75, 38.80, 59.50, 999.91, 3076.59, 15695.66
126.69, 27.60, 40.00, 1000.79, 3079.16, 15695.66
129.63, 38.70, 20.00, 1001.41, 3081.99, 15695.66
