Time(s),Coverage(%),Number of running robots
1.0,0.00,5
2.0,0.00,5
3.0,0.00,5
4.0,12.89,5
5.0,18.05,5
6.0,18.94,5
7.0,19.23,5
8.0,19.66,5
9.0,20.05,5
10.0,20.50,5
11.0,20.77,5
12.0,20.91,5
13.0,21.16,5
14.0,21.44,5
15.0,21.75,5
16.0,22.02,5
17.0,22.27,5
18.0,22.49,5
19.0,22.75,5
20.0,22.90,5
21.0,23.00,5
22.0,23.07,5
23.0,23.18,5
24.0,23.29,5
25.0,23.30,5
26.0,23.36,5
27.0,23.46,5
28.0,23.58,5
29.0,23.68,5
30.0,23.76,5
31.0,23.86,5
32.0,23.95,5
33.0,24.05,5
34.0,24.06,5
35.0,24.10,5
36.0,24.15,5
37.0,24.18,5
38.0,24.22,5
39.0,24.25,5
40.0,24.27,5
41.0,24.32,5
42.0,24.36,5
43.0,24.39,5
44.0,24.40,5
45.0,24.42,5
46.0,24.45,5
47.0,24.46,5
48.0,24.50,5
49.0,24.52,5
50.0,24.52,5
51.0,24.54,5
52.0,24.59,5
53.0,24.66,5
54.0,24.75,5
55.0,24.84,5
56.0,24.98,5
57.0,25.06,5
58.0,25.22,5
59.0,25.36,5
60.0,25.70,5
61.0,26.05,5
62.0,26.13,5
63.0,26.35,5
64.0,26.50,5
65.0,26.69,5
66.0,26.82,5
67.0,27.08,5
68.0,27.26,5
69.0,27.37,5
70.0,27.54,5
71.0,27.69,5
72.0,27.96,5
73.0,28.12,5
74.0,28.30,5
75.0,28.43,5
76.0,28.55,5
77.0,28.76,5
78.0,29.23,5
79.0,29.78,5
80.0,30.23,5
81.0,30.84,5
82.0,31.10,5
83.0,31.61,5
84.0,32.23,5
85.0,32.68,5
86.0,32.89,5
87.0,33.16,5
88.0,33.44,5
89.0,33.49,5
90.0,33.68,5
91.0,33.83,5
92.0,33.98,5
93.0,34.27,5
94.0,34.37,5
95.0,34.45,5
96.0,34.59,5
97.0,34.73,5
98.0,34.93,5
99.0,35.14,5
100.0,35.43,5
101.0,36.09,5
102.0,36.70,5
103.0,36.90,5
104.0,37.11,5
105.0,37.13,5
106.0,37.14,5
107.0,37.14,5
108.0,37.14,5
109.0,37.15,5
110.0,37.15,5
111.0,37.16,5
112.0,37.17,5
113.0,37.19,5
114.0,37.19,5
115.0,37.20,5
116.0,37.20,5
117.0,37.20,5
118.0,37.27,5
119.0,37.38,5
120.0,37.46,5
