Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.24, 16.90, 0.00, 3.54, 1639.66, 15695.66
1.56, 0.00, 0.00, 67.29, 1687.68, 15695.66
2.87, 7.60, 0.00, 67.29, 1765.24, 15695.66
4.19, 0.80, 0.00, 67.29, 1773.34, 15695.66
5.50, 0.00, 0.00, 67.29, 1771.40, 15695.66
7.22, 1.70, 10.00, 191.43, 1801.00, 15695.66
8.94, 2.50, 10.00, 191.43, 1794.88, 15695.66
10.65, 4.20, 0.00, 191.43, 1772.44, 15695.66
12.37, 1.70, 10.00, 191.43, 1768.23, 15695.66
14.08, 2.50, 10.00, 191.43, 1753.18, 15695.66
15.80, 4.20, 10.00, 191.43, 1728.04, 15695.66
17.52, 0.80, 20.00, 191.43, 1718.61, 15695.66
19.23, 1.70, 0.00, 191.43, 1715.54, 15695.66
20.95, 0.80, 20.00, 191.43, 1711.74, 15695.66
22.67, 2.50, 10.00, 191.43, 1695.68, 15695.66
24.39, 1.70, 10.00, 191.43, 1691.98, 15695.66
26.10, 2.50, 0.00, 191.56, 1690.51, 15695.66
27.82, 2.50, 10.00, 191.56, 1685.30, 15695.66
29.53, 0.80, 10.00, 191.56, 1685.53, 15695.66
31.25, 1.70, 10.00, 191.56, 1685.29, 15695.66
32.97, 5.70, 10.00, 191.56, 1685.76, 15695.66
34.68, 0.80, 10.00, 191.56, 1686.24, 15695.66
36.40, 0.80, 10.00, 191.56, 1687.68, 15695.66
38.12, 0.80, 0.00, 191.56, 1687.50, 15695.66
39.84, 1.70, 0.00, 191.56, 1686.27, 15695.66
41.55, 0.80, 10.00, 191.56, 1686.68, 15695.66
43.27, 0.80, 0.00, 191.56, 1687.13, 15695.66
44.99, 5.90, 10.00, 191.56, 1686.67, 15695.66
46.70, 1.70, 10.00, 191.56, 1686.89, 15695.66
48.42, 1.70, 10.00, 191.56, 1687.37, 15695.66
50.14, 1.70, 0.00, 191.56, 1688.21, 15695.66
51.85, 1.70, 0.00, 191.56, 1686.97, 15695.66
53.57, 1.70, 0.00, 191.56, 1681.46, 15695.66
55.28, 1.70, 0.00, 191.56, 1682.43, 15695.66
57.00, 1.70, 10.00, 191.56, 1682.91, 15695.66
58.72, 2.50, 10.00, 191.56, 1683.38, 15695.66
60.43, 1.70, 0.00, 191.56, 1683.34, 15695.66
62.15, 5.00, 10.00, 191.56, 1683.08, 15695.66
63.87, 2.50, 10.00, 191.56, 1683.18, 15695.66
65.58, 1.70, 10.00, 191.56, 1683.77, 15695.66
67.30, 3.30, 10.00, 191.56, 1683.75, 15695.66
69.02, 1.70, 10.00, 191.56, 1683.34, 15695.66
70.73, 0.80, 0.00, 191.56, 1681.74, 15695.66
72.45, 2.50, 10.00, 191.56, 1681.80, 15695.66
74.17, 4.20, 10.00, 191.56, 1681.20, 15695.66
75.88, 1.70, 10.00, 191.56, 1675.86, 15695.66
77.60, 2.50, 0.00, 191.56, 1675.81, 15695.66
79.32, 5.00, 0.00, 191.56, 1676.51, 15695.66
81.04, 1.70, 10.00, 191.56, 1675.91, 15695.66
82.75, 0.80, 0.00, 191.56, 1676.34, 15695.66
84.47, 2.50, 0.00, 191.56, 1676.33, 15695.66
86.19, 1.70, 0.00, 191.56, 1676.72, 15695.66
87.90, 1.70, 10.00, 191.56, 1677.36, 15695.66
89.62, 1.70, 0.00, 191.56, 1677.51, 15695.66
91.34, 4.10, 10.00, 191.56, 1677.10, 15695.66
93.05, 1.70, 10.00, 191.56, 1672.99, 15695.66
94.77, 1.70, 10.00, 191.56, 1673.31, 15695.66
96.49, 5.80, 0.00, 191.56, 1673.06, 15695.66
98.20, 0.80, 0.00, 191.56, 1673.54, 15695.66
99.92, 2.50, 0.00, 191.56, 1673.01, 15695.66
101.64, 2.50, 0.00, 191.56, 1673.49, 15695.66
103.36, 0.80, 0.00, 191.56, 1673.43, 15695.66
105.07, 2.50, 0.00, 191.56, 1672.88, 15695.66
106.79, 1.70, 10.00, 191.56, 1673.31, 15695.66
108.50, 1.70, 0.00, 191.56, 1673.38, 15695.66
110.22, 0.80, 10.00, 191.56, 1675.12, 15695.66
111.94, 1.70, 10.00, 191.56, 1674.92, 15695.66
113.65, 6.70, 0.00, 191.68, 1675.89, 15695.66
115.37, 1.70, 10.00, 191.68, 1674.85, 15695.66
117.09, 0.80, 0.00, 191.68, 1674.57, 15695.66
118.80, 6.70, 0.00, 191.68, 1674.34, 15695.66
120.52, 0.80, 0.00, 191.68, 1675.30, 15695.66
122.24, 2.50, 10.00, 191.68, 1674.55, 15695.66
123.96, 10.90, 10.00, 191.68, 1666.48, 15695.66
