Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.23, 26.30, 0.00, 3.70, 2043.47, 15695.66
4.28, 100.00, 129.60, 1271.39, 2411.17, 15695.66
8.22, 7.60, 100.00, 1282.89, 2826.38, 15695.66
12.15, 9.20, 60.00, 1309.40, 2847.57, 15695.66
16.26, 17.50, 389.60, 1455.05, 2818.86, 15695.66
20.21, 58.50, 149.90, 1654.59, 3733.24, 15695.66
24.18, 49.20, 70.00, 1668.62, 3948.72, 15695.66
28.15, 58.30, 129.20, 1671.12, 4005.37, 15695.66
32.13, 73.90, 89.80, 1673.12, 4005.09, 15695.66
36.14, 77.80, 129.80, 1673.62, 4016.18, 15695.66
40.16, 79.80, 169.90, 1674.25, 4021.18, 15695.66
44.16, 76.10, 129.80, 1675.25, 4025.46, 15695.66
48.18, 76.30, 129.30, 1677.55, 4038.05, 15695.66
52.21, 77.50, 79.80, 1679.55, 4050.30, 15695.66
56.24, 70.90, 99.30, 1681.72, 4060.00, 15695.66
60.27, 76.50, 89.60, 1683.38, 4067.59, 15695.66
64.30, 72.30, 109.60, 1684.25, 4071.23, 15695.66
68.31, 81.00, 69.40, 1686.12, 4080.66, 15695.66
72.37, 78.10, 127.80, 1687.38, 4081.42, 15695.66
76.39, 77.80, 118.90, 1688.93, 4085.79, 15695.66
80.40, 78.80, 119.20, 1685.04, 4093.56, 15695.66
84.40, 75.80, 119.90, 1681.17, 4096.12, 15695.66
88.41, 76.30, 89.40, 1681.67, 4110.30, 15695.66
92.43, 77.30, 49.90, 1682.67, 4109.58, 15695.66
96.47, 78.80, 119.10, 1683.55, 4115.66, 15695.66
100.46, 75.90, 109.70, 1685.30, 4124.03, 15695.66
104.45, 72.30, 119.50, 1686.92, 4131.25, 15695.66
108.44, 72.90, 109.30, 1688.55, 4138.96, 15695.66
112.46, 71.40, 79.30, 1689.92, 4145.67, 15695.66
116.47, 80.20, 109.80, 1691.67, 4154.93, 15695.66
120.49, 75.40, 129.00, 1693.17, 4162.02, 15695.66
124.49, 68.60, 139.10, 1694.05, 4168.08, 15695.66
128.49, 78.20, 50.00, 1695.67, 4176.23, 15695.66
