Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.22, 25.00, 0.00, 3.47, 1605.43, 15695.66
1.53, 0.00, 0.00, 67.37, 1681.62, 15695.66
2.85, 8.40, 0.00, 67.37, 1705.45, 15695.66
4.16, 0.00, 0.00, 67.50, 1709.27, 15695.66
5.48, 0.80, 0.00, 67.50, 1707.91, 15695.66
6.99, 0.80, 0.00, 129.64, 1730.27, 15695.66
8.51, 1.70, 10.00, 129.64, 1725.52, 15695.66
10.03, 1.70, 10.00, 129.64, 1713.44, 15695.66
11.54, 0.00, 0.00, 129.64, 1699.52, 15695.66
13.06, 0.80, 0.00, 129.64, 1690.87, 15695.66
14.57, 0.80, 0.00, 129.64, 1686.46, 15695.66
16.09, 1.70, 10.00, 129.64, 1672.76, 15695.66
17.60, 2.50, 0.00, 129.64, 1665.51, 15695.66
19.12, 0.80, 0.00, 129.64, 1654.82, 15695.66
20.64, 1.70, 10.00, 129.64, 1646.28, 15695.66
22.15, 0.80, 10.00, 129.64, 1635.36, 15695.66
23.67, 1.70, 0.00, 129.64, 1631.46, 15695.66
25.18, 1.70, 0.00, 129.64, 1628.04, 15695.66
26.70, 0.80, 0.00, 129.64, 1628.06, 15695.66
28.21, 1.70, 0.00, 129.64, 1622.68, 15695.66
29.73, 0.80, 10.00, 129.64, 1619.61, 15695.66
31.24, 0.00, 0.00, 129.64, 1618.85, 15695.66
32.76, 0.80, 0.00, 129.64, 1617.03, 15695.66
34.27, 0.80, 0.00, 129.64, 1617.96, 15695.66
35.79, 2.50, 0.00, 129.64, 1617.54, 15695.66
37.31, 2.50, 0.00, 129.64, 1618.50, 15695.66
38.82, 0.80, 0.00, 129.64, 1611.01, 15695.66
40.34, 0.80, 10.00, 129.64, 1610.84, 15695.66
41.85, 0.80, 0.00, 129.64, 1611.54, 15695.66
43.37, 0.80, 19.90, 129.64, 1605.43, 15695.66
44.88, 1.70, 10.00, 129.64, 1604.57, 15695.66
46.40, 0.80, 0.00, 129.64, 1609.03, 15695.66
47.91, 1.70, 0.00, 129.64, 1609.96, 15695.66
49.43, 0.80, 0.00, 129.64, 1611.37, 15695.66
50.95, 0.80, 0.00, 129.64, 1611.62, 15695.66
52.46, 1.70, 10.00, 129.64, 1610.31, 15695.66
53.98, 1.70, 10.00, 129.64, 1611.77, 15695.66
55.49, 2.50, 0.00, 129.64, 1611.60, 15695.66
57.01, 0.80, 0.00, 129.64, 1611.82, 15695.66
58.52, 2.50, 0.00, 129.64, 1612.61, 15695.66
60.04, 0.80, 10.00, 129.64, 1611.58, 15695.66
61.55, 1.70, 0.00, 129.64, 1610.88, 15695.66
63.07, 0.80, 0.00, 129.64, 1612.20, 15695.66
64.59, 0.00, 10.00, 129.64, 1610.78, 15695.66
66.10, 1.70, 10.00, 129.64, 1611.67, 15695.66
67.63, 2.50, 0.00, 129.64, 1614.07, 15695.66
69.14, 1.70, 0.00, 129.64, 1613.05, 15695.66
70.66, 0.80, 0.00, 129.64, 1614.03, 15695.66
72.17, 0.80, 0.00, 129.64, 1613.31, 15695.66
73.69, 0.80, 0.00, 129.64, 1613.99, 15695.66
75.20, 1.70, 0.00, 129.64, 1613.60, 15695.66
76.72, 2.50, 10.00, 129.64, 1613.91, 15695.66
78.24, 2.50, 10.00, 129.64, 1614.41, 15695.66
79.75, 3.30, 0.00, 129.64, 1614.70, 15695.66
81.27, 1.70, 0.00, 129.64, 1616.20, 15695.66
82.78, 1.70, 0.00, 129.64, 1615.89, 15695.66
84.30, 0.80, 0.00, 129.64, 1616.25, 15695.66
85.82, 1.70, 0.00, 129.64, 1617.03, 15695.66
87.33, 0.80, 0.00, 129.64, 1615.06, 15695.66
88.85, 0.80, 0.00, 129.64, 1613.32, 15695.66
90.36, 0.80, 0.00, 129.64, 1611.44, 15695.66
91.88, 0.80, 10.00, 129.64, 1611.86, 15695.66
93.39, 0.80, 0.00, 129.64, 1608.01, 15695.66
94.91, 0.80, 0.00, 129.64, 1607.74, 15695.66
96.43, 0.80, 10.00, 129.64, 1608.70, 15695.66
97.95, 2.50, 10.00, 129.64, 1608.26, 15695.66
99.47, 2.50, 0.00, 129.64, 1609.66, 15695.66
100.98, 2.50, 0.00, 129.64, 1611.64, 15695.66
102.50, 3.30, 10.00, 129.64, 1612.48, 15695.66
104.01, 1.70, 0.00, 129.64, 1611.16, 15695.66
105.53, 0.80, 0.00, 129.64, 1611.81, 15695.66
107.04, 1.70, 0.00, 129.64, 1609.54, 15695.66
108.56, 0.80, 10.00, 129.64, 1609.77, 15695.66
110.07, 1.70, 0.00, 129.64, 1604.16, 15695.66
111.59, 0.00, 0.00, 129.64, 1604.96, 15695.66
113.11, 1.70, 10.00, 129.77, 1604.98, 15695.66
114.62, 1.70, 10.00, 129.77, 1605.71, 15695.66
116.14, 0.80, 10.00, 129.77, 1606.94, 15695.66
117.65, 0.80, 0.00, 129.77, 1607.67, 15695.66
119.17, 1.70, 0.00, 129.77, 1607.18, 15695.66
120.69, 3.30, 0.00, 129.77, 1605.05, 15695.66
122.20, 2.50, 0.00, 129.77, 1605.43, 15695.66
123.72, 7.60, 0.00, 129.77, 1589.56, 15695.66
