Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.23, 18.60, 0.00, 3.48, 1801.24, 15695.66
1.75, 0.80, 0.00, 136.41, 1875.06, 15695.66
3.26, 2.50, 0.00, 136.41, 1927.21, 15695.66
4.78, 0.80, 0.00, 136.41, 1916.83, 15695.66
6.30, 0.80, 0.00, 159.56, 1922.69, 15695.66
7.82, 13.30, 0.00, 159.56, 1936.52, 15695.66
9.34, 1.70, 0.00, 159.68, 1951.39, 15695.66
10.86, 0.80, 99.80, 163.58, 1939.69, 15695.66
12.38, 0.80, 0.00, 167.21, 1967.15, 15695.66
13.89, 2.50, 0.00, 170.57, 1953.86, 15695.66
15.41, 1.70, 0.00, 170.57, 1938.78, 15695.66
16.93, 3.30, 10.00, 170.57, 1919.25, 15695.66
18.45, 2.50, 0.00, 170.57, 1916.85, 15695.66
19.97, 0.80, 10.00, 170.57, 1897.99, 15695.66
21.50, 2.50, 0.00, 170.57, 1887.97, 15695.66
23.02, 2.50, 20.00, 170.82, 1878.04, 15695.66
24.53, 1.70, 10.00, 170.82, 1875.32, 15695.66
26.05, 1.70, 10.00, 170.82, 1870.64, 15695.66
27.57, 1.70, 0.00, 170.82, 1859.78, 15695.66
29.09, 2.50, 10.00, 170.82, 1860.66, 15695.66
30.60, 2.50, 0.00, 170.82, 1863.93, 15695.66
32.12, 3.30, 0.00, 170.82, 1860.38, 15695.66
33.64, 2.50, 0.00, 170.82, 1855.89, 15695.66
35.16, 2.50, 0.00, 170.82, 1858.86, 15695.66
36.68, 2.50, 0.00, 170.82, 1852.10, 15695.66
38.20, 4.10, 0.00, 170.82, 1850.53, 15695.66
39.72, 0.90, 0.00, 170.82, 1849.93, 15695.66
41.24, 3.40, 20.00, 170.82, 1850.98, 15695.66
42.76, 2.50, 0.00, 170.82, 1850.03, 15695.66
44.28, 2.50, 0.00, 170.82, 1846.89, 15695.66
45.80, 3.40, 0.00, 170.82, 1846.20, 15695.66
47.32, 2.50, 19.90, 170.82, 1847.38, 15695.66
48.84, 1.70, 0.00, 170.82, 1845.29, 15695.66
50.36, 3.30, 10.00, 170.82, 1847.29, 15695.66
51.88, 4.10, 0.00, 170.82, 1846.89, 15695.66
53.40, 2.50, 0.00, 170.82, 1851.09, 15695.66
54.92, 2.50, 0.00, 170.82, 1851.44, 15695.66
56.43, 2.50, 0.00, 170.82, 1850.25, 15695.66
57.95, 3.40, 0.00, 170.82, 1854.99, 15695.66
59.47, 2.50, 10.00, 170.82, 1850.03, 15695.66
61.00, 2.60, 10.00, 170.82, 1854.46, 15695.66
62.52, 3.30, 0.00, 75.27, 1853.92, 15695.66
63.84, 0.00, 0.00, 73.79, 1808.07, 15695.66
65.15, 0.00, 0.00, 73.79, 1805.52, 15695.66
66.47, 0.80, 0.00, 73.79, 1803.76, 15695.66
67.79, 0.80, 0.00, 73.79, 1804.41, 15695.66
69.10, 0.00, 0.00, 73.79, 1801.93, 15695.66
70.42, 0.00, 0.00, 73.79, 1801.61, 15695.66
71.74, 0.00, 0.00, 73.79, 1802.70, 15695.66
73.05, 0.00, 0.00, 73.79, 1801.95, 15695.66
74.37, 0.00, 0.00, 73.79, 1795.90, 15695.66
75.69, 0.00, 0.00, 73.79, 1796.31, 15695.66
77.00, 0.00, 0.00, 73.79, 1795.15, 15695.66
78.32, 0.80, 0.00, 73.79, 1795.62, 15695.66
79.64, 0.00, 0.00, 73.79, 1795.61, 15695.66
80.95, 0.80, 0.00, 73.79, 1795.34, 15695.66
82.27, 0.80, 0.00, 73.79, 1794.95, 15695.66
83.59, 0.80, 0.00, 73.79, 1795.63, 15695.66
84.90, 0.80, 0.00, 73.79, 1795.35, 15695.66
86.22, 0.00, 0.00, 73.79, 1795.82, 15695.66
87.53, 0.00, 0.00, 73.79, 1793.01, 15695.66
88.85, 0.80, 0.00, 73.79, 1792.80, 15695.66
90.17, 0.00, 0.00, 73.79, 1793.05, 15695.66
91.50, 0.80, 0.00, 73.79, 1794.09, 15695.66
92.82, 0.00, 0.00, 73.79, 1794.54, 15695.66
94.14, 0.80, 0.00, 73.79, 1794.77, 15695.66
95.45, 0.80, 0.00, 73.79, 1794.70, 15695.66
96.77, 0.00, 0.00, 73.79, 1794.94, 15695.66
98.09, 0.80, 0.00, 73.79, 1794.12, 15695.66
99.40, 0.00, 0.00, 73.79, 1794.35, 15695.66
100.72, 0.80, 0.00, 73.79, 1794.46, 15695.66
102.04, 1.70, 0.00, 73.79, 1794.70, 15695.66
103.35, 0.00, 0.00, 73.79, 1794.46, 15695.66
104.67, 0.00, 0.00, 73.79, 1794.82, 15695.66
105.99, 0.80, 0.00, 73.79, 1795.05, 15695.66
107.30, 0.00, 0.00, 73.79, 1790.10, 15695.66
108.62, 0.00, 0.00, 73.79, 1790.13, 15695.66
109.94, 0.80, 0.00, 73.79, 1789.94, 15695.66
111.25, 0.80, 0.00, 73.79, 1789.85, 15695.66
112.57, 0.00, 0.00, 73.79, 1790.57, 15695.66
113.89, 0.00, 0.00, 73.79, 1786.98, 15695.66
115.20, 0.00, 0.00, 73.79, 1787.43, 15695.66
116.52, 0.00, 0.00, 73.79, 1787.42, 15695.66
117.84, 0.80, 10.00, 73.79, 1787.15, 15695.66
119.16, 0.80, 0.00, 73.79, 1786.80, 15695.66
120.47, 0.00, 0.00, 73.79, 1786.10, 15695.66
121.79, 0.00, 0.00, 73.79, 1786.31, 15695.66
123.11, 0.00, 0.00, 73.79, 1786.50, 15695.66
124.42, 0.00, 0.00, 73.79, 1785.93, 15695.66
125.74, 1.70, 0.00, 73.79, 1785.54, 15695.66
127.06, 0.00, 0.00, 73.79, 1785.02, 15695.66
128.38, 7.70, 0.00, 73.79, 1780.21, 15695.66
