Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.22, 18.50, 0.00, 3.54, 1817.02, 15695.66
1.74, 1.70, 0.00, 136.90, 1911.13, 15695.66
3.26, 0.00, 10.00, 136.90, 1956.48, 15695.66
4.77, 0.80, 0.00, 136.90, 1922.04, 15695.66
6.29, 1.70, 20.00, 159.30, 1942.19, 15695.66
7.81, 9.20, 10.00, 159.42, 1942.86, 15695.66
9.33, 0.80, 0.00, 159.42, 1977.82, 15695.66
10.85, 1.70, 99.90, 163.27, 1970.56, 15695.66
12.37, 3.30, 10.00, 167.40, 1972.79, 15695.66
13.89, 8.30, 19.90, 170.70, 1938.68, 15695.66
15.40, 3.30, 10.00, 170.70, 1929.89, 15695.66
16.92, 3.30, 0.00, 170.95, 1898.54, 15695.66
18.44, 1.70, 10.00, 170.95, 1897.12, 15695.66
19.96, 4.10, 10.00, 170.95, 1893.38, 15695.66
21.48, 3.40, 10.00, 170.95, 1890.79, 15695.66
23.00, 4.10, 0.00, 170.95, 1881.72, 15695.66
24.52, 5.00, 0.00, 171.08, 1873.16, 15695.66
26.03, 5.00, 0.00, 171.08, 1878.48, 15695.66
27.55, 3.30, 0.00, 171.08, 1880.01, 15695.66
29.07, 4.90, 10.00, 171.08, 1885.99, 15695.66
30.59, 3.30, 0.00, 171.08, 1886.15, 15695.66
32.12, 2.50, 20.00, 171.08, 1884.75, 15695.66
33.64, 3.40, 0.00, 171.08, 1877.98, 15695.66
35.16, 2.50, 0.00, 171.08, 1882.66, 15695.66
36.67, 1.70, 0.00, 171.08, 1881.01, 15695.66
38.19, 4.10, 0.00, 171.08, 1876.83, 15695.66
39.71, 5.00, 0.00, 171.08, 1871.88, 15695.66
41.23, 2.50, 0.00, 171.08, 1876.61, 15695.66
42.75, 4.20, 10.00, 171.20, 1866.66, 15695.66
44.27, 3.30, 20.00, 171.20, 1866.00, 15695.66
45.79, 2.50, 20.00, 171.20, 1866.04, 15695.66
47.31, 3.30, 20.00, 171.20, 1868.97, 15695.66
48.83, 5.80, 10.00, 171.20, 1867.42, 15695.66
50.35, 5.00, 0.00, 171.20, 1867.37, 15695.66
51.87, 4.10, 0.00, 171.20, 1867.92, 15695.66
53.38, 2.50, 10.00, 171.20, 1862.82, 15695.66
54.90, 4.90, 10.00, 171.20, 1865.03, 15695.66
56.42, 4.20, 10.00, 171.20, 1869.21, 15695.66
57.94, 1.70, 10.00, 171.20, 1870.20, 15695.66
59.46, 4.10, 0.00, 171.33, 1870.39, 15695.66
60.98, 3.30, 0.00, 171.33, 1873.50, 15695.66
62.50, 4.20, 10.00, 171.33, 1868.76, 15695.66
64.02, 3.30, 0.00, 171.45, 1865.53, 15695.66
65.54, 6.60, 0.00, 171.58, 1873.93, 15695.66
67.06, 5.00, 10.00, 171.58, 1872.45, 15695.66
68.58, 4.20, 10.00, 171.58, 1868.02, 15695.66
70.09, 2.50, 0.00, 171.70, 1858.90, 15695.66
71.62, 2.50, 0.00, 171.70, 1863.00, 15695.66
73.15, 3.40, 10.00, 171.70, 1864.94, 15695.66
74.66, 3.30, 0.00, 171.70, 1864.93, 15695.66
76.18, 5.70, 10.00, 171.70, 1866.50, 15695.66
77.70, 4.20, 10.00, 171.70, 1862.40, 15695.66
79.22, 4.20, 0.00, 171.70, 1865.38, 15695.66
80.74, 4.20, 10.00, 171.70, 1862.73, 15695.66
82.26, 3.30, 10.00, 171.70, 1858.85, 15695.66
83.78, 2.50, 10.00, 171.70, 1859.76, 15695.66
85.31, 3.30, 0.00, 171.70, 1860.36, 15695.66
86.83, 2.50, 10.00, 171.70, 1856.70, 15695.66
88.35, 3.30, 0.00, 171.70, 1857.90, 15695.66
89.87, 3.30, 0.00, 171.70, 1854.91, 15695.66
91.39, 4.10, 10.00, 171.83, 1855.43, 15695.66
92.91, 2.50, 0.00, 171.83, 1862.75, 15695.66
94.42, 3.40, 0.00, 171.83, 1861.69, 15695.66
95.94, 2.50, 10.00, 171.83, 1860.86, 15695.66
97.46, 4.10, 0.00, 171.83, 1860.01, 15695.66
98.99, 3.30, 0.00, 171.83, 1861.00, 15695.66
100.52, 3.30, 0.00, 171.83, 1862.17, 15695.66
102.04, 2.50, 10.00, 171.83, 1870.58, 15695.66
103.57, 3.40, 0.00, 171.83, 1866.55, 15695.66
105.08, 1.70, 10.00, 171.83, 1867.43, 15695.66
106.60, 3.40, 0.00, 171.83, 1868.79, 15695.66
108.13, 1.70, 0.00, 171.95, 1863.94, 15695.66
109.65, 2.50, 0.00, 172.08, 1862.14, 15695.66
111.18, 2.50, 0.00, 171.23, 1871.79, 15695.66
112.70, 4.20, 0.00, 171.23, 1872.25, 15695.66
114.22, 4.10, 10.00, 171.35, 1870.44, 15695.66
115.73, 4.20, 10.00, 171.60, 1872.58, 15695.66
117.25, 2.50, 0.00, 171.60, 1874.18, 15695.66
118.77, 5.70, 0.00, 171.60, 1873.40, 15695.66
120.29, 2.50, 0.00, 171.60, 1865.08, 15695.66
121.82, 1.70, 10.00, 171.60, 1870.03, 15695.66
123.34, 4.20, 10.00, 171.60, 1871.23, 15695.66
124.86, 2.50, 0.00, 171.60, 1866.48, 15695.66
126.38, 5.70, 0.00, 171.73, 1867.71, 15695.66
127.90, 4.10, 0.00, 171.73, 1867.86, 15695.66
