Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.25, 22.50, 0.00, 3.41, 1818.24, 15695.66
1.59, 6.60, 0.00, 67.14, 2021.09, 15695.66
2.91, 9.20, 0.00, 67.14, 2091.12, 15695.66
4.23, 0.00, 0.00, 67.27, 2123.43, 15695.66
5.54, 0.00, 0.00, 67.27, 2108.43, 15695.66
11.19, 100.00, 237.50, 1409.62, 2520.03, 15695.66
16.75, 15.50, 20.00, 1415.31, 2920.15, 15695.66
22.32, 39.30, 40.00, 1415.56, 2841.82, 15695.66
27.87, 39.20, 70.00, 1416.06, 2805.49, 15695.66
33.44, 36.10, 70.00, 1416.43, 2791.33, 15695.66
38.98, 35.50, 40.00, 1416.68, 2791.02, 15695.66
44.53, 33.90, 59.90, 1417.43, 2794.50, 15695.66
50.07, 36.40, 49.90, 1417.81, 2793.36, 15695.66
55.63, 33.10, 90.00, 1417.93, 2795.37, 15695.66
61.19, 32.50, 40.00, 1418.18, 2788.19, 15695.66
66.75, 32.20, 80.00, 1418.93, 2789.07, 15695.66
72.30, 32.20, 70.00, 1419.18, 2789.66, 15695.66
77.84, 30.50, 40.00, 1419.43, 2795.63, 15695.66
83.41, 33.30, 69.90, 1419.81, 2796.71, 15695.66
88.96, 31.90, 60.00, 1420.06, 2798.89, 15695.66
94.52, 35.50, 39.90, 1420.56, 2799.86, 15695.66
100.08, 33.10, 70.00, 1421.31, 2801.73, 15695.66
105.64, 25.40, 50.00, 1418.10, 2804.63, 15695.66
111.20, 29.90, 70.00, 1413.69, 2802.58, 15695.66
116.76, 29.10, 40.00, 1406.21, 2803.08, 15695.66
122.10, 29.40, 20.00, 1342.28, 2788.82, 15695.66
