Time(s),Coverage(%),Number of running robots
1.0,0.00,21
2.0,0.00,21
3.0,0.00,21
4.0,0.00,21
5.0,18.37,21
6.0,23.46,21
7.0,26.62,21
8.0,28.41,21
9.0,29.06,21
10.0,29.52,21
11.0,29.98,21
12.0,29.98,21
13.0,30.86,21
14.0,31.12,21
15.0,31.12,21
16.0,31.25,21
17.0,31.45,21
18.0,31.51,21
19.0,31.55,21
20.0,31.59,21
21.0,31.50,21
22.0,31.50,21
23.0,31.75,21
24.0,31.79,21
25.0,31.79,21
26.0,31.92,21
27.0,32.05,21
28.0,32.14,21
29.0,32.14,21
30.0,32.27,21
31.0,32.38,21
32.0,32.38,21
33.0,32.55,21
34.0,32.55,21
35.0,32.62,21
36.0,32.64,21
37.0,32.64,21
38.0,32.74,21
39.0,32.78,21
40.0,32.85,21
41.0,32.91,21
42.0,32.99,21
43.0,32.99,21
44.0,33.16,21
45.0,33.16,21
46.0,33.23,21
47.0,33.27,21
48.0,33.41,21
49.0,33.51,21
50.0,33.53,21
51.0,33.53,21
52.0,33.55,21
53.0,33.62,21
54.0,33.63,21
55.0,33.67,21
56.0,33.67,21
57.0,33.73,21
58.0,33.80,21
59.0,33.80,21
60.0,33.86,21
61.0,33.88,21
62.0,33.93,21
63.0,34.00,21
64.0,34.04,21
65.0,34.13,21
66.0,34.13,21
67.0,34.16,21
68.0,34.23,21
69.0,34.23,21
70.0,34.30,21
71.0,34.38,21
72.0,34.40,21
73.0,34.45,21
74.0,34.47,21
75.0,34.47,21
76.0,34.63,21
77.0,34.65,21
78.0,34.65,21
79.0,34.80,21
80.0,34.95,21
81.0,35.15,21
82.0,35.16,21
83.0,35.33,21
84.0,35.33,21
85.0,35.55,21
86.0,36.27,21
87.0,36.43,21
88.0,37.48,21
89.0,37.49,21
90.0,37.49,21
91.0,38.45,21
92.0,39.33,21
93.0,39.33,21
94.0,39.35,21
95.0,39.83,21
96.0,40.10,21
97.0,40.17,21
98.0,40.17,21
99.0,40.55,21
100.0,40.89,21
101.0,41.02,21
102.0,41.02,21
103.0,41.84,21
104.0,42.65,21
105.0,42.96,21
106.0,42.96,21
107.0,43.94,21
108.0,43.94,21
109.0,45.11,21
110.0,45.11,21
111.0,45.82,21
112.0,45.82,21
113.0,46.59,21
114.0,47.49,21
115.0,47.68,21
116.0,47.68,21
117.0,48.87,21
118.0,48.87,21
119.0,49.23,21
120.0,49.23,21
