Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.23, 20.00, 0.00, 3.56, 1789.18, 15695.66
1.75, 0.80, 10.00, 136.61, 1857.81, 15695.66
3.27, 0.80, 0.00, 136.61, 1935.17, 15695.66
4.79, 0.80, 0.00, 136.61, 1933.34, 15695.66
6.30, 2.50, 0.00, 159.34, 1915.54, 15695.66
7.83, 10.00, 0.00, 159.47, 1901.80, 15695.66
9.35, 1.70, 0.00, 159.72, 1899.37, 15695.66
10.87, 1.70, 79.90, 162.18, 1883.18, 15695.66
12.39, 1.70, 0.00, 167.55, 1906.06, 15695.66
13.91, 5.00, 10.00, 170.77, 1899.06, 15695.66
15.43, 2.50, 10.00, 170.77, 1876.61, 15695.66
16.95, 2.50, 0.00, 171.03, 1875.47, 15695.66
18.47, 2.50, 10.00, 171.03, 1887.06, 15695.66
20.01, 2.50, 0.00, 171.03, 1880.98, 15695.66
21.53, 5.00, 0.00, 171.03, 1882.04, 15695.66
23.05, 3.30, 0.00, 171.03, 1873.51, 15695.66
24.57, 2.50, 10.00, 171.03, 1874.31, 15695.66
26.08, 2.50, 0.00, 171.15, 1868.16, 15695.66
27.60, 3.40, 10.00, 171.15, 1870.54, 15695.66
29.12, 1.70, 0.00, 171.15, 1864.48, 15695.66
30.65, 2.50, 0.00, 171.15, 1863.27, 15695.66
32.17, 2.50, 0.00, 171.15, 1856.13, 15695.66
33.68, 2.50, 0.00, 171.15, 1857.84, 15695.66
35.20, 3.40, 0.00, 171.28, 1858.76, 15695.66
36.72, 2.50, 10.00, 171.28, 1854.91, 15695.66
38.24, 3.40, 10.00, 171.28, 1859.61, 15695.66
39.76, 4.10, 0.00, 171.28, 1852.35, 15695.66
41.27, 3.40, 0.00, 171.28, 1858.14, 15695.66
42.79, 4.20, 10.00, 171.28, 1858.09, 15695.66
44.31, 3.30, 0.00, 171.28, 1861.08, 15695.66
45.83, 4.10, 20.00, 171.28, 1855.43, 15695.66
47.35, 0.90, 0.00, 171.28, 1850.93, 15695.66
48.87, 3.30, 0.00, 171.40, 1854.16, 15695.66
50.39, 3.30, 0.00, 171.40, 1855.12, 15695.66
51.91, 1.70, 0.00, 171.40, 1855.46, 15695.66
53.43, 2.50, 20.00, 171.40, 1847.98, 15695.66
54.95, 2.50, 0.00, 171.40, 1852.67, 15695.66
56.47, 4.10, 10.00, 171.53, 1847.56, 15695.66
57.99, 1.70, 0.00, 171.53, 1848.95, 15695.66
59.51, 2.50, 0.00, 171.53, 1849.40, 15695.66
61.03, 4.20, 10.00, 171.53, 1851.15, 15695.66
62.55, 4.20, 0.00, 171.53, 1851.68, 15695.66
64.06, 5.00, 0.00, 171.65, 1848.07, 15695.66
65.59, 4.10, 10.00, 171.65, 1846.15, 15695.66
67.10, 2.50, 10.00, 171.65, 1851.12, 15695.66
68.63, 4.20, 10.00, 171.78, 1850.88, 15695.66
70.14, 3.30, 10.00, 171.78, 1846.48, 15695.66
71.66, 3.40, 10.00, 171.78, 1851.64, 15695.66
73.18, 3.30, 0.00, 171.78, 1851.36, 15695.66
74.70, 4.20, 10.00, 171.78, 1852.84, 15695.66
76.22, 3.40, 0.00, 171.78, 1852.32, 15695.66
77.74, 5.00, 10.00, 171.90, 1845.44, 15695.66
79.26, 4.20, 0.00, 171.90, 1849.35, 15695.66
80.77, 3.30, 0.00, 171.90, 1847.60, 15695.66
82.29, 4.10, 10.00, 172.03, 1850.29, 15695.66
83.82, 4.20, 0.00, 172.03, 1847.98, 15695.66
85.33, 4.10, 0.00, 172.03, 1850.72, 15695.66
86.85, 5.00, 0.00, 172.03, 1852.70, 15695.66
88.38, 3.30, 0.00, 172.15, 1849.19, 15695.66
89.90, 2.50, 0.00, 172.15, 1850.60, 15695.66
91.41, 2.50, 10.00, 172.15, 1852.57, 15695.66
92.94, 2.50, 0.00, 172.15, 1851.29, 15695.66
94.46, 4.20, 10.00, 172.15, 1851.34, 15695.66
95.98, 1.70, 10.00, 172.15, 1849.72, 15695.66
97.50, 3.40, 0.00, 172.15, 1850.43, 15695.66
99.02, 1.70, 10.00, 172.15, 1851.71, 15695.66
100.54, 4.20, 10.00, 172.15, 1850.67, 15695.66
102.06, 2.50, 0.00, 172.15, 1851.18, 15695.66
103.58, 1.70, 0.00, 172.15, 1852.43, 15695.66
105.10, 5.00, 0.00, 172.15, 1856.73, 15695.66
106.61, 4.10, 10.00, 172.15, 1860.80, 15695.66
108.13, 1.70, 0.00, 172.15, 1862.66, 15695.66
109.65, 3.30, 0.00, 171.29, 1866.18, 15695.66
111.17, 3.30, 0.00, 171.41, 1856.28, 15695.66
112.69, 3.30, 10.00, 171.41, 1849.63, 15695.66
114.22, 3.40, 0.00, 171.54, 1849.59, 15695.66
115.74, 4.20, 0.00, 171.54, 1849.46, 15695.66
117.27, 2.50, 0.00, 171.54, 1851.93, 15695.66
118.78, 3.40, 10.00, 171.54, 1854.56, 15695.66
120.31, 2.50, 10.00, 171.54, 1852.59, 15695.66
121.83, 4.20, 10.00, 171.54, 1852.74, 15695.66
123.35, 2.50, 0.00, 171.54, 1861.59, 15695.66
124.87, 3.30, 10.00, 171.54, 1856.23, 15695.66
126.38, 2.50, 0.00, 171.54, 1857.86, 15695.66
127.91, 2.50, 0.00, 171.66, 1862.32, 15695.66
