Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.23, 19.00, 0.00, 3.48, 1651.31, 15695.66
1.54, 0.00, 0.00, 67.16, 1676.14, 15695.66
2.86, 10.70, 0.00, 67.16, 1711.76, 15695.66
4.17, 0.00, 0.00, 67.41, 1762.04, 15695.66
5.49, 0.80, 0.00, 67.41, 1756.99, 15695.66
7.20, 1.70, 10.00, 191.47, 1804.27, 15695.66
8.92, 0.80, 0.00, 191.60, 1818.44, 15695.66
10.64, 2.50, 0.00, 191.60, 1794.21, 15695.66
12.35, 0.80, 0.00, 191.60, 1773.37, 15695.66
14.07, 1.70, 0.00, 191.60, 1748.34, 15695.66
15.79, 1.70, 19.90, 191.60, 1734.41, 15695.66
17.51, 0.80, 10.00, 191.60, 1723.18, 15695.66
19.22, 1.70, 10.00, 191.60, 1717.48, 15695.66
20.94, 0.80, 0.00, 191.60, 1709.38, 15695.66
22.66, 5.80, 10.00, 191.60, 1704.07, 15695.66
24.37, 2.50, 0.00, 191.60, 1702.45, 15695.66
26.10, 1.70, 0.00, 191.60, 1700.46, 15695.66
27.81, 4.20, 10.00, 191.60, 1700.79, 15695.66
29.54, 0.80, 10.00, 191.60, 1701.14, 15695.66
31.25, 1.70, 0.00, 191.60, 1699.93, 15695.66
32.97, 1.70, 10.00, 191.72, 1696.86, 15695.66
34.69, 1.70, 10.00, 191.72, 1698.79, 15695.66
36.41, 0.80, 10.00, 191.72, 1698.68, 15695.66
38.12, 1.70, 10.00, 191.72, 1698.22, 15695.66
39.84, 6.60, 0.00, 191.72, 1698.84, 15695.66
41.56, 1.70, 0.00, 191.72, 1699.38, 15695.66
43.27, 1.70, 20.00, 191.72, 1697.88, 15695.66
44.99, 6.60, 10.00, 191.72, 1697.11, 15695.66
46.71, 1.70, 0.00, 191.72, 1691.15, 15695.66
48.43, 1.70, 0.00, 191.72, 1691.88, 15695.66
50.15, 1.70, 0.00, 191.72, 1694.09, 15695.66
51.87, 0.80, 20.00, 191.72, 1692.87, 15695.66
53.59, 0.80, 10.00, 191.72, 1693.21, 15695.66
55.31, 0.80, 20.00, 191.72, 1693.87, 15695.66
57.02, 6.70, 0.00, 191.72, 1694.05, 15695.66
58.74, 0.80, 0.00, 191.85, 1693.72, 15695.66
60.46, 0.80, 10.00, 191.85, 1694.67, 15695.66
62.17, 5.90, 0.00, 191.85, 1691.98, 15695.66
63.89, 2.50, 0.00, 191.85, 1692.47, 15695.66
65.61, 2.50, 0.00, 191.97, 1692.83, 15695.66
67.33, 0.80, 0.00, 191.97, 1694.41, 15695.66
69.04, 3.40, 0.00, 191.97, 1693.89, 15695.66
70.76, 2.50, 0.00, 191.97, 1694.19, 15695.66
72.47, 1.70, 10.00, 191.97, 1693.30, 15695.66
74.19, 3.40, 10.00, 191.97, 1693.29, 15695.66
75.91, 0.80, 0.00, 191.97, 1692.93, 15695.66
77.62, 3.30, 20.00, 191.97, 1693.07, 15695.66
79.34, 2.50, 0.00, 191.97, 1694.16, 15695.66
81.06, 0.80, 0.00, 191.97, 1693.35, 15695.66
82.77, 1.70, 0.00, 191.97, 1693.75, 15695.66
84.49, 2.50, 10.00, 191.97, 1694.22, 15695.66
86.21, 1.70, 10.00, 191.97, 1694.75, 15695.66
87.93, 2.50, 0.00, 191.97, 1694.18, 15695.66
89.64, 1.70, 0.00, 191.97, 1695.38, 15695.66
91.36, 4.20, 0.00, 191.97, 1694.73, 15695.66
93.08, 1.70, 0.00, 191.97, 1694.95, 15695.66
94.79, 2.50, 0.00, 191.97, 1694.75, 15695.66
96.51, 4.20, 0.00, 191.97, 1694.42, 15695.66
98.23, 1.70, 0.00, 191.97, 1694.64, 15695.66
99.95, 2.50, 10.00, 191.97, 1695.08, 15695.66
101.67, 3.30, 10.00, 191.97, 1695.02, 15695.66
103.38, 0.80, 20.00, 191.97, 1695.50, 15695.66
105.10, 2.50, 10.00, 191.97, 1695.33, 15695.66
106.82, 1.70, 0.00, 192.10, 1695.46, 15695.66
108.54, 7.30, 10.00, 192.10, 1696.20, 15695.66
110.26, 0.80, 10.00, 192.10, 1695.75, 15695.66
111.98, 1.70, 0.00, 192.10, 1695.60, 15695.66
113.69, 5.00, 0.00, 192.10, 1695.80, 15695.66
115.41, 1.70, 0.00, 192.10, 1696.98, 15695.66
117.13, 1.70, 0.00, 192.10, 1696.38, 15695.66
118.84, 6.70, 0.00, 192.10, 1696.84, 15695.66
120.56, 0.80, 10.00, 192.10, 1697.33, 15695.66
122.28, 1.70, 0.00, 192.10, 1697.76, 15695.66
123.99, 11.80, 0.00, 192.10, 1679.61, 15695.66
