Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.24, 23.50, 0.00, 3.55, 1596.84, 15695.66
1.56, 0.00, 0.00, 67.05, 1646.85, 15695.66
2.89, 8.40, 0.00, 67.05, 1660.64, 15695.66
4.20, 0.00, 0.00, 67.30, 1667.46, 15695.66
5.52, 0.80, 0.00, 67.30, 1670.16, 15695.66
7.03, 1.70, 0.00, 129.36, 1703.83, 15695.66
8.55, 2.50, 0.00, 129.36, 1707.26, 15695.66
10.06, 0.80, 0.00, 129.36, 1693.50, 15695.66
11.58, 0.80, 0.00, 129.36, 1682.48, 15695.66
13.10, 1.70, 10.00, 129.36, 1663.28, 15695.66
14.61, 0.80, 10.00, 129.36, 1657.92, 15695.66
16.13, 0.80, 0.00, 129.36, 1648.02, 15695.66
17.64, 1.70, 0.00, 129.36, 1644.10, 15695.66
19.16, 1.70, 0.00, 129.36, 1637.45, 15695.66
20.67, 1.70, 0.00, 129.36, 1636.86, 15695.66
22.19, 1.70, 0.00, 129.36, 1636.00, 15695.66
23.70, 0.80, 0.00, 129.36, 1632.02, 15695.66
25.22, 0.80, 0.00, 129.36, 1631.78, 15695.66
26.73, 0.80, 0.00, 129.36, 1630.50, 15695.66
28.25, 0.00, 0.00, 129.36, 1628.59, 15695.66
29.77, 1.70, 0.00, 129.36, 1627.29, 15695.66
31.28, 2.50, 0.00, 129.36, 1627.85, 15695.66
32.80, 1.70, 0.00, 129.36, 1627.72, 15695.66
34.31, 0.80, 10.00, 129.36, 1628.54, 15695.66
35.83, 0.80, 0.00, 129.36, 1628.65, 15695.66
37.36, 1.70, 0.00, 129.36, 1628.49, 15695.66
38.87, 1.70, 0.00, 129.36, 1629.02, 15695.66
40.39, 1.70, 10.00, 129.36, 1629.20, 15695.66
41.90, 3.30, 0.00, 129.36, 1634.52, 15695.66
43.42, 0.80, 0.00, 129.36, 1631.39, 15695.66
44.94, 0.80, 10.00, 129.36, 1626.54, 15695.66
46.45, 1.70, 0.00, 129.36, 1624.54, 15695.66
47.97, 0.80, 10.00, 129.36, 1624.64, 15695.66
49.48, 1.70, 0.00, 129.36, 1622.86, 15695.66
51.00, 1.70, 0.00, 129.36, 1619.27, 15695.66
52.52, 0.80, 0.00, 129.36, 1619.69, 15695.66
54.03, 1.70, 10.00, 129.36, 1617.36, 15695.66
55.55, 0.80, 0.00, 129.36, 1617.87, 15695.66
57.06, 0.80, 0.00, 129.36, 1613.13, 15695.66
58.58, 1.70, 0.00, 129.36, 1607.20, 15695.66
60.09, 1.70, 10.00, 129.36, 1607.69, 15695.66
61.61, 1.70, 0.00, 129.36, 1608.05, 15695.66
63.12, 0.80, 0.00, 129.36, 1608.03, 15695.66
64.64, 0.80, 0.00, 129.36, 1607.87, 15695.66
66.15, 1.70, 0.00, 129.48, 1608.59, 15695.66
67.67, 1.70, 10.00, 129.48, 1609.57, 15695.66
69.19, 1.70, 0.00, 129.48, 1609.71, 15695.66
70.70, 0.80, 0.00, 129.61, 1610.43, 15695.66
72.22, 0.80, 0.00, 129.61, 1609.98, 15695.66
73.73, 0.80, 0.00, 129.61, 1610.06, 15695.66
75.25, 0.80, 0.00, 129.61, 1609.85, 15695.66
76.76, 0.80, 0.00, 129.61, 1605.81, 15695.66
78.28, 0.00, 0.00, 129.61, 1605.97, 15695.66
79.80, 1.70, 0.00, 129.61, 1606.20, 15695.66
81.31, 1.70, 0.00, 129.61, 1607.16, 15695.66
82.83, 1.70, 0.00, 129.61, 1606.74, 15695.66
84.35, 1.70, 10.00, 129.61, 1601.07, 15695.66
85.86, 0.80, 0.00, 129.61, 1601.32, 15695.66
87.38, 1.70, 19.90, 129.61, 1601.85, 15695.66
88.89, 1.70, 0.00, 129.61, 1602.58, 15695.66
90.41, 1.70, 0.00, 129.61, 1603.00, 15695.66
91.93, 1.70, 10.00, 129.61, 1603.68, 15695.66
93.44, 2.50, 10.00, 129.61, 1603.57, 15695.66
94.96, 2.50, 0.00, 129.61, 1602.00, 15695.66
96.47, 0.80, 0.00, 129.61, 1602.36, 15695.66
97.99, 0.80, 0.00, 129.73, 1602.26, 15695.66
99.50, 2.50, 0.00, 129.73, 1602.46, 15695.66
101.02, 0.80, 0.00, 129.73, 1603.10, 15695.66
102.53, 1.70, 0.00, 129.73, 1599.46, 15695.66
104.05, 1.70, 0.00, 129.73, 1598.25, 15695.66
105.57, 0.80, 0.00, 129.73, 1599.86, 15695.66
107.08, 0.80, 10.00, 129.73, 1599.52, 15695.66
108.60, 0.80, 10.00, 129.73, 1599.75, 15695.66
110.11, 0.80, 0.00, 129.73, 1598.27, 15695.66
111.63, 1.70, 10.00, 129.73, 1598.73, 15695.66
113.14, 1.70, 0.00, 129.86, 1599.81, 15695.66
114.66, 0.80, 0.00, 129.86, 1600.43, 15695.66
116.17, 1.70, 10.00, 129.86, 1598.68, 15695.66
117.69, 3.30, 0.00, 129.86, 1598.47, 15695.66
119.20, 3.30, 0.00, 129.86, 1599.18, 15695.66
120.72, 2.50, 0.00, 129.86, 1598.91, 15695.66
122.24, 0.00, 0.00, 129.86, 1600.48, 15695.66
123.75, 8.50, 10.00, 129.86, 1580.62, 15695.66
