Time(s),Coverage(%),Number of running robots
1.0,0.00,1
2.0,0.00,1
3.0,0.00,1
4.0,7.31,1
5.0,10.73,1
6.0,11.46,1
7.0,11.92,1
8.0,11.99,1
9.0,12.17,1
10.0,12.38,1
11.0,12.62,1
12.0,12.87,1
13.0,13.11,1
14.0,13.53,1
15.0,13.83,1
16.0,14.16,1
17.0,14.66,1
18.0,14.99,1
19.0,15.51,1
20.0,15.84,1
21.0,16.09,1
22.0,16.36,1
23.0,16.73,1
24.0,16.93,1
25.0,17.32,1
26.0,17.52,1
27.0,17.71,1
28.0,17.81,1
29.0,18.00,1
30.0,18.05,1
31.0,18.12,1
32.0,18.29,1
33.0,18.50,1
34.0,18.68,1
35.0,18.83,1
36.0,19.01,1
37.0,19.06,1
38.0,19.14,1
39.0,19.18,1
40.0,19.20,1
41.0,19.20,1
42.0,19.21,1
43.0,19.22,1
44.0,19.22,1
45.0,19.22,1
46.0,19.23,1
47.0,19.24,1
48.0,19.24,1
49.0,19.24,1
50.0,19.24,1
51.0,19.24,1
52.0,19.24,1
53.0,19.24,1
54.0,19.24,1
55.0,19.24,1
56.0,19.24,1
57.0,19.25,1
58.0,19.32,1
59.0,19.36,1
60.0,19.39,1
61.0,19.39,1
62.0,19.40,1
63.0,19.43,1
64.0,19.50,1
65.0,19.60,1
66.0,19.60,1
67.0,19.67,1
68.0,19.89,1
69.0,20.01,1
70.0,20.14,1
71.0,20.29,1
72.0,20.51,1
73.0,20.57,1
74.0,20.72,1
75.0,20.84,1
76.0,20.93,1
77.0,21.11,1
78.0,21.33,1
79.0,21.57,1
80.0,21.67,1
81.0,22.03,1
82.0,22.28,1
83.0,22.49,1
84.0,22.81,1
85.0,23.12,1
86.0,23.40,1
87.0,23.67,1
88.0,23.80,1
89.0,23.96,1
90.0,24.27,1
91.0,24.30,1
92.0,24.33,1
93.0,24.37,1
94.0,24.38,1
95.0,24.42,1
96.0,24.46,1
97.0,24.58,1
98.0,24.68,1
99.0,24.81,1
100.0,24.96,1
101.0,25.04,1
102.0,25.13,1
103.0,25.22,1
104.0,25.25,1
105.0,25.25,1
106.0,25.26,1
107.0,25.26,1
108.0,25.26,1
109.0,25.26,1
110.0,25.27,1
111.0,25.27,1
112.0,25.27,1
113.0,25.27,1
114.0,25.27,1
115.0,25.27,1
116.0,25.28,1
117.0,25.28,1
118.0,25.28,1
119.0,25.28,1
120.0,25.29,1
