Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.26, 18.50, 0.00, 3.56, 1696.09, 15695.66
1.79, 9.20, 0.00, 137.01, 1845.48, 15695.66
3.31, 9.20, 0.00, 137.01, 1996.41, 15695.66
4.82, 9.20, 10.00, 137.01, 1981.81, 15695.66
6.34, 9.20, 0.00, 159.32, 1981.87, 15695.66
7.86, 0.80, 0.00, 159.82, 2020.40, 15695.66
9.38, 0.80, 0.00, 159.82, 1990.93, 15695.66
10.90, 0.80, 99.80, 163.87, 1968.62, 15695.66
12.42, 2.50, 0.00, 167.99, 1972.88, 15695.66
13.94, 5.00, 10.00, 170.98, 1959.25, 15695.66
15.46, 1.70, 10.00, 170.98, 1963.76, 15695.66
16.98, 2.50, 10.00, 170.98, 1932.51, 15695.66
18.50, 5.00, 0.00, 170.98, 1918.57, 15695.66
20.02, 1.70, 0.00, 170.98, 1893.93, 15695.66
21.54, 2.50, 0.00, 170.98, 1863.57, 15695.66
23.06, 3.30, 10.00, 170.98, 1860.18, 15695.66
24.58, 2.50, 0.00, 170.98, 1856.51, 15695.66
26.09, 2.50, 0.00, 171.23, 1853.82, 15695.66
27.61, 4.20, 10.00, 171.23, 1855.86, 15695.66
29.13, 2.50, 10.00, 171.23, 1847.03, 15695.66
30.65, 2.50, 10.00, 171.23, 1846.63, 15695.66
32.17, 4.10, 10.00, 171.23, 1841.85, 15695.66
33.69, 2.50, 0.00, 171.23, 1840.69, 15695.66
35.21, 1.70, 0.00, 171.23, 1844.45, 15695.66
36.74, 2.50, 0.00, 171.23, 1846.77, 15695.66
38.26, 2.50, 0.00, 171.48, 1843.09, 15695.66
39.78, 5.00, 10.00, 171.48, 1841.57, 15695.66
41.30, 2.50, 0.00, 171.48, 1844.16, 15695.66
42.82, 3.40, 10.00, 171.48, 1848.89, 15695.66
44.33, 1.70, 0.00, 171.48, 1846.93, 15695.66
45.85, 3.40, 0.00, 171.48, 1847.14, 15695.66
47.37, 3.30, 10.00, 171.48, 1851.76, 15695.66
48.89, 2.50, 10.00, 171.48, 1853.52, 15695.66
50.41, 4.20, 19.90, 171.61, 1856.89, 15695.66
51.94, 3.40, 10.00, 171.61, 1844.68, 15695.66
53.46, 2.50, 10.00, 171.61, 1847.75, 15695.66
54.98, 2.50, 10.00, 171.61, 1844.84, 15695.66
56.50, 2.50, 0.00, 171.61, 1843.60, 15695.66
58.03, 2.50, 0.00, 171.61, 1841.25, 15695.66
59.55, 2.50, 10.00, 171.61, 1841.92, 15695.66
61.07, 2.50, 10.00, 171.61, 1845.91, 15695.66
62.59, 4.20, 0.00, 171.61, 1851.07, 15695.66
64.11, 3.40, 0.00, 171.73, 1847.63, 15695.66
65.63, 2.50, 0.00, 171.73, 1853.28, 15695.66
67.14, 4.20, 10.00, 171.86, 1840.51, 15695.66
68.67, 1.70, 0.00, 171.86, 1835.08, 15695.66
70.19, 3.30, 10.00, 171.86, 1835.70, 15695.66
71.70, 3.40, 0.00, 171.86, 1838.37, 15695.66
73.23, 2.50, 10.00, 171.86, 1841.42, 15695.66
74.74, 3.40, 10.00, 171.86, 1835.69, 15695.66
76.27, 3.30, 0.00, 171.98, 1841.39, 15695.66
77.80, 2.50, 0.00, 171.98, 1841.04, 15695.66
79.31, 2.50, 0.00, 171.98, 1835.33, 15695.66
80.84, 4.20, 10.00, 171.98, 1833.74, 15695.66
82.36, 3.30, 0.00, 171.98, 1835.05, 15695.66
83.87, 2.50, 10.00, 171.98, 1841.11, 15695.66
85.39, 4.20, 10.00, 171.98, 1838.21, 15695.66
86.91, 1.70, 0.00, 171.98, 1839.06, 15695.66
88.43, 2.50, 0.00, 171.98, 1843.00, 15695.66
89.94, 2.50, 0.00, 171.98, 1839.71, 15695.66
91.46, 3.40, 0.00, 172.11, 1840.64, 15695.66
92.98, 5.80, 0.00, 172.11, 1838.15, 15695.66
94.50, 5.00, 0.00, 172.23, 1851.33, 15695.66
96.02, 2.50, 10.00, 172.23, 1842.48, 15695.66
97.54, 3.30, 0.00, 172.36, 1838.00, 15695.66
99.06, 1.70, 0.00, 172.36, 1838.73, 15695.66
100.58, 4.20, 10.00, 172.36, 1839.52, 15695.66
102.10, 2.50, 0.00, 172.36, 1837.47, 15695.66
103.63, 3.30, 0.00, 172.36, 1840.62, 15695.66
105.15, 2.50, 10.00, 172.36, 1839.59, 15695.66
106.67, 2.50, 0.00, 172.36, 1841.48, 15695.66
108.19, 1.70, 0.00, 172.36, 1841.56, 15695.66
109.71, 3.40, 0.00, 172.36, 1848.50, 15695.66
111.23, 3.30, 20.00, 171.54, 1850.25, 15695.66
112.75, 4.20, 10.00, 171.54, 1847.29, 15695.66
114.26, 5.00, 0.00, 171.54, 1841.34, 15695.66
115.78, 4.20, 0.00, 171.54, 1840.21, 15695.66
117.30, 2.50, 0.00, 171.54, 1843.89, 15695.66
118.82, 1.70, 0.00, 171.54, 1844.47, 15695.66
120.34, 4.10, 10.00, 171.54, 1842.69, 15695.66
121.85, 1.70, 0.00, 171.54, 1838.89, 15695.66
123.37, 1.70, 10.00, 171.66, 1835.62, 15695.66
124.89, 2.50, 0.00, 171.79, 1831.86, 15695.66
126.41, 2.50, 0.00, 171.79, 1831.89, 15695.66
127.93, 3.30, 10.00, 171.79, 1825.66, 15695.66
