Time(s),Coverage(%),Number of running robots
1.0,0.00,5
2.0,0.00,5
3.0,0.00,5
4.0,12.61,5
5.0,18.44,5
6.0,19.61,5
7.0,20.03,5
8.0,20.48,5
9.0,20.92,5
10.0,21.51,5
11.0,21.88,5
12.0,22.12,5
13.0,22.21,5
14.0,22.39,5
15.0,22.49,5
16.0,22.68,5
17.0,23.05,5
18.0,23.30,5
19.0,23.49,5
20.0,23.79,5
21.0,24.09,5
22.0,24.43,5
23.0,24.64,5
24.0,24.75,5
25.0,24.89,5
26.0,24.95,5
27.0,25.11,5
28.0,25.24,5
29.0,25.35,5
30.0,25.40,5
31.0,25.44,5
32.0,25.47,5
33.0,25.50,5
34.0,25.56,5
35.0,25.84,5
36.0,26.08,5
37.0,26.34,5
38.0,26.45,5
39.0,26.45,5
40.0,26.64,5
41.0,27.02,5
42.0,27.15,5
43.0,27.19,5
44.0,27.25,5
45.0,27.31,5
46.0,27.34,5
47.0,27.35,5
48.0,27.36,5
49.0,27.38,5
50.0,27.43,5
51.0,27.43,5
52.0,27.62,5
53.0,27.86,5
54.0,28.26,5
55.0,28.45,5
56.0,28.73,5
57.0,29.07,5
58.0,29.40,5
59.0,29.77,5
60.0,30.04,5
61.0,30.33,5
62.0,30.58,5
63.0,30.80,5
64.0,30.96,5
65.0,31.16,5
66.0,31.29,5
67.0,31.51,5
68.0,31.73,5
69.0,31.83,5
70.0,31.86,5
71.0,31.90,5
72.0,31.93,5
73.0,32.01,5
74.0,32.01,5
75.0,32.07,5
76.0,32.08,5
77.0,32.08,5
78.0,32.20,5
79.0,32.34,5
80.0,32.76,5
81.0,32.84,5
82.0,32.98,5
83.0,33.36,5
84.0,33.55,5
85.0,33.81,5
86.0,34.00,5
87.0,34.16,5
88.0,34.40,5
89.0,34.73,5
90.0,34.96,5
91.0,34.96,5
92.0,34.98,5
93.0,35.17,5
94.0,35.58,5
95.0,35.88,5
96.0,35.93,5
97.0,36.09,5
98.0,36.27,5
99.0,36.42,5
100.0,36.54,5
101.0,36.67,5
102.0,36.78,5
103.0,37.07,5
104.0,37.07,5
105.0,37.08,5
106.0,37.09,5
107.0,37.12,5
108.0,37.19,5
109.0,37.28,5
110.0,37.33,5
111.0,37.38,5
112.0,37.61,5
113.0,38.05,5
114.0,38.33,5
115.0,38.73,5
116.0,38.84,5
117.0,38.84,5
118.0,39.51,5
119.0,39.51,5
120.0,39.93,5
