Time(s),Coverage(%),Number of running robots
1.0,0.00,21
2.0,0.00,21
3.0,0.00,21
4.0,0.00,21
5.0,18.32,21
6.0,23.36,21
7.0,25.37,21
8.0,26.63,21
9.0,27.33,21
10.0,27.96,21
11.0,28.73,21
12.0,30.07,21
13.0,30.90,21
14.0,31.33,21
15.0,31.33,21
16.0,31.75,21
17.0,31.82,21
18.0,31.89,21
19.0,31.89,21
20.0,31.97,21
21.0,32.03,21
22.0,32.14,21
23.0,32.14,21
24.0,32.34,21
25.0,32.50,21
26.0,32.50,21
27.0,32.60,21
28.0,32.72,21
29.0,32.87,21
30.0,32.98,21
31.0,33.08,21
32.0,33.08,21
33.0,33.13,21
34.0,33.20,21
35.0,33.31,21
36.0,33.31,21
37.0,33.40,21
38.0,33.43,21
39.0,33.50,21
40.0,33.50,21
41.0,33.63,21
42.0,33.63,21
43.0,33.65,21
44.0,33.71,21
45.0,33.75,21
46.0,33.75,21
47.0,33.94,21
48.0,34.02,21
49.0,34.10,21
50.0,34.10,21
51.0,34.13,21
52.0,34.13,21
53.0,34.16,21
54.0,34.22,21
55.0,34.23,21
56.0,34.23,21
57.0,34.36,21
58.0,34.36,21
59.0,34.39,21
60.0,34.39,21
61.0,34.49,21
62.0,34.53,21
63.0,34.56,21
64.0,34.56,21
65.0,34.68,21
66.0,34.75,21
67.0,34.91,21
68.0,34.91,21
69.0,34.95,21
70.0,35.01,21
71.0,35.01,21
72.0,35.01,21
73.0,35.15,21
74.0,35.15,21
75.0,35.24,21
76.0,35.25,21
77.0,35.28,21
78.0,35.28,21
79.0,35.38,21
80.0,35.38,21
81.0,35.55,21
82.0,35.74,21
83.0,35.80,21
84.0,35.80,21
85.0,35.80,21
86.0,36.15,21
87.0,36.16,21
88.0,36.86,21
89.0,37.12,21
90.0,37.12,21
91.0,38.09,21
92.0,38.09,21
93.0,38.99,21
94.0,39.02,21
95.0,39.78,21
96.0,40.30,21
97.0,40.32,21
98.0,40.52,21
99.0,40.52,21
100.0,41.13,21
101.0,41.13,21
102.0,41.19,21
103.0,41.19,21
104.0,41.50,21
105.0,41.68,21
106.0,41.82,21
107.0,41.99,21
108.0,42.26,21
109.0,42.63,21
110.0,42.94,21
111.0,43.20,21
112.0,43.64,21
113.0,43.64,21
114.0,44.32,21
115.0,44.64,21
116.0,44.64,21
117.0,44.80,21
118.0,45.28,21
119.0,45.47,21
120.0,45.89,21
