Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.23, 17.50, 0.00, 3.46, 1892.89, 15695.66
2.15, 20.80, 20.00, 320.23, 2000.71, 15695.66
4.07, 1.70, 10.00, 320.23, 2056.34, 15695.66
5.99, 6.70, 39.90, 321.98, 2048.02, 15695.66
7.91, 9.40, 10.00, 345.83, 2101.51, 15695.66
9.83, 2.50, 10.00, 346.21, 2139.64, 15695.66
11.76, 10.10, 189.80, 363.23, 2119.69, 15695.66
13.68, 5.00, 30.00, 378.14, 2157.73, 15695.66
15.60, 6.80, 10.00, 380.64, 2154.98, 15695.66
17.52, 12.00, 20.00, 381.02, 2154.29, 15695.66
19.44, 10.20, 20.00, 381.02, 2156.16, 15695.66
21.36, 6.80, 0.00, 381.14, 2160.08, 15695.66
23.29, 11.80, 20.00, 381.52, 2161.00, 15695.66
25.21, 8.50, 10.00, 381.52, 2162.80, 15695.66
27.14, 10.30, 10.00, 381.65, 2153.48, 15695.66
29.07, 6.80, 30.00, 381.65, 2156.11, 15695.66
30.99, 10.30, 10.00, 381.77, 2149.96, 15695.66
32.91, 15.10, 10.00, 381.77, 2149.81, 15695.66
34.84, 8.30, 20.00, 381.90, 2152.39, 15695.66
36.77, 11.70, 20.00, 382.02, 2153.04, 15695.66
38.69, 8.60, 30.00, 382.02, 2153.69, 15695.66
40.62, 12.60, 10.00, 382.02, 2157.82, 15695.66
42.54, 7.60, 20.00, 382.02, 2152.11, 15695.66
44.46, 10.30, 20.00, 382.15, 2153.25, 15695.66
46.39, 16.00, 30.00, 382.27, 2151.11, 15695.66
48.31, 8.40, 20.00, 382.27, 2155.02, 15695.66
50.23, 10.70, 0.00, 382.52, 2158.07, 15695.66
52.16, 9.20, 10.00, 382.52, 2154.51, 15695.66
54.08, 11.00, 0.00, 382.52, 2156.62, 15695.66
56.01, 8.40, 10.00, 382.65, 2162.11, 15695.66
57.93, 9.20, 0.00, 382.90, 2154.69, 15695.66
59.86, 14.30, 10.00, 383.15, 2153.61, 15695.66
61.79, 15.30, 10.00, 383.27, 2150.46, 15695.66
63.71, 7.60, 10.00, 383.40, 2158.19, 15695.66
65.63, 9.20, 20.00, 383.52, 2159.31, 15695.66
67.56, 14.00, 10.00, 383.77, 2160.45, 15695.66
69.48, 8.60, 20.00, 383.90, 2161.00, 15695.66
71.41, 8.50, 10.00, 384.27, 2164.89, 15695.66
73.33, 9.20, 20.00, 384.40, 2161.52, 15695.66
75.27, 11.90, 20.00, 384.40, 2159.60, 15695.66
77.19, 8.40, 20.00, 384.40, 2156.19, 15695.66
79.12, 8.50, 10.00, 381.95, 2161.60, 15695.66
81.05, 11.80, 20.00, 382.07, 2156.86, 15695.66
82.97, 8.40, 20.00, 382.07, 2163.95, 15695.66
84.89, 13.30, 10.00, 382.32, 2155.02, 15695.66
86.82, 6.80, 10.00, 382.32, 2153.00, 15695.66
88.74, 6.80, 50.00, 382.70, 2158.59, 15695.66
90.67, 9.20, 0.00, 383.07, 2167.78, 15695.66
92.60, 12.60, 0.00, 383.20, 2162.34, 15695.66
94.52, 7.60, 30.00, 383.45, 2166.61, 15695.66
96.44, 12.70, 20.00, 383.45, 2172.05, 15695.66
98.36, 13.60, 20.00, 383.70, 2167.39, 15695.66
100.28, 6.90, 10.00, 383.70, 2167.98, 15695.66
102.21, 10.00, 20.00, 384.07, 2173.02, 15695.66
104.14, 16.00, 10.00, 384.45, 2174.46, 15695.66
106.08, 7.70, 30.00, 384.57, 2158.01, 15695.66
108.01, 8.50, 0.00, 384.57, 2158.48, 15695.66
109.93, 13.40, 20.00, 384.57, 2164.95, 15695.66
111.87, 10.10, 20.00, 384.57, 2165.14, 15695.66
113.79, 7.60, 10.00, 384.70, 2162.58, 15695.66
115.71, 14.40, 10.00, 384.82, 2164.60, 15695.66
117.63, 10.90, 0.00, 384.95, 2162.86, 15695.66
119.55, 9.20, 10.00, 385.20, 2163.84, 15695.66
121.48, 13.70, 0.00, 385.32, 2170.75, 15695.66
123.41, 12.80, 20.00, 385.45, 2175.45, 15695.66
125.33, 8.50, 10.00, 385.45, 2178.65, 15695.66
127.25, 7.70, 10.00, 385.57, 2176.21, 15695.66
129.20, 26.30, 20.00, 385.95, 2156.98, 15695.66
