Time(s),Coverage(%),Number of running robots
1.0,10.20,3
2.0,10.20,3
3.0,10.20,3
4.0,10.20,3
5.0,10.20,3
6.0,10.20,3
7.0,10.20,3
8.0,10.20,3
9.0,10.20,3
10.0,10.86,3
11.0,13.97,3
12.0,15.60,3
13.0,15.91,3
14.0,16.06,3
15.0,16.06,3
16.0,16.16,3
17.0,16.52,3
18.0,16.92,3
19.0,17.28,3
20.0,17.64,3
21.0,17.65,3
22.0,17.78,3
23.0,18.04,3
24.0,18.41,3
25.0,18.70,3
26.0,18.98,3
27.0,19.47,3
28.0,20.36,3
29.0,21.82,3
30.0,22.92,3
31.0,23.71,3
32.0,24.33,3
33.0,25.05,3
34.0,25.43,3
35.0,25.71,3
36.0,25.86,3
37.0,26.12,3
38.0,26.17,3
39.0,26.58,3
40.0,26.66,3
41.0,27.40,3
42.0,27.83,3
43.0,28.04,3
44.0,28.38,3
45.0,28.54,3
46.0,28.84,3
47.0,29.09,3
48.0,29.29,3
49.0,29.42,3
50.0,29.46,3
51.0,29.65,3
52.0,30.45,3
53.0,31.50,3
54.0,32.08,3
55.0,33.52,3
56.0,33.57,3
57.0,33.57,3
58.0,33.59,3
59.0,34.61,3
60.0,34.90,3
61.0,35.07,3
62.0,35.24,3
63.0,35.40,3
64.0,35.53,3
65.0,35.91,3
66.0,36.27,3
67.0,36.69,3
68.0,37.09,3
69.0,37.21,3
70.0,37.34,3
71.0,37.66,3
72.0,38.03,3
73.0,38.27,3
74.0,38.84,3
75.0,39.17,3
76.0,39.18,3
77.0,39.20,3
78.0,39.57,3
79.0,39.83,3
80.0,40.05,3
81.0,40.31,3
82.0,40.39,3
83.0,40.40,3
84.0,40.44,3
85.0,40.51,3
86.0,40.59,3
87.0,40.76,3
88.0,40.83,3
89.0,40.93,3
90.0,41.35,3
91.0,42.26,3
92.0,43.09,3
93.0,43.66,3
94.0,43.98,3
95.0,44.20,3
96.0,44.33,3
97.0,44.48,3
98.0,44.51,3
99.0,44.51,3
100.0,44.71,3
101.0,44.77,3
102.0,44.87,3
103.0,44.95,3
104.0,44.96,3
105.0,44.96,3
106.0,44.96,3
107.0,44.98,3
108.0,45.01,3
109.0,45.02,3
110.0,45.02,3
111.0,45.03,3
112.0,45.03,3
113.0,45.04,3
114.0,45.06,3
115.0,45.06,3
116.0,45.07,3
117.0,45.07,3
118.0,45.07,3
119.0,45.07,3
120.0,45.07,3
