Time(s), CPU(%), Memory(MB)
0.14, 0.00, 3.41
2.40, 40.00, 861.95
4.63, 10.00, 862.07
6.88, 10.00, 888.07
9.12, 20.00, 888.70
11.35, 20.00, 889.32
13.61, 30.00, 942.23
15.84, 20.00, 961.60
18.07, 40.00, 961.98
20.32, 40.00, 962.48
22.55, 40.00, 962.73
24.80, 40.00, 963.23
27.03, 30.00, 964.10
29.26, 50.00, 964.23
31.50, 19.90, 964.60
33.73, 30.00, 964.85
35.95, 20.00, 964.98
38.19, 30.00, 965.35
40.43, 20.00, 965.73
42.67, 10.00, 965.73
44.91, 30.00, 965.98
47.14, 10.00, 965.98
49.38, 20.00, 965.98
51.62, 40.00, 965.98
53.88, 20.00, 966.23
56.11, 30.00, 966.48
58.34, 50.00, 966.60
60.58, 20.00, 967.35
62.81, 10.00, 967.73
65.07, 40.00, 968.10
67.30, 40.00, 968.10
69.55, 20.00, 968.35
71.79, 10.00, 968.73
74.02, 30.00, 968.98
76.27, 50.00, 969.23
78.50, 40.00, 965.37
80.73, 20.00, 965.62
82.97, 30.00, 965.87
85.21, 30.00, 966.24
87.44, 30.00, 966.37
89.68, 40.00, 966.62
91.92, 30.00, 966.99
94.17, 80.00, 967.62
96.41, 20.00, 967.99
98.64, 0.00, 968.12
100.87, 80.00, 968.37
103.09, 39.90, 968.62
105.32, 50.00, 968.62
107.56, 40.00, 968.74
109.78, 40.00, 969.12
112.03, 30.00, 969.37
114.28, 20.00, 970.12
116.53, 10.00, 970.12
118.76, 30.00, 970.37
121.00, 20.00, 970.87
123.25, 40.00, 971.12
125.48, 30.00, 971.49
127.71, 10.00, 972.37
129.94, 40.00, 972.74
132.18, 40.00, 973.24
134.42, 40.00, 973.74
136.65, 30.00, 974.37
138.91, 0.00, 974.37
141.14, 30.00, 974.99
143.38, 30.00, 975.37
145.61, 40.00, 975.74
147.85, 20.00, 975.87
150.08, 30.00, 976.12
152.32, 30.00, 976.37
154.56, 49.90, 976.62
156.80, 30.00, 976.74
159.03, 30.00, 976.87
161.28, 20.00, 976.87
163.53, 40.00, 976.87
165.76, 30.00, 976.87
167.99, 30.00, 976.99
170.24, 40.00, 977.12
172.49, 10.00, 977.49
174.73, 30.00, 977.62
176.96, 20.00, 977.87
179.20, 30.00, 977.87
181.45, 20.00, 977.87
183.69, 20.00, 977.87
185.93, 20.00, 977.87
188.19, 30.00, 977.87
190.42, 40.00, 977.99
192.66, 0.00, 977.99
194.89, 40.00, 977.99
197.14, 30.00, 977.99
199.37, 20.00, 978.12
201.63, 30.00, 978.24
203.86, 50.00, 978.37
206.12, 40.00, 978.37
208.37, 20.00, 978.49
210.59, 40.00, 978.99
212.82, 60.00, 979.12
215.06, 30.00, 979.62
217.32, 20.00, 979.87
219.56, 30.00, 980.24
221.80, 50.00, 980.24
224.06, 30.00, 980.24
226.32, 30.00, 980.37
228.56, 40.00, 980.62
230.80, 30.00, 980.74
233.05, 20.00, 981.12
235.29, 20.00, 981.24
237.53, 40.00, 981.49
239.77, 59.80, 981.62
242.02, 40.00, 981.62
244.26, 70.00, 981.87
246.50, 30.00, 981.87
248.73, 40.00, 982.12
250.97, 20.00, 982.27
253.20, 30.00, 982.27
255.46, 40.00, 982.40
257.70, 30.00, 982.40
259.95, 20.00, 982.52
262.19, 40.00, 982.77
264.43, 20.00, 982.77
266.67, 40.00, 982.77
268.91, 30.00, 982.90
271.14, 30.00, 983.02
273.39, 30.00, 983.02
275.63, 20.00, 983.02
277.87, 10.00, 983.15
280.10, 30.00, 983.15
282.35, 40.00, 983.15
284.59, 20.00, 983.52
286.82, 0.00, 983.77
289.06, 30.00, 983.90
291.31, 40.00, 983.90
293.54, 20.00, 983.90
295.79, 19.90, 984.02
298.03, 30.00, 984.02
300.28, 40.00, 984.27
302.53, 40.00, 984.40
304.77, 19.90, 984.40
307.02, 19.90, 984.40
309.27, 49.90, 984.40
311.52, 20.00, 984.40
313.79, 20.00, 984.40
316.03, 40.00, 984.52
318.31, 59.80, 984.65
320.54, 30.00, 984.90
322.79, 29.90, 984.90
325.03, 39.90, 984.90
327.30, 50.00, 984.90
329.54, 30.00, 984.90
331.78, 30.00, 984.90
334.01, 30.00, 985.02
336.26, 10.00, 985.02
338.50, 20.00, 985.15
340.74, 30.00, 985.27
342.98, 30.00, 985.27
345.23, 30.00, 985.40
347.47, 30.00, 985.52
349.71, 30.00, 985.52
351.95, 40.00, 985.65
354.18, 30.00, 985.65
356.41, 30.00, 985.77
358.66, 29.80, 985.77
360.91, 10.00, 985.77
363.15, 10.00, 985.77
365.38, 10.00, 985.77
367.61, 40.00, 985.90
369.85, 50.00, 985.90
372.08, 30.00, 986.02
374.31, 29.90, 986.02
376.54, 50.00, 986.02
378.79, 19.90, 986.02
381.02, 30.00, 986.02
383.28, 39.90, 986.02
385.52, 40.00, 986.02
387.75, 40.00, 986.02
389.99, 30.00, 986.02
392.23, 29.90, 986.02
394.48, 20.00, 986.02
396.73, 39.90, 986.02
398.97, 39.90, 986.02
401.22, 10.00, 986.02
403.46, 40.00, 986.02
405.70, 30.00, 986.02
407.93, 30.00, 986.02
410.18, 20.00, 986.02
412.41, 30.00, 986.02
414.64, 30.00, 986.02
416.89, 20.00, 986.02
419.13, 20.00, 986.02
421.36, 20.00, 986.02
423.60, 20.00, 986.02
425.85, 20.00, 986.02
428.10, 30.00, 986.02
430.34, 40.00, 986.02
432.60, 20.00, 986.02
434.83, 50.00, 986.02
437.08, 20.00, 986.02
439.33, 19.90, 986.02
441.58, 40.00, 986.15
443.82, 30.00, 986.15
446.06, 39.80, 986.15
448.31, 20.00, 986.15
450.54, 30.00, 986.15
452.79, 20.00, 986.15
455.03, 29.90, 986.15
457.27, 40.00, 986.15
459.51, 40.00, 986.15
461.76, 40.00, 986.15
464.00, 20.00, 986.15
466.26, 50.00, 986.15
468.49, 39.90, 986.15
470.76, 30.00, 986.15
473.00, 10.00, 986.15
