Time(s),Coverage(%),Number of running robots
1747739306.5,0.00,5
1747739307.5,12.75,5
1747739308.5,12.75,5
1747739309.5,12.75,5
1747739310.5,12.75,5
1747739311.5,12.75,5
1747739312.6,12.75,5
1747739313.6,12.75,5
1747739314.6,12.75,5
1747739315.6,12.75,5
1747739316.6,12.75,5
1747739317.6,18.25,5
1747739318.6,19.99,5
1747739319.6,21.20,5
1747739320.6,22.29,5
1747739321.7,23.26,5
1747739322.7,24.18,5
1747739323.7,25.34,5
1747739324.7,26.05,5
1747739325.7,26.46,5
1747739326.7,26.97,5
1747739327.7,27.73,5
1747739328.7,28.36,5
1747739329.7,28.63,5
1747739330.7,28.92,5
1747739331.7,29.03,5
1747739332.7,29.17,5
1747739333.7,29.45,5
1747739334.8,29.76,5
1747739335.8,30.13,5
1747739336.8,30.69,5
1747739337.8,30.80,5
1747739338.8,31.37,5
1747739339.8,31.85,5
1747739340.8,32.03,5
1747739341.8,32.40,5
1747739342.8,32.69,5
1747739343.8,33.24,5
1747739344.8,33.74,5
1747739345.8,32.91,5
1747739346.8,33.21,5
1747739347.8,33.59,5
1747739348.9,34.19,5
1747739349.9,34.24,5
1747739350.9,35.02,5
1747739351.9,35.74,5
1747739352.9,36.61,5
1747739353.9,37.66,5
1747739354.9,38.95,5
1747739355.9,39.97,5
1747739356.9,41.09,5
1747739357.9,41.70,5
1747739358.9,42.62,5
1747739360.0,43.53,5
1747739361.0,44.46,5
1747739362.0,46.36,5
1747739363.0,47.37,5
1747739364.0,48.30,5
1747739365.0,48.77,5
1747739366.0,49.50,5
1747739367.0,51.71,5
1747739368.0,52.07,5
1747739369.0,52.21,5
1747739370.0,52.40,5
1747739371.0,52.48,5
1747739372.1,52.69,5
1747739373.1,53.12,5
1747739374.1,53.39,5
1747739375.1,54.19,5
1747739376.1,54.43,5
1747739377.1,54.53,5
1747739378.1,54.63,5
1747739379.1,54.72,5
1747739380.1,54.72,5
1747739381.1,54.72,5
1747739382.1,54.75,5
1747739383.2,54.77,5
1747739384.2,54.84,5
1747739385.2,54.88,5
1747739386.2,54.90,5
1747739387.2,54.98,5
1747739388.2,55.10,5
1747739389.2,55.31,5
1747739390.2,55.86,5
1747739391.2,56.54,5
1747739392.3,58.07,5
1747739393.3,58.55,5
1747739394.3,58.62,5
1747739395.3,58.69,5
1747739396.3,58.73,5
1747739397.3,58.83,5
1747739398.3,58.83,5
1747739399.3,58.85,5
1747739400.3,58.95,5
1747739401.3,58.99,5
1747739402.3,59.06,5
1747739403.3,59.20,5
1747739404.4,59.97,5
1747739405.4,61.41,5
1747739406.4,62.18,5
1747739407.4,62.89,5
1747739408.4,63.20,5
1747739409.4,63.21,5
1747739410.4,63.41,5
1747739411.4,63.41,5
1747739412.4,63.42,5
1747739413.4,63.42,5
1747739414.4,63.42,5
1747739415.4,63.42,5
1747739416.4,63.44,5
1747739417.5,63.44,5
1747739418.5,63.44,5
1747739419.5,63.44,5
1747739420.5,63.45,5
1747739421.5,63.45,5
1747739422.5,63.47,5
1747739423.5,63.47,5
1747739424.5,63.47,5
1747739425.5,63.47,5
1747739426.5,63.48,5
1747739427.5,63.48,5
1747739428.5,63.49,5
1747739429.5,63.49,5
1747739430.5,63.51,5
1747739431.5,63.56,5
1747739432.6,63.61,5
1747739433.6,63.61,5
1747739434.6,63.62,5
1747739435.6,63.64,5
1747739436.6,63.65,5
1747739437.6,63.65,5
1747739438.6,63.73,5
1747739439.6,64.01,5
1747739440.7,64.39,5
1747739441.7,64.40,5
1747739442.7,64.59,5
1747739443.7,64.89,5
1747739444.7,65.20,5
1747739445.7,65.44,5
1747739446.7,65.80,5
1747739447.7,66.15,5
1747739448.7,66.58,5
1747739449.7,67.05,5
1747739450.7,67.06,5
1747739451.7,67.20,5
1747739452.8,67.27,5
1747739453.8,67.28,5
1747739454.8,67.55,5
1747739455.8,68.18,5
1747739456.8,68.34,5
1747739457.8,68.77,5
1747739458.8,69.31,5
1747739459.8,70.02,5
1747739460.8,70.19,5
1747739461.9,70.39,5
1747739462.9,70.48,5
1747739463.9,70.58,5
1747739464.9,70.68,5
1747739465.9,70.73,5
1747739466.9,70.74,5
1747739467.9,70.75,5
1747739468.9,70.77,5
1747739469.9,70.83,5
1747739470.9,70.87,5
1747739471.9,70.88,5
1747739472.9,70.90,5
1747739474.0,70.91,5
1747739475.0,70.92,5
1747739476.0,70.94,5
1747739477.0,70.95,5
1747739478.0,70.95,5
1747739479.0,70.95,5
1747739480.0,70.96,5
1747739481.0,70.96,5
1747739482.0,70.97,5
1747739483.0,70.97,5
1747739484.0,70.98,5
1747739485.0,70.98,5
1747739486.1,70.98,5
1747739487.1,70.98,5
1747739488.1,70.98,5
1747739489.1,70.99,5
1747739490.1,71.00,5
1747739491.1,71.00,5
1747739492.1,70.74,5
1747739493.1,70.74,5
1747739494.1,70.75,5
1747739495.1,70.75,5
1747739496.2,70.76,5
1747739497.2,70.76,5
1747739498.2,70.76,5
1747739499.2,70.77,5
1747739500.2,70.77,5
1747739501.2,70.79,5
1747739502.2,70.86,5
1747739503.2,70.92,5
1747739504.2,71.21,5
1747739505.2,71.68,5
1747739506.2,71.95,5
1747739507.2,71.98,5
1747739508.2,72.13,5
1747739509.3,72.28,5
1747739510.3,72.58,5
1747739511.3,72.73,5
1747739512.3,72.82,5
1747739513.3,72.92,5
1747739514.3,73.06,5
1747739515.3,73.24,5
1747739516.3,73.35,5
1747739517.3,73.49,5
1747739518.3,73.73,5
1747739519.3,74.07,5
1747739520.3,74.43,5
1747739521.3,74.69,5
1747739522.3,74.84,5
1747739523.3,75.08,5
1747739524.3,75.30,5
1747739525.3,75.63,5
1747739526.4,76.09,5
1747739527.4,76.23,5
1747739528.4,76.57,5
1747739529.4,76.69,5
1747739530.4,76.69,5
1747739531.4,76.69,5
1747739532.4,76.69,5
1747739533.4,76.69,5
1747739534.4,76.70,5
1747739535.4,76.77,5
1747739536.5,76.80,5
1747739537.5,76.94,5
1747739538.5,77.16,5
1747739539.5,77.47,5
1747739540.5,77.77,5
1747739541.5,77.96,5
1747739542.5,78.40,5
1747739543.5,78.82,5
1747739544.5,79.09,5
1747739545.5,80.20,5
1747739546.6,81.08,5
1747739547.6,81.73,5
1747739548.6,82.18,5
1747739549.6,82.31,5
1747739550.6,82.57,5
1747739551.6,82.62,5
1747739552.6,82.81,5
1747739553.6,82.93,5
1747739554.6,83.03,5
1747739555.6,83.22,5
1747739556.6,83.71,5
1747739557.6,84.28,5
1747739558.6,84.62,5
1747739559.6,84.64,5
1747739560.6,84.93,5
1747739561.7,85.23,5
1747739562.7,85.76,5
1747739563.7,86.89,5
1747739564.7,87.66,5
1747739565.7,87.91,5
1747739566.7,88.27,5
1747739567.7,88.49,5
1747739568.7,88.51,5
1747739569.7,88.52,5
1747739570.7,88.58,5
1747739571.7,88.59,5
1747739572.7,88.59,5
1747739573.7,88.59,5
1747739574.7,88.60,5
1747739575.8,88.61,5
1747739576.8,88.61,5
1747739577.8,88.61,5
1747739578.8,88.61,5
1747739579.8,88.61,5
1747739580.8,88.61,5
1747739581.8,88.62,5
1747739582.8,88.62,5
1747739583.8,88.62,5
1747739584.8,88.62,5
1747739585.8,88.62,5
1747739586.8,88.62,5
1747739587.8,88.62,5
1747739588.9,88.62,5
1747739589.9,88.62,5
1747739590.9,88.62,5
1747739591.9,88.62,5
1747739592.9,88.63,5
1747739593.9,88.63,5
1747739594.9,88.63,5
1747739595.9,88.63,5
1747739596.9,88.63,5
1747739597.9,88.63,5
1747739599.0,88.63,5
1747739600.0,88.63,5
1747739601.0,88.63,5
1747739602.0,88.63,5
1747739603.0,88.63,5
1747739604.0,88.63,5
1747739605.0,88.63,5
1747739606.0,88.63,5
1747739607.0,88.63,5
1747739608.0,88.64,5
1747739609.0,88.64,5
1747739610.0,88.64,5
1747739611.0,88.64,5
1747739612.0,88.65,5
1747739613.0,88.65,5
1747739614.1,88.65,5
1747739615.1,88.66,5
1747739616.1,88.66,5
1747739617.1,88.69,5
1747739618.1,88.91,5
1747739619.1,89.35,5
1747739620.1,89.52,5
1747739621.1,89.52,5
1747739622.1,89.58,5
1747739623.1,89.66,5
1747739624.2,89.67,5
1747739625.2,89.69,5
1747739626.2,89.70,5
1747739627.2,89.72,5
1747739628.2,89.89,5
1747739629.2,91.50,5
1747739630.2,92.66,5
1747739631.2,92.98,5
1747739632.2,93.09,5
1747739633.2,93.29,5
1747739634.3,93.41,5
1747739635.3,93.45,5
1747739636.3,93.45,5
1747739637.3,93.47,5
1747739638.3,93.47,5
1747739639.3,93.48,5
1747739640.3,93.48,5
1747739641.3,93.49,5
1747739642.3,93.49,5
1747739643.3,93.51,5
1747739644.3,93.55,5
1747739645.3,93.56,5
1747739646.3,93.58,5
1747739647.3,93.58,5
1747739648.3,93.59,5
1747739649.4,93.77,5
1747739650.4,94.12,5
1747739651.4,94.58,5
1747739652.4,95.15,5
1747739653.4,95.16,5
1747739654.4,95.44,5
