Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.23, 21.80, 0.00, 3.55, 1622.11, 15695.66
1.55, 0.00, 0.00, 67.12, 1678.68, 15695.66
2.86, 8.40, 0.00, 67.12, 1699.73, 15695.66
4.18, 0.00, 0.00, 67.24, 1713.56, 15695.66
5.49, 0.00, 0.00, 67.24, 1706.45, 15695.66
7.01, 0.80, 0.00, 129.54, 1775.45, 15695.66
8.52, 0.80, 0.00, 129.54, 1767.49, 15695.66
10.04, 2.50, 0.00, 129.54, 1741.96, 15695.66
11.55, 0.00, 10.00, 129.54, 1731.65, 15695.66
13.07, 0.80, 0.00, 129.54, 1704.52, 15695.66
14.58, 1.70, 0.00, 129.54, 1694.02, 15695.66
16.10, 2.50, 0.00, 129.54, 1675.73, 15695.66
17.61, 1.70, 0.00, 129.54, 1675.66, 15695.66
19.13, 0.80, 10.00, 129.54, 1661.55, 15695.66
20.64, 0.80, 10.00, 129.54, 1663.58, 15695.66
22.16, 0.80, 0.00, 129.54, 1658.46, 15695.66
23.67, 0.80, 10.00, 129.54, 1655.59, 15695.66
25.19, 1.70, 10.00, 129.54, 1654.11, 15695.66
26.70, 0.80, 0.00, 129.54, 1648.07, 15695.66
28.22, 1.70, 10.00, 129.54, 1639.66, 15695.66
29.73, 1.70, 0.00, 129.54, 1640.56, 15695.66
31.25, 0.80, 0.00, 129.54, 1639.43, 15695.66
32.76, 0.80, 0.00, 129.54, 1636.81, 15695.66
34.28, 1.70, 0.00, 129.54, 1624.82, 15695.66
35.80, 1.70, 0.00, 129.54, 1628.98, 15695.66
37.31, 2.50, 0.00, 129.54, 1627.69, 15695.66
38.83, 1.70, 0.00, 129.54, 1621.55, 15695.66
40.34, 1.70, 0.00, 129.54, 1621.64, 15695.66
41.86, 0.80, 0.00, 129.54, 1623.04, 15695.66
43.37, 1.70, 0.00, 129.54, 1621.79, 15695.66
44.89, 0.80, 0.00, 129.54, 1622.84, 15695.66
46.41, 2.50, 10.00, 129.54, 1622.73, 15695.66
47.92, 1.70, 0.00, 129.54, 1621.84, 15695.66
49.44, 1.70, 0.00, 129.54, 1622.02, 15695.66
50.95, 1.70, 10.00, 129.54, 1622.82, 15695.66
52.47, 1.70, 10.00, 129.54, 1621.01, 15695.66
53.98, 1.70, 0.00, 129.54, 1621.25, 15695.66
55.50, 2.50, 0.00, 129.54, 1622.98, 15695.66
57.01, 1.70, 0.00, 129.54, 1622.94, 15695.66
58.53, 0.80, 0.00, 129.54, 1623.65, 15695.66
60.05, 0.80, 0.00, 129.54, 1622.74, 15695.66
61.56, 0.80, 0.00, 129.54, 1622.57, 15695.66
63.08, 1.70, 10.00, 129.54, 1622.95, 15695.66
64.59, 0.80, 10.00, 129.54, 1624.63, 15695.66
66.11, 0.80, 0.00, 129.54, 1625.76, 15695.66
67.63, 0.80, 0.00, 129.54, 1625.55, 15695.66
69.14, 1.70, 10.00, 129.54, 1626.19, 15695.66
70.66, 0.80, 10.00, 129.54, 1626.02, 15695.66
72.17, 2.50, 0.00, 129.54, 1626.50, 15695.66
73.69, 1.70, 0.00, 129.54, 1627.45, 15695.66
75.20, 0.80, 10.00, 129.54, 1626.82, 15695.66
76.72, 2.50, 0.00, 129.54, 1627.07, 15695.66
78.23, 2.50, 10.00, 129.54, 1627.73, 15695.66
79.75, 0.80, 10.00, 129.54, 1625.21, 15695.66
81.26, 1.70, 0.00, 129.54, 1626.60, 15695.66
82.78, 0.80, 0.00, 129.54, 1627.00, 15695.66
84.30, 0.80, 0.00, 129.54, 1626.49, 15695.66
85.81, 1.70, 10.00, 129.54, 1626.80, 15695.66
87.33, 1.70, 0.00, 129.54, 1627.98, 15695.66
88.84, 0.80, 10.00, 129.54, 1629.55, 15695.66
90.36, 0.80, 10.00, 129.54, 1628.94, 15695.66
91.87, 0.80, 0.00, 129.54, 1629.18, 15695.66
93.39, 0.80, 10.00, 129.54, 1629.18, 15695.66
94.91, 1.70, 0.00, 129.54, 1629.39, 15695.66
96.43, 1.70, 0.00, 129.54, 1630.36, 15695.66
97.95, 2.50, 0.00, 129.54, 1630.31, 15695.66
99.46, 2.50, 10.00, 129.54, 1630.07, 15695.66
100.98, 0.80, 0.00, 129.54, 1627.46, 15695.66
102.50, 0.80, 0.00, 129.54, 1628.19, 15695.66
104.02, 0.80, 0.00, 129.54, 1629.57, 15695.66
105.53, 0.80, 10.00, 129.54, 1630.62, 15695.66
107.05, 0.80, 0.00, 129.54, 1631.18, 15695.66
108.56, 1.70, 0.00, 129.54, 1631.40, 15695.66
110.08, 0.80, 0.00, 129.54, 1631.94, 15695.66
111.59, 0.80, 0.00, 129.54, 1627.09, 15695.66
113.11, 0.00, 0.00, 129.54, 1627.53, 15695.66
114.62, 0.80, 0.00, 129.54, 1626.91, 15695.66
116.14, 2.50, 10.00, 129.54, 1627.88, 15695.66
117.65, 2.50, 10.00, 129.54, 1627.86, 15695.66
119.17, 1.70, 10.00, 129.54, 1628.21, 15695.66
120.69, 0.80, 0.00, 129.54, 1628.20, 15695.66
122.20, 0.80, 0.00, 129.54, 1626.30, 15695.66
123.72, 6.70, 0.00, 129.54, 1611.57, 15695.66
