Time(s),Coverage(%),Number of running robots
0.0,10.272,3.0
1.0,10.272,3.0
2.0,10.272,3.0
3.0,10.272,3.0
4.0,10.272,3.0
5.0,10.272,3.0
6.0,10.272,3.0
7.0,10.272,3.0
8.0,10.498000000000001,3.0
9.0,11.416,3.0
10.0,14.089000000000002,3.0
11.0,15.578999999999999,3.0
12.0,15.869,3.0
13.0,15.985,3.0
14.0,16.087,3.0
15.0,16.234,3.0
16.0,16.529,3.0
17.0,16.833000000000002,3.0
18.0,17.3,3.0
19.0,17.979,3.0
20.0,18.668,3.0
21.0,19.421,3.0
22.0,20.082,3.0
23.0,20.478,3.0
24.0,20.844,3.0
25.0,21.187,3.0
26.0,21.56,3.0
27.0,22.015,3.0
28.0,22.372,3.0
29.0,22.589,3.0
30.0,22.845,3.0
31.0,23.212,3.0
32.0,23.552,3.0
33.0,23.935,3.0
34.0,24.205000000000002,3.0
35.0,24.46,3.0
36.0,24.79,3.0
37.0,25.109,3.0
38.0,25.393,3.0
39.0,25.78,3.0
40.0,26.282999999999998,3.0
41.0,26.76,3.0
42.0,27.208,3.0
43.0,27.622000000000003,3.0
44.0,28.008,3.0
45.0,28.349,3.0
46.0,28.572000000000003,3.0
47.0,28.735000000000003,3.0
48.0,28.891000000000002,3.0
49.0,29.03,3.0
50.0,29.232,3.0
51.0,29.55,3.0
52.0,29.883,3.0
53.0,30.181,3.0
54.0,30.631,3.0
55.0,30.965999999999998,3.0
56.0,31.155,3.0
57.0,31.427,3.0
58.0,31.873,3.0
59.0,32.407,3.0
60.0,32.891999999999996,3.0
61.0,33.416000000000004,3.0
62.0,33.774,3.0
63.0,34.018,3.0
64.0,34.336,3.0
65.0,34.664,3.0
66.0,34.986000000000004,3.0
67.0,35.423,3.0
68.0,35.781,3.0
69.0,36.039,3.0
70.0,36.25,3.0
71.0,36.561,3.0
72.0,36.900999999999996,3.0
73.0,37.301,3.0
74.0,37.686,3.0
75.0,38.043,3.0
76.0,38.384,3.0
77.0,38.785000000000004,3.0
78.0,39.165,3.0
79.0,39.558,3.0
80.0,39.818,3.0
81.0,40.035000000000004,3.0
82.0,40.289,3.0
83.0,40.467,3.0
84.0,40.659000000000006,3.0
85.0,40.953,3.0
86.0,41.191,3.0
87.0,41.4,3.0
88.0,41.569,3.0
89.0,41.794,3.0
90.0,42.019,3.0
91.0,42.269,3.0
92.0,42.528000000000006,3.0
93.0,42.902,3.0
94.0,43.289,3.0
95.0,43.594,3.0
96.0,43.839999999999996,3.0
97.0,44.06,3.0
98.0,44.282,3.0
99.0,44.457,3.0
100.0,44.705,3.0
101.0,45.01,3.0
102.0,45.309999999999995,3.0
103.0,45.518,3.0
104.0,45.715999999999994,3.0
105.0,45.802,3.0
106.0,45.961,3.0
107.0,46.065,3.0
108.0,46.175,3.0
109.0,46.222,3.0
110.0,46.275999999999996,3.0
111.0,46.367000000000004,3.0
112.0,46.463,3.0
113.0,46.577999999999996,3.0
114.0,46.775,3.0
115.0,47.08,3.0
116.0,47.339999999999996,3.0
117.0,47.564,3.0
118.0,47.743,3.0
119.0,47.954,3.0
