Time(s),Coverage(%),Number of running robots
0.0,16.256,13.0
1.0,16.256,13.0
2.0,16.256,13.0
3.0,16.256,13.0
4.0,16.256,13.0
5.0,16.256,13.0
6.0,16.256,13.0
7.0,16.256,13.0
8.0,16.256,13.0
9.0,16.256,13.0
10.0,16.256,13.0
11.0,16.256,13.0
12.0,16.41,13.0
13.0,16.817,13.0
14.0,18.829,13.0
15.0,21.319,13.0
16.0,23.238,13.0
17.0,24.575,13.0
18.0,25.863999999999997,13.0
19.0,26.911,13.0
20.0,27.692,13.0
21.0,28.247000000000003,13.0
22.0,28.702999999999996,13.0
23.0,29.070999999999998,13.0
24.0,29.481,13.0
25.0,29.724,13.0
26.0,30.022000000000002,13.0
27.0,30.214999999999996,13.0
28.0,30.462,13.0
29.0,30.758999999999997,13.0
30.0,30.986,13.0
31.0,31.476999999999997,13.0
32.0,32.017,13.0
33.0,32.481,13.0
34.0,33.046,13.0
35.0,33.646,13.0
36.0,34.208,13.0
37.0,35.034,13.0
38.0,35.616,13.0
39.0,36.362,13.0
40.0,36.897,13.0
41.0,37.618,13.0
42.0,38.334,13.0
43.0,39.233,13.0
44.0,40.003,13.0
45.0,40.899,13.0
46.0,41.433,13.0
47.0,42.207,13.0
48.0,42.874,13.0
49.0,43.687,13.0
50.0,44.489999999999995,13.0
51.0,45.322,13.0
52.0,45.975,13.0
53.0,46.476,13.0
54.0,47.025999999999996,13.0
55.0,47.495,13.0
56.0,48.205,13.0
57.0,48.589,12.9
58.0,49.034,12.9
59.0,49.483999999999995,12.8
60.0,49.817,12.8
61.0,50.081,12.8
62.0,50.449,12.8
63.0,50.864,12.8
64.0,51.286,12.8
65.0,51.602999999999994,12.8
66.0,52.056,12.8
67.0,52.309000000000005,12.8
68.0,52.486000000000004,12.8
69.0,52.729,12.8
70.0,52.973,12.8
71.0,53.23,12.8
72.0,53.508,12.8
73.0,53.672000000000004,12.8
74.0,53.855,12.8
75.0,54.033,12.8
76.0,54.259,12.8
77.0,54.475,12.8
78.0,54.75,12.6
79.0,54.965999999999994,12.5
80.0,55.198,12.5
81.0,55.315,12.5
82.0,55.432,12.5
83.0,55.614999999999995,12.5
84.0,55.814,12.5
85.0,56.056000000000004,12.5
86.0,56.354,12.4
87.0,56.57899999999999,12.4
88.0,56.642999999999994,12.4
89.0,56.818,12.3
90.0,56.996,12.3
91.0,57.107000000000006,12.3
92.0,57.17100000000001,12.3
93.0,57.388999999999996,12.3
94.0,57.482000000000006,12.3
95.0,57.708000000000006,12.3
96.0,57.918000000000006,12.3
97.0,58.01700000000001,12.3
98.0,58.135000000000005,12.3
99.0,58.298,12.1
100.0,58.5,12.1
101.0,58.575,12.1
102.0,58.734,12.1
103.0,58.854,12.1
104.0,58.947,12.1
105.0,59.160000000000004,12.1
106.0,59.31,12.1
107.0,59.544000000000004,12.1
108.0,59.70700000000001,12.1
109.0,59.903,12.1
110.0,60.029999999999994,12.1
111.0,60.190999999999995,12.1
112.0,60.242,12.1
113.0,60.303,12.1
114.0,60.403999999999996,12.1
115.0,60.464,12.1
116.0,60.575,12.1
117.0,60.632000000000005,12.1
118.0,60.669000000000004,12.1
119.0,60.71,12.1
