Time(s),Coverage(%),Number of running robots
0.0,2.896,1.0
1.0,2.896,1.0
2.0,2.896,1.0
3.0,2.896,1.0
4.0,2.896,1.0
5.0,2.896,1.0
6.0,2.896,1.0
7.0,2.896,1.0
8.0,2.896,1.0
9.0,2.896,1.0
10.0,4.139,1.0
11.0,5.831,1.0
12.0,6.246,1.0
13.0,7.556,1.0
14.0,8.567,1.0
15.0,8.667,1.0
16.0,8.667,1.0
17.0,8.667,1.0
18.0,8.732000000000001,1.0
19.0,8.781,1.0
20.0,8.781,1.0
21.0,8.856,1.0
22.0,8.856,1.0
23.0,8.883,1.0
24.0,8.883,1.0
25.0,8.889,1.0
26.0,8.998999999999999,1.0
27.0,9.084999999999999,1.0
28.0,9.15,1.0
29.0,9.175,1.0
30.0,9.175,1.0
31.0,9.228,1.0
32.0,9.439,1.0
33.0,9.667,1.0
34.0,9.896,1.0
35.0,10.101,1.0
36.0,10.201,1.0
37.0,10.231,1.0
38.0,10.347,1.0
39.0,10.542,1.0
40.0,10.785,1.0
41.0,11.029,1.0
42.0,11.286,1.0
43.0,11.565999999999999,1.0
44.0,11.825,1.0
45.0,11.967,1.0
46.0,12.15,1.0
47.0,12.343,1.0
48.0,12.523,1.0
49.0,12.631,1.0
50.0,12.699,1.0
51.0,12.885,1.0
52.0,13.032,1.0
53.0,13.163999999999998,1.0
54.0,13.265,0.8
55.0,13.469999999999999,0.8
56.0,13.697999999999999,0.8
57.0,13.815999999999999,0.8
58.0,13.950999999999999,0.8
59.0,14.106,0.8
60.0,14.303999999999998,0.8
61.0,14.581,0.8
62.0,14.715,0.8
63.0,14.776,0.8
64.0,14.822999999999999,0.8
65.0,14.888,0.8
66.0,14.976999999999999,0.8
67.0,15.127,0.8
68.0,15.258,0.8
69.0,15.350999999999999,0.8
70.0,15.41,0.8
71.0,15.45,0.8
72.0,15.559000000000001,0.8
73.0,15.719,0.8
74.0,15.824000000000002,0.8
75.0,15.955000000000002,0.8
76.0,16.09,0.8
77.0,16.256999999999998,0.8
78.0,16.475,0.8
79.0,16.582,0.8
80.0,16.717000000000002,0.8
81.0,17.003999999999998,0.8
82.0,17.407999999999998,0.8
83.0,17.686,0.8
84.0,18.041,0.8
85.0,18.188,0.8
86.0,18.25,0.8
87.0,18.429,0.8
88.0,18.552,0.8
89.0,18.727,0.8
90.0,18.831,0.8
91.0,18.877000000000002,0.8
92.0,18.935,0.8
93.0,19.018,0.8
94.0,19.113,0.8
95.0,19.191,0.8
96.0,19.217,0.8
97.0,19.276,0.8
98.0,19.372,0.8
99.0,19.500999999999998,0.8
100.0,19.606,0.8
101.0,19.718,0.8
102.0,19.831,0.8
103.0,19.935,0.8
104.0,20.009,0.8
105.0,20.131999999999998,0.8
106.0,20.224,0.8
107.0,20.303,0.8
108.0,20.372,0.8
109.0,20.549,0.8
110.0,20.699,0.8
111.0,20.766,0.8
112.0,20.93,0.8
113.0,21.127000000000002,0.8
114.0,21.437,0.8
115.0,21.793,0.8
116.0,21.97,0.8
117.0,22.232999999999997,0.8
118.0,22.503,0.8
119.0,22.683,0.8
