Time(s),Coverage(%),Number of running robots
1.0,15.68,13
2.0,15.68,13
3.0,15.68,13
4.0,15.68,13
5.0,15.68,13
6.0,15.68,13
7.0,15.68,13
8.0,15.68,13
9.0,15.68,13
10.0,15.68,13
11.0,15.68,13
12.0,15.68,13
13.0,16.47,13
14.0,17.46,13
15.0,19.93,13
16.0,21.73,13
17.0,23.09,13
18.0,24.93,13
19.0,25.48,13
20.0,26.52,13
21.0,27.84,13
22.0,28.37,13
23.0,28.99,13
24.0,29.39,13
25.0,29.62,13
26.0,29.63,13
27.0,29.67,13
28.0,29.80,13
29.0,29.84,13
30.0,29.95,13
31.0,30.03,13
32.0,30.21,13
33.0,30.21,13
34.0,30.50,13
35.0,30.77,13
36.0,31.47,13
37.0,31.57,13
38.0,33.19,13
39.0,33.76,13
40.0,35.38,13
41.0,35.50,13
42.0,36.61,13
43.0,36.76,13
44.0,37.46,13
45.0,38.07,13
46.0,39.63,13
47.0,40.72,13
48.0,41.82,13
49.0,42.29,13
50.0,43.00,13
51.0,44.15,13
52.0,44.96,13
53.0,45.77,13
54.0,46.13,13
55.0,46.73,13
56.0,47.11,13
57.0,47.69,13
58.0,47.69,13
59.0,47.78,13
60.0,48.37,13
61.0,48.41,13
62.0,48.67,13
63.0,48.89,13
64.0,48.94,13
65.0,48.98,13
66.0,49.07,13
67.0,49.09,13
68.0,49.09,13
69.0,49.09,13
70.0,49.13,13
71.0,49.13,13
72.0,49.41,13
73.0,49.90,13
74.0,49.90,13
75.0,50.28,13
76.0,50.29,13
77.0,50.46,13
78.0,50.47,13
79.0,50.58,12
80.0,50.62,12
81.0,50.62,12
82.0,50.62,12
83.0,50.62,12
84.0,50.62,12
85.0,50.62,12
86.0,50.62,12
87.0,50.62,12
88.0,50.62,12
89.0,50.62,12
90.0,50.62,12
91.0,50.62,12
92.0,50.62,12
93.0,50.62,12
94.0,50.62,12
95.0,50.62,12
96.0,50.62,12
97.0,50.62,12
98.0,50.62,12
99.0,50.62,12
100.0,50.62,12
101.0,50.62,12
102.0,50.62,12
103.0,50.62,12
104.0,50.62,12
105.0,50.62,12
106.0,50.62,12
107.0,50.62,12
108.0,50.62,12
109.0,50.62,12
110.0,50.62,12
111.0,50.62,12
112.0,50.62,12
113.0,50.62,12
114.0,50.62,12
115.0,50.62,12
116.0,50.62,12
117.0,50.62,12
118.0,50.62,12
119.0,50.62,12
120.0,50.62,12
