Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.22, 22.70, 0.00, 3.45, 1969.96, 15695.66
3.17, 69.40, 40.00, 789.51, 2258.39, 15695.66
6.10, 11.90, 69.90, 791.26, 2569.36, 15695.66
9.03, 14.30, 30.00, 819.25, 2633.62, 15695.66
11.96, 5.80, 50.00, 819.62, 2588.43, 15695.66
14.97, 98.30, 117.90, 941.38, 2735.80, 15695.66
17.91, 25.20, 60.00, 978.90, 2891.68, 15695.66
20.85, 27.40, 40.00, 980.65, 2932.38, 15695.66
23.79, 28.10, 40.00, 981.03, 2946.67, 15695.66
26.74, 39.50, 30.00, 981.65, 2974.55, 15695.66
29.69, 46.70, 40.00, 982.15, 2972.64, 15695.66
32.65, 35.30, 29.90, 982.78, 2963.00, 15695.66
35.59, 37.30, 70.00, 983.40, 2959.47, 15695.66
38.52, 42.40, 30.00, 983.53, 2968.93, 15695.66
41.45, 30.80, 69.90, 983.66, 2964.68, 15695.66
44.40, 35.30, 79.80, 984.04, 2974.94, 15695.66
47.35, 42.50, 30.00, 984.66, 2979.44, 15695.66
50.29, 39.70, 40.00, 985.16, 2980.55, 15695.66
53.24, 36.40, 10.00, 985.79, 2984.18, 15695.66
56.17, 45.10, 40.00, 986.79, 2992.66, 15695.66
59.10, 40.80, 39.90, 987.41, 2991.01, 15695.66
62.06, 47.10, 39.80, 988.16, 2995.28, 15695.66
64.99, 47.50, 40.00, 988.91, 3000.61, 15695.66
67.94, 47.10, 59.90, 989.91, 2998.32, 15695.66
70.88, 37.60, 50.00, 989.51, 3011.20, 15695.66
73.81, 41.50, 30.00, 984.03, 3007.31, 15695.66
76.75, 47.10, 50.00, 984.28, 3009.97, 15695.66
79.71, 40.80, 60.00, 984.53, 3012.78, 15695.66
82.65, 43.20, 60.00, 984.90, 3015.45, 15695.66
85.60, 26.50, 40.00, 985.53, 3015.50, 15695.66
88.55, 32.50, 30.00, 986.15, 3019.57, 15695.66
91.51, 25.40, 59.90, 986.65, 3022.43, 15695.66
94.46, 45.80, 60.00, 987.65, 3029.60, 15695.66
97.40, 33.90, 60.00, 987.65, 3031.23, 15695.66
100.35, 30.60, 40.00, 988.28, 3034.29, 15695.66
103.30, 44.90, 49.70, 988.78, 3036.65, 15695.66
106.24, 40.90, 60.00, 989.15, 3038.82, 15695.66
109.20, 47.10, 40.00, 989.53, 3043.86, 15695.66
112.14, 31.40, 50.00, 990.03, 3047.75, 15695.66
115.08, 42.70, 40.00, 990.53, 3050.55, 15695.66
118.01, 44.10, 50.00, 990.78, 3054.18, 15695.66
120.97, 33.60, 40.00, 991.53, 3057.94, 15695.66
123.92, 28.40, 60.00, 992.40, 3062.15, 15695.66
126.86, 37.60, 60.00, 993.03, 3067.48, 15695.66
