Time(s),Coverage(%),Number of running robots
1.0,13.58,8
2.0,13.58,8
3.0,13.58,8
4.0,13.58,8
5.0,13.58,8
6.0,13.58,8
7.0,13.58,8
8.0,13.58,8
9.0,13.58,8
10.0,13.58,8
11.0,14.23,8
12.0,17.80,8
13.0,19.87,8
14.0,21.05,8
15.0,21.97,8
16.0,22.89,8
17.0,23.39,8
18.0,23.78,8
19.0,24.17,8
20.0,25.04,8
21.0,26.21,8
22.0,26.93,8
23.0,27.94,8
24.0,28.59,8
25.0,28.78,8
26.0,28.90,8
27.0,29.38,8
28.0,29.61,8
29.0,29.76,8
30.0,29.87,8
31.0,29.95,8
32.0,30.33,8
33.0,30.84,8
34.0,31.60,8
35.0,31.95,8
36.0,32.08,8
37.0,32.20,8
38.0,32.78,8
39.0,34.05,8
40.0,35.47,8
41.0,36.51,8
42.0,36.52,8
43.0,36.79,8
44.0,37.12,8
45.0,37.97,8
46.0,39.72,8
47.0,40.09,8
48.0,40.60,8
49.0,41.85,8
50.0,43.78,8
51.0,45.09,8
52.0,45.93,8
53.0,46.31,8
54.0,46.92,8
55.0,47.23,8
56.0,47.47,8
57.0,47.50,8
58.0,47.62,8
59.0,47.72,8
60.0,47.87,8
61.0,47.97,8
62.0,48.15,8
63.0,48.50,8
64.0,48.94,8
65.0,49.48,8
66.0,49.75,8
67.0,50.16,8
68.0,50.72,8
69.0,51.92,8
70.0,52.45,8
71.0,52.86,8
72.0,53.37,8
73.0,53.74,8
74.0,53.87,8
75.0,54.23,8
76.0,54.40,8
77.0,54.52,8
78.0,54.66,8
79.0,54.73,8
80.0,54.91,8
81.0,55.23,8
82.0,55.95,8
83.0,56.14,8
84.0,57.71,8
85.0,58.88,8
86.0,59.13,8
87.0,59.66,8
88.0,60.34,8
89.0,61.21,8
90.0,61.80,8
91.0,62.32,8
92.0,62.87,8
93.0,63.70,8
94.0,64.64,8
95.0,65.21,8
96.0,65.86,8
97.0,66.46,8
98.0,66.77,8
99.0,66.93,8
100.0,67.03,8
101.0,67.07,8
102.0,67.17,8
103.0,67.29,8
104.0,67.38,8
105.0,67.51,8
106.0,67.67,8
107.0,67.77,8
108.0,68.01,8
109.0,68.75,8
110.0,69.21,8
111.0,69.58,8
112.0,69.99,8
113.0,70.52,8
114.0,70.96,8
115.0,71.51,8
116.0,71.92,8
117.0,72.20,8
118.0,72.34,8
119.0,72.69,8
120.0,73.05,8
