Time(s),Coverage(%),Number of running robots
1747731436.0,0.00,5
1747731437.0,12.95,5
1747731438.0,17.96,5
1747731439.0,18.83,5
1747731440.0,19.37,5
1747731441.1,19.71,5
1747731442.1,20.22,5
1747731443.1,21.06,5
1747731444.1,21.37,5
1747731445.1,21.59,5
1747731446.1,21.75,5
1747731447.1,21.99,5
1747731448.1,22.30,5
1747731449.1,22.47,5
1747731450.1,22.75,5
1747731451.1,22.95,5
1747731452.1,23.12,5
1747731453.2,23.17,5
1747731454.2,23.22,5
1747731455.2,23.29,5
1747731456.2,23.33,5
1747731457.2,23.42,5
1747731458.2,23.49,5
1747731459.2,23.56,5
1747731460.2,23.59,5
1747731461.2,23.69,5
1747731462.2,23.73,5
1747731463.2,23.82,5
1747731464.3,23.89,5
1747731465.3,23.96,5
1747731466.3,24.02,5
1747731467.3,24.11,5
1747731468.3,24.12,5
1747731469.3,24.18,5
1747731470.3,24.16,5
1747731471.3,24.18,5
1747731472.3,24.22,5
1747731473.4,24.24,5
1747731474.4,24.28,5
1747731475.4,24.30,5
1747731476.4,24.32,5
1747731477.4,24.34,5
1747731478.4,24.35,5
1747731479.4,24.36,5
1747731480.4,24.39,5
1747731481.4,24.45,5
1747731482.4,24.51,5
1747731483.4,24.52,5
1747731484.4,24.53,5
1747731485.4,24.56,5
1747731486.4,24.57,5
1747731487.4,24.59,5
1747731488.5,24.62,5
1747731489.5,24.65,5
1747731490.5,24.66,5
1747731491.5,24.68,5
1747731492.5,24.75,5
1747731493.5,24.82,5
1747731494.5,25.12,5
1747731495.5,25.26,5
1747731496.5,25.37,5
1747731497.5,25.59,5
1747731498.5,25.91,5
1747731499.5,26.24,5
1747731500.5,26.49,5
1747731501.5,26.79,5
1747731502.6,27.14,5
1747731503.6,27.47,5
1747731504.6,27.74,5
1747731505.6,27.94,5
1747731506.6,28.11,5
1747731507.6,28.47,5
1747731508.6,28.78,5
1747731509.6,29.09,5
1747731510.6,29.55,5
1747731511.6,29.76,5
1747731512.7,30.13,5
1747731513.7,30.59,5
1747731514.7,31.00,5
1747731515.7,31.36,5
1747731516.7,32.41,5
1747731517.7,32.73,5
1747731518.7,33.48,5
1747731519.7,33.92,5
1747731520.7,34.53,5
1747731521.7,35.28,5
1747731522.8,35.54,5
1747731523.8,35.92,5
1747731524.8,36.34,5
1747731525.8,36.85,5
1747731526.8,37.33,5
1747731527.8,38.25,5
1747731528.8,39.38,5
1747731529.8,40.59,5
1747731530.8,41.21,5
1747731531.8,42.12,5
1747731532.8,42.77,5
1747731533.8,43.35,5
1747731534.9,44.15,5
1747731535.9,44.81,5
1747731536.9,45.00,5
1747731537.9,45.11,5
1747731538.9,45.32,5
1747731539.9,45.49,5
1747731540.9,45.71,5
1747731542.0,45.81,5
1747731543.0,45.95,5
1747731544.0,46.04,5
1747731545.0,46.13,5
1747731546.0,46.30,5
1747731547.0,46.47,5
1747731548.0,46.60,5
1747731549.0,46.70,5
1747731550.0,46.77,5
1747731551.0,46.82,5
1747731552.0,46.84,5
1747731553.0,46.85,5
1747731554.0,46.87,5
1747731555.1,46.88,5
1747731556.1,46.89,5
1747731557.1,46.94,5
1747731558.1,46.91,5
1747731559.1,47.12,5
1747731560.1,47.18,5
1747731561.1,47.27,5
1747731562.1,47.37,5
1747731563.1,47.45,5
1747731564.1,47.40,5
1747731565.1,47.46,5
1747731566.1,47.48,5
1747731567.2,47.55,5
1747731568.2,47.68,5
1747731569.2,47.63,5
1747731570.2,47.64,5
1747731571.2,47.78,5
1747731572.2,47.91,5
1747731573.2,47.99,5
1747731574.2,48.16,5
1747731575.2,48.28,5
1747731576.2,48.43,5
1747731577.2,48.56,5
1747731578.2,48.56,5
1747731579.3,48.63,5
1747731580.3,48.85,5
1747731581.3,48.98,5
1747731582.3,49.18,5
1747731583.3,49.28,5
1747731584.3,49.38,5
1747731585.3,49.57,5
1747731586.3,49.69,5
1747731587.3,49.79,5
1747731588.4,50.00,5
1747731589.4,50.29,5
1747731590.4,50.61,5
1747731591.4,50.80,5
1747731592.4,51.48,5
1747731593.4,52.03,5
1747731594.4,52.40,5
1747731595.4,52.52,5
1747731596.4,52.85,5
1747731597.4,53.51,5
1747731598.4,53.96,5
1747731599.4,54.13,5
1747731600.4,54.18,5
1747731601.4,54.23,5
1747731602.4,54.34,5
1747731603.5,54.39,5
1747731604.5,54.42,5
1747731605.5,54.51,5
1747731606.5,54.54,5
1747731607.5,54.61,5
1747731608.6,54.68,5
1747731609.6,54.77,5
1747731610.6,54.81,5
1747731611.6,54.85,5
1747731612.6,54.91,5
1747731613.6,54.92,5
1747731614.6,54.96,5
1747731615.6,54.97,5
1747731616.6,55.00,5
1747731617.6,55.00,5
1747731618.6,55.01,5
1747731619.6,55.01,5
1747731620.6,55.03,5
1747731621.6,55.04,5
1747731622.6,55.05,5
1747731623.7,55.09,5
1747731624.7,55.09,5
1747731625.7,55.16,5
1747731626.7,55.18,5
1747731627.7,55.20,5
1747731628.8,55.24,5
1747731629.8,55.27,5
1747731630.8,55.32,5
1747731631.8,55.22,5
1747731632.8,55.26,5
1747731633.8,55.27,5
1747731634.9,55.33,5
1747731635.9,55.33,5
1747731636.9,55.35,5
1747731637.9,55.31,5
1747731638.9,55.45,5
1747731639.9,55.52,5
1747731640.9,55.55,5
1747731641.9,55.57,5
1747731642.9,55.61,5
1747731643.9,55.65,5
1747731645.0,55.69,5
1747731646.0,55.69,5
1747731647.0,55.70,5
1747731648.0,55.72,5
1747731649.0,55.75,5
1747731650.0,55.79,5
1747731651.0,55.80,5
1747731652.0,55.80,5
1747731653.0,55.80,5
1747731654.0,55.82,5
1747731655.0,55.82,5
1747731656.1,55.83,5
1747731657.1,55.84,5
1747731658.1,55.85,5
1747731659.1,55.84,5
1747731660.1,55.97,5
1747731661.1,55.92,5
1747731662.1,55.92,5
1747731663.1,55.92,5
1747731664.1,55.93,5
1747731665.1,55.93,5
1747731666.1,56.04,5
1747731667.1,56.14,5
1747731668.2,56.19,5
1747731669.2,56.30,5
1747731670.2,56.37,5
1747731671.2,56.48,5
1747731672.2,56.58,5
1747731673.2,56.62,5
1747731674.2,56.70,5
1747731675.2,56.73,5
1747731676.2,56.82,5
1747731677.3,56.93,5
1747731678.3,56.99,5
1747731679.3,57.01,5
1747731680.3,57.02,5
1747731681.3,57.03,5
1747731682.3,57.07,5
1747731683.3,57.07,5
1747731684.3,57.07,5
1747731685.4,57.09,5
1747731686.4,57.12,5
1747731687.4,57.10,5
1747731688.4,57.12,5
1747731689.4,57.13,5
1747731690.4,57.15,5
1747731691.4,57.16,5
1747731692.4,57.18,5
1747731693.4,57.18,5
1747731694.4,57.19,5
1747731695.4,57.21,5
1747731696.4,57.23,5
1747731697.4,57.23,5
1747731698.4,57.25,5
1747731699.4,57.30,5
1747731700.4,57.44,5
1747731701.5,57.53,5
1747731702.5,57.64,5
1747731703.5,57.71,5
1747731704.5,57.83,5
1747731705.5,57.88,5
1747731706.5,57.97,5
1747731707.5,58.02,5
1747731708.5,58.05,5
1747731709.5,58.17,5
1747731710.6,58.26,5
1747731711.6,58.35,5
1747731712.6,58.48,5
1747731713.6,58.63,5
1747731714.6,58.75,5
1747731715.6,58.89,5
1747731716.6,59.06,5
1747731717.6,59.21,5
1747731718.6,59.42,5
1747731719.6,59.54,5
1747731720.6,59.66,5
1747731721.6,59.87,5
1747731722.6,60.39,5
1747731723.7,60.59,5
1747731724.7,61.02,5
1747731725.7,61.33,5
1747731726.7,61.58,5
1747731727.7,61.63,5
1747731728.7,61.67,5
1747731729.7,61.77,5
1747731730.7,61.80,5
1747731731.7,61.84,5
1747731732.7,61.87,5
1747731733.7,61.87,5
1747731734.7,61.89,5
1747731735.7,61.93,5
1747731736.8,61.95,5
1747731737.8,61.98,5
1747731738.8,61.98,5
1747731739.8,61.99,5
