Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.26, 23.70, 0.00, 3.48, 2066.91, 15695.66
6.14, 100.00, 415.20, 1947.92, 2637.24, 15695.66
11.70, 27.10, 130.00, 2089.83, 3560.49, 15695.66
17.28, 27.40, 224.10, 2103.85, 3436.55, 15695.66
22.83, 16.20, 180.00, 2131.72, 3643.22, 15695.66
28.38, 20.80, 170.00, 2132.60, 3486.93, 15695.66
33.93, 20.50, 140.00, 2132.85, 3372.16, 15695.66
39.48, 16.90, 160.00, 2133.60, 3365.75, 15695.66
45.02, 21.20, 130.00, 2134.22, 3367.21, 15695.66
50.57, 18.60, 150.00, 2134.85, 3368.41, 15695.66
56.11, 21.20, 110.00, 2135.60, 3370.95, 15695.66
61.66, 17.80, 110.00, 2136.22, 3366.55, 15695.66
65.91, 14.50, 100.00, 1451.78, 3373.23, 15695.66
67.23, 0.00, 0.00, 81.71, 2348.26, 15695.66
68.55, 0.80, 0.00, 81.71, 2352.39, 15695.66
69.87, 0.80, 0.00, 81.71, 2346.80, 15695.66
71.18, 0.00, 0.00, 81.71, 2347.53, 15695.66
72.50, 0.80, 0.00, 81.71, 2347.50, 15695.66
73.82, 0.00, 0.00, 81.71, 2347.97, 15695.66
75.14, 0.00, 0.00, 81.71, 2347.97, 15695.66
76.46, 0.80, 0.00, 81.71, 2347.95, 15695.66
77.78, 0.00, 0.00, 81.71, 2343.87, 15695.66
79.10, 0.00, 0.00, 81.71, 2340.19, 15695.66
80.42, 0.00, 10.00, 81.71, 2341.64, 15695.66
81.74, 0.00, 0.00, 81.71, 2342.13, 15695.66
83.06, 0.00, 0.00, 81.71, 2337.33, 15695.66
84.38, 0.80, 0.00, 81.71, 2336.04, 15695.66
85.70, 0.00, 0.00, 81.71, 2336.26, 15695.66
87.02, 0.00, 0.00, 81.71, 2336.99, 15695.66
88.34, 0.80, 0.00, 81.71, 2336.98, 15695.66
89.66, 0.00, 0.00, 81.71, 2336.71, 15695.66
90.97, 0.80, 0.00, 81.71, 2336.95, 15695.66
92.29, 0.80, 0.00, 81.71, 2336.92, 15695.66
93.61, 0.80, 0.00, 81.71, 2336.32, 15695.66
94.93, 0.80, 0.00, 81.71, 2336.06, 15695.66
96.25, 0.80, 0.00, 81.71, 2336.76, 15695.66
97.57, 0.80, 0.00, 81.71, 2336.46, 15695.66
98.89, 0.00, 0.00, 81.71, 2336.43, 15695.66
100.21, 0.00, 10.00, 81.71, 2336.23, 15695.66
101.53, 1.70, 0.00, 81.71, 2336.54, 15695.66
102.85, 0.00, 0.00, 81.71, 2336.77, 15695.66
104.17, 0.00, 0.00, 81.71, 2337.10, 15695.66
105.49, 0.00, 0.00, 81.71, 2337.83, 15695.66
106.81, 0.00, 0.00, 81.71, 2337.29, 15695.66
108.13, 0.00, 0.00, 81.71, 2336.72, 15695.66
109.44, 0.00, 0.00, 81.71, 2337.45, 15695.66
110.76, 0.80, 0.00, 81.84, 2338.17, 15695.66
112.08, 0.00, 0.00, 81.84, 2337.49, 15695.66
113.40, 0.00, 10.00, 81.84, 2337.50, 15695.66
114.73, 0.00, 0.00, 81.84, 2337.37, 15695.66
116.05, 0.00, 0.00, 81.84, 2337.59, 15695.66
117.36, 0.00, 0.00, 81.84, 2337.33, 15695.66
118.68, 0.80, 0.00, 81.84, 2337.56, 15695.66
120.00, 1.70, 0.00, 81.84, 2339.21, 15695.66
121.32, 0.00, 0.00, 81.84, 2340.18, 15695.66
122.64, 0.00, 0.00, 81.84, 2340.33, 15695.66
123.96, 0.80, 0.00, 81.84, 2339.14, 15695.66
125.28, 0.00, 0.00, 81.84, 2339.36, 15695.66
126.60, 1.60, 0.00, 81.84, 2338.91, 15695.66
127.93, 0.00, 0.00, 81.84, 2339.89, 15695.66
