Time(s),Coverage(%),Number of running robots
1.0,10.58,3
2.0,10.58,3
3.0,10.58,3
4.0,10.58,3
5.0,10.58,3
6.0,10.58,3
7.0,10.58,3
8.0,10.58,3
9.0,10.58,3
10.0,10.58,3
11.0,13.75,3
12.0,15.47,3
13.0,15.78,3
14.0,15.94,3
15.0,16.06,3
16.0,16.06,3
17.0,16.06,3
18.0,16.19,3
19.0,16.47,3
20.0,17.18,3
21.0,18.19,3
22.0,19.71,3
23.0,20.83,3
24.0,20.95,3
25.0,21.34,3
26.0,21.65,3
27.0,21.70,3
28.0,21.95,3
29.0,22.21,3
30.0,22.58,3
31.0,22.77,3
32.0,23.01,3
33.0,23.18,3
34.0,23.34,3
35.0,23.34,3
36.0,23.48,3
37.0,23.99,3
38.0,24.88,3
39.0,24.97,3
40.0,25.31,3
41.0,26.04,3
42.0,27.01,3
43.0,27.66,3
44.0,28.11,3
45.0,28.39,3
46.0,28.39,3
47.0,28.39,3
48.0,28.63,3
49.0,29.05,3
50.0,29.37,3
51.0,29.90,3
52.0,30.23,3
53.0,30.23,3
54.0,30.35,3
55.0,30.60,3
56.0,30.84,3
57.0,31.01,3
58.0,31.08,3
59.0,31.12,3
60.0,31.36,3
61.0,31.70,3
62.0,32.06,3
63.0,32.34,3
64.0,32.74,3
65.0,33.18,3
66.0,33.91,3
67.0,34.43,3
68.0,35.52,3
69.0,36.10,3
70.0,37.23,3
71.0,37.82,3
72.0,38.32,3
73.0,38.32,3
74.0,38.45,3
75.0,38.71,3
76.0,39.85,3
77.0,41.32,3
78.0,42.77,3
79.0,44.23,3
80.0,45.87,3
81.0,46.64,3
82.0,46.69,3
83.0,46.71,3
84.0,46.75,3
85.0,46.84,3
86.0,46.97,3
87.0,47.09,3
88.0,47.23,3
89.0,47.34,3
90.0,47.43,3
91.0,47.54,3
92.0,47.77,3
93.0,47.77,3
94.0,47.88,3
95.0,47.99,3
96.0,48.05,3
97.0,48.09,3
98.0,48.19,3
99.0,48.23,3
100.0,48.24,3
101.0,48.26,3
102.0,48.33,3
103.0,48.41,3
104.0,48.49,3
105.0,49.55,3
106.0,49.56,3
107.0,50.22,3
108.0,50.23,3
109.0,50.27,3
110.0,50.36,3
111.0,50.36,3
112.0,50.41,3
113.0,50.58,3
114.0,51.03,3
115.0,51.41,3
116.0,51.89,3
117.0,52.03,3
118.0,52.12,3
119.0,52.28,3
120.0,52.41,3
