Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.25, 17.50, 0.00, 3.56, 1666.71, 15695.66
1.56, 0.00, 0.00, 67.11, 1757.32, 15695.66
2.88, 8.40, 0.00, 67.11, 1782.00, 15695.66
4.19, 0.80, 0.00, 67.23, 1782.36, 15695.66
5.51, 0.00, 0.00, 67.23, 1780.40, 15695.66
7.42, 0.80, 20.00, 254.30, 1830.78, 15695.66
9.34, 1.70, 0.00, 254.30, 1812.88, 15695.66
11.26, 2.50, 20.00, 254.30, 1805.97, 15695.66
13.18, 2.50, 0.00, 254.30, 1799.33, 15695.66
15.11, 1.70, 20.00, 254.30, 1793.62, 15695.66
17.02, 2.50, 0.00, 254.30, 1783.30, 15695.66
18.94, 0.80, 10.00, 254.30, 1780.21, 15695.66
20.86, 1.70, 10.00, 254.30, 1774.14, 15695.66
22.78, 0.80, 10.00, 254.30, 1768.57, 15695.66
24.69, 1.70, 0.00, 254.30, 1766.75, 15695.66
26.61, 8.30, 20.00, 254.30, 1767.25, 15695.66
28.53, 1.70, 0.00, 254.30, 1767.02, 15695.66
30.45, 1.70, 20.00, 254.30, 1767.53, 15695.66
32.37, 5.80, 10.00, 254.30, 1767.82, 15695.66
34.28, 1.70, 20.00, 254.30, 1768.08, 15695.66
36.20, 2.50, 10.00, 254.30, 1768.68, 15695.66
38.12, 1.70, 20.00, 254.30, 1763.06, 15695.66
40.04, 2.50, 20.00, 254.30, 1763.80, 15695.66
41.95, 1.70, 10.00, 254.30, 1764.29, 15695.66
43.88, 1.70, 20.00, 254.30, 1763.99, 15695.66
45.80, 5.00, 0.00, 254.30, 1761.36, 15695.66
47.72, 1.70, 0.00, 254.30, 1762.34, 15695.66
49.64, 1.70, 0.00, 254.30, 1762.70, 15695.66
51.56, 8.40, 10.00, 254.30, 1762.68, 15695.66
53.47, 2.50, 10.00, 254.30, 1762.11, 15695.66
55.39, 2.50, 0.00, 254.30, 1762.47, 15695.66
57.31, 11.80, 10.00, 254.30, 1763.68, 15695.66
59.23, 0.80, 10.00, 254.30, 1764.41, 15695.66
61.15, 1.70, 0.00, 254.30, 1765.70, 15695.66
63.06, 2.50, 10.00, 254.30, 1765.93, 15695.66
64.98, 1.70, 0.00, 254.30, 1765.45, 15695.66
66.90, 2.50, 30.00, 254.30, 1761.66, 15695.66
68.82, 2.50, 10.00, 254.30, 1762.15, 15695.66
70.74, 1.70, 20.00, 254.30, 1762.26, 15695.66
72.65, 2.50, 20.00, 254.30, 1761.48, 15695.66
74.57, 1.70, 10.00, 254.30, 1758.92, 15695.66
76.49, 5.90, 0.00, 254.30, 1759.64, 15695.66
78.41, 1.70, 0.00, 254.30, 1759.31, 15695.66
80.33, 1.70, 10.00, 254.30, 1759.54, 15695.66
82.25, 9.20, 0.00, 254.30, 1759.09, 15695.66
84.16, 2.50, 10.00, 254.30, 1759.80, 15695.66
86.08, 0.80, 0.00, 254.30, 1760.04, 15695.66
88.00, 9.20, 20.00, 254.30, 1760.28, 15695.66
89.92, 2.50, 10.00, 254.30, 1761.26, 15695.66
91.84, 2.50, 20.00, 254.30, 1761.99, 15695.66
93.76, 10.70, 20.00, 254.30, 1761.79, 15695.66
95.68, 2.50, 10.00, 254.30, 1762.27, 15695.66
97.59, 3.30, 10.00, 254.30, 1762.99, 15695.66
99.51, 10.70, 0.00, 254.30, 1763.47, 15695.66
101.43, 2.50, 20.00, 254.30, 1764.45, 15695.66
103.35, 1.70, 20.00, 254.30, 1763.93, 15695.66
105.26, 5.00, 10.00, 254.30, 1762.59, 15695.66
107.18, 4.20, 20.00, 254.30, 1763.15, 15695.66
109.10, 1.70, 10.00, 254.30, 1763.39, 15695.66
111.02, 1.70, 10.00, 254.30, 1764.11, 15695.66
112.94, 4.20, 0.00, 254.30, 1763.83, 15695.66
114.86, 4.10, 20.00, 254.30, 1764.77, 15695.66
116.79, 2.50, 0.00, 254.43, 1765.00, 15695.66
118.70, 9.20, 20.00, 254.43, 1765.49, 15695.66
120.63, 2.50, 0.00, 254.43, 1765.73, 15695.66
122.55, 2.50, 10.00, 254.43, 1771.19, 15695.66
