Time(s),Coverage(%),Number of running robots
1.0,0.00,3
2.0,0.00,3
3.0,0.00,3
4.0,10.28,3
5.0,12.87,3
6.0,14.73,3
7.0,15.19,3
8.0,15.44,3
9.0,15.47,3
10.0,15.54,3
11.0,15.62,3
12.0,15.85,3
13.0,15.93,3
14.0,16.10,3
15.0,16.22,3
16.0,16.49,3
17.0,16.64,3
18.0,16.75,3
19.0,16.86,3
20.0,16.91,3
21.0,16.99,3
22.0,17.04,3
23.0,17.09,3
24.0,17.13,3
25.0,17.24,3
26.0,17.29,3
27.0,17.42,3
28.0,17.56,3
29.0,17.69,3
30.0,17.74,3
31.0,17.84,3
32.0,17.98,3
33.0,18.07,3
34.0,18.13,3
35.0,18.17,3
36.0,18.28,3
37.0,18.36,3
38.0,18.40,3
39.0,18.49,3
40.0,18.56,3
41.0,18.60,3
42.0,18.69,3
43.0,18.75,3
44.0,18.81,3
45.0,18.89,3
46.0,19.01,3
47.0,19.17,3
48.0,19.29,3
49.0,19.48,3
50.0,19.57,3
51.0,19.78,3
52.0,19.89,3
53.0,20.03,3
54.0,20.19,3
55.0,20.32,3
56.0,20.39,3
57.0,20.47,3
58.0,20.55,3
59.0,20.63,3
60.0,20.69,3
61.0,20.75,3
62.0,20.88,3
63.0,20.99,3
64.0,21.06,3
65.0,21.10,3
66.0,21.16,3
67.0,21.28,3
68.0,21.33,3
69.0,21.38,3
70.0,21.43,3
71.0,21.53,3
72.0,21.57,3
73.0,21.66,3
74.0,21.72,3
75.0,21.77,3
76.0,21.82,3
77.0,21.84,3
78.0,21.88,3
79.0,21.91,3
80.0,21.93,3
81.0,21.95,3
82.0,21.98,3
83.0,22.02,3
84.0,22.07,3
85.0,22.08,3
86.0,22.12,3
87.0,22.16,3
88.0,22.22,3
89.0,22.26,3
90.0,22.29,3
91.0,22.31,3
92.0,22.32,3
93.0,22.34,3
94.0,22.38,3
95.0,22.40,3
96.0,22.42,3
97.0,22.43,3
98.0,22.64,3
99.0,22.75,3
100.0,22.99,3
101.0,23.29,3
102.0,23.58,3
103.0,23.79,3
104.0,24.06,3
105.0,24.23,3
106.0,24.38,3
107.0,24.54,3
108.0,24.73,3
109.0,24.91,3
110.0,25.12,3
111.0,25.29,3
112.0,25.44,3
113.0,25.53,3
114.0,25.60,3
115.0,25.66,3
116.0,25.73,3
117.0,25.82,3
118.0,25.82,3
119.0,25.94,3
120.0,25.98,3
