Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.23, 17.50, 0.00, 3.46, 1925.05, 15695.66
2.56, 52.90, 20.00, 506.21, 2157.52, 15695.66
4.88, 5.90, 20.00, 506.46, 2231.29, 15695.66
7.20, 5.00, 20.00, 532.82, 2212.31, 15695.66
9.53, 3.30, 10.00, 533.57, 2308.04, 15695.66
11.85, 7.60, 189.60, 540.59, 2292.82, 15695.66
14.18, 7.60, 70.00, 592.18, 2407.79, 15695.66
16.50, 14.00, 29.90, 606.07, 2484.78, 15695.66
18.83, 15.00, 20.00, 606.95, 2493.75, 15695.66
21.16, 18.90, 20.00, 607.20, 2481.86, 15695.66
23.49, 14.20, 20.00, 607.45, 2485.39, 15695.66
25.83, 23.50, 30.00, 607.45, 2472.72, 15695.66
28.15, 21.50, 10.00, 607.70, 2469.00, 15695.66
30.49, 17.20, 50.00, 607.95, 2468.61, 15695.66
32.82, 22.30, 30.00, 608.07, 2471.91, 15695.66
35.16, 19.50, 30.00, 608.32, 2470.30, 15695.66
37.49, 21.30, 20.00, 608.57, 2461.33, 15695.66
39.82, 16.00, 30.00, 608.70, 2456.79, 15695.66
42.16, 23.30, 30.00, 609.07, 2466.61, 15695.66
44.49, 15.00, 40.00, 609.57, 2462.71, 15695.66
46.82, 16.70, 20.00, 609.95, 2462.29, 15695.66
49.15, 14.40, 40.00, 610.20, 2471.34, 15695.66
51.48, 19.00, 30.00, 610.20, 2464.26, 15695.66
53.81, 22.50, 40.00, 610.70, 2464.68, 15695.66
56.13, 19.20, 40.00, 610.82, 2455.93, 15695.66
58.47, 26.40, 0.00, 611.57, 2472.05, 15695.66
60.80, 17.50, 40.00, 611.82, 2464.09, 15695.66
63.13, 23.30, 10.00, 612.07, 2468.77, 15695.66
65.46, 17.50, 30.00, 612.32, 2466.56, 15695.66
67.78, 22.50, 30.00, 612.70, 2467.36, 15695.66
70.11, 16.10, 20.00, 611.59, 2465.53, 15695.66
72.46, 15.40, 30.00, 609.55, 2468.29, 15695.66
74.79, 26.90, 20.00, 609.80, 2471.79, 15695.66
77.13, 28.70, 10.00, 609.93, 2477.86, 15695.66
79.46, 25.00, 10.00, 609.93, 2480.75, 15695.66
81.80, 25.80, 30.00, 610.05, 2475.77, 15695.66
84.13, 17.60, 10.00, 610.30, 2484.62, 15695.66
86.48, 36.40, 10.00, 610.80, 2481.21, 15695.66
88.82, 20.50, 20.00, 611.05, 2476.14, 15695.66
91.15, 21.70, 50.00, 611.30, 2477.78, 15695.66
93.47, 23.80, 50.00, 611.55, 2473.11, 15695.66
95.79, 20.30, 20.00, 611.80, 2484.41, 15695.66
98.12, 23.10, 19.90, 611.93, 2484.85, 15695.66
100.46, 25.80, 50.00, 612.68, 2486.24, 15695.66
102.80, 22.90, 20.00, 613.05, 2484.77, 15695.66
105.13, 22.00, 10.00, 613.18, 2483.18, 15695.66
107.47, 13.40, 50.00, 613.80, 2489.11, 15695.66
109.81, 22.20, 30.00, 614.18, 2487.66, 15695.66
112.13, 17.60, 30.00, 614.68, 2493.68, 15695.66
114.46, 20.30, 30.00, 614.80, 2491.30, 15695.66
116.79, 22.00, 30.00, 614.93, 2494.96, 15695.66
119.12, 15.80, 40.00, 615.05, 2501.24, 15695.66
121.46, 21.70, 10.00, 615.18, 2496.38, 15695.66
123.79, 14.40, 20.00, 615.18, 2501.75, 15695.66
126.13, 16.70, 20.00, 615.43, 2500.96, 15695.66
128.46, 23.10, 40.00, 615.93, 2502.39, 15695.66
