Time(s),Coverage(%),Number of running robots
1.0,12.72,5
2.0,12.72,5
3.0,12.72,5
4.0,12.72,5
5.0,12.72,5
6.0,12.72,5
7.0,12.72,5
8.0,12.72,5
9.0,12.72,5
10.0,15.97,5
11.0,17.65,5
12.0,19.76,5
13.0,20.85,5
14.0,22.14,5
15.0,23.55,5
16.0,24.55,5
17.0,25.33,5
18.0,25.75,5
19.0,26.70,5
20.0,27.47,5
21.0,28.20,5
22.0,28.22,5
23.0,28.24,5
24.0,28.94,5
25.0,29.08,5
26.0,29.33,5
27.0,29.67,5
28.0,29.88,5
29.0,30.09,5
30.0,30.37,5
31.0,30.69,5
32.0,31.30,5
33.0,32.42,5
34.0,33.16,5
35.0,34.20,5
36.0,34.42,5
37.0,34.98,5
38.0,35.25,5
39.0,35.45,5
40.0,35.80,5
41.0,35.85,5
42.0,35.91,5
43.0,36.28,5
44.0,36.73,5
45.0,37.61,5
46.0,39.32,5
47.0,40.47,5
48.0,41.47,5
49.0,41.77,5
50.0,42.14,5
51.0,42.32,5
52.0,42.39,5
53.0,42.40,5
54.0,42.41,5
55.0,42.42,5
56.0,42.47,5
57.0,42.79,5
58.0,43.06,5
59.0,43.44,5
60.0,43.86,5
61.0,44.22,5
62.0,44.47,5
63.0,45.02,5
64.0,45.06,5
65.0,45.06,5
66.0,45.12,5
67.0,45.17,5
68.0,45.20,5
69.0,45.26,5
70.0,45.31,5
71.0,45.40,5
72.0,45.46,5
73.0,45.50,5
74.0,45.59,5
75.0,45.69,5
76.0,45.94,5
77.0,46.28,5
78.0,46.97,5
79.0,47.80,5
80.0,47.99,5
81.0,48.28,5
82.0,48.29,5
83.0,48.61,5
84.0,49.00,5
85.0,49.36,5
86.0,49.63,5
87.0,49.68,5
88.0,49.80,5
89.0,50.03,5
90.0,50.09,5
91.0,50.21,5
92.0,50.31,5
93.0,50.47,5
94.0,50.37,5
95.0,50.69,5
96.0,51.07,5
97.0,52.32,5
98.0,53.91,5
99.0,54.00,5
100.0,54.20,5
101.0,54.31,5
102.0,54.47,5
103.0,54.55,5
104.0,54.66,5
105.0,54.76,5
106.0,54.87,5
107.0,54.93,5
108.0,54.98,5
109.0,55.15,5
110.0,55.28,5
111.0,55.28,5
112.0,55.48,5
113.0,55.78,5
114.0,56.42,5
115.0,57.38,5
116.0,57.85,5
117.0,57.85,5
118.0,57.85,5
119.0,57.88,5
120.0,57.92,5
