Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.22, 16.80, 0.00, 3.56, 1716.63, 15695.66
1.54, 0.00, 0.00, 67.06, 1771.42, 15695.66
2.85, 8.50, 0.00, 67.06, 1816.21, 15695.66
4.17, 0.80, 0.00, 67.18, 1840.54, 15695.66
5.48, 0.00, 0.00, 67.18, 1820.91, 15695.66
7.82, 4.20, 10.00, 380.30, 1951.05, 15695.66
10.14, 3.30, 0.00, 380.30, 1980.14, 15695.66
12.46, 2.50, 20.00, 380.30, 1974.61, 15695.66
14.78, 2.50, 30.00, 380.30, 1964.75, 15695.66
17.10, 2.50, 20.00, 380.30, 1953.25, 15695.66
19.43, 8.50, 30.00, 380.30, 1938.13, 15695.66
21.75, 2.50, 10.00, 380.42, 1927.84, 15695.66
24.07, 16.10, 10.00, 380.42, 1915.19, 15695.66
26.39, 2.50, 20.00, 380.42, 1911.73, 15695.66
28.71, 25.60, 20.00, 380.42, 1909.07, 15695.66
31.03, 3.30, 20.00, 380.42, 1901.86, 15695.66
33.37, 23.50, 20.00, 380.55, 1903.22, 15695.66
35.69, 2.50, 10.00, 380.55, 1896.39, 15695.66
38.02, 13.20, 10.00, 380.55, 1899.57, 15695.66
40.34, 3.30, 10.00, 380.55, 1904.71, 15695.66
42.66, 12.50, 20.00, 380.55, 1901.40, 15695.66
44.98, 2.50, 10.00, 380.67, 1901.59, 15695.66
47.30, 3.30, 10.00, 380.67, 1902.88, 15695.66
49.62, 2.50, 10.00, 380.67, 1903.39, 15695.66
51.95, 2.50, 10.00, 380.67, 1903.53, 15695.66
54.27, 5.00, 40.00, 380.67, 1905.37, 15695.66
56.59, 3.30, 20.00, 380.67, 1901.14, 15695.66
58.91, 9.40, 20.00, 380.67, 1902.35, 15695.66
61.23, 4.20, 20.00, 380.67, 1903.95, 15695.66
63.55, 13.40, 10.00, 380.67, 1905.07, 15695.66
65.87, 2.50, 20.00, 380.67, 1906.04, 15695.66
68.20, 15.00, 20.00, 380.67, 1906.68, 15695.66
70.51, 1.70, 10.00, 380.67, 1907.62, 15695.66
72.84, 16.90, 0.00, 380.67, 1908.77, 15695.66
75.16, 2.50, 0.00, 380.67, 1904.39, 15695.66
77.48, 15.70, 0.00, 380.67, 1905.14, 15695.66
79.80, 2.50, 10.00, 380.80, 1905.78, 15695.66
82.13, 10.10, 20.00, 380.80, 1906.92, 15695.66
84.45, 1.70, 0.00, 380.80, 1907.25, 15695.66
86.77, 4.10, 20.00, 380.80, 1905.50, 15695.66
89.09, 2.50, 10.00, 380.80, 1906.81, 15695.66
91.41, 3.30, 20.00, 380.80, 1907.82, 15695.66
93.73, 9.20, 10.00, 380.80, 1908.41, 15695.66
96.05, 3.30, 10.00, 380.80, 1909.78, 15695.66
98.37, 14.20, 20.00, 380.80, 1914.77, 15695.66
100.69, 2.50, 20.00, 380.80, 1915.55, 15695.66
103.01, 12.50, 30.00, 380.92, 1913.33, 15695.66
105.33, 2.50, 0.00, 380.92, 1914.05, 15695.66
107.65, 14.30, 20.00, 380.92, 1915.16, 15695.66
109.98, 2.50, 10.00, 380.92, 1916.39, 15695.66
112.30, 10.90, 10.00, 380.92, 1916.55, 15695.66
114.63, 1.70, 10.00, 380.92, 1917.78, 15695.66
116.95, 5.80, 10.00, 380.92, 1915.25, 15695.66
119.27, 5.90, 20.00, 380.92, 1916.25, 15695.66
121.59, 4.10, 30.00, 380.92, 1916.71, 15695.66
123.91, 2.50, 10.00, 380.92, 1915.84, 15695.66
