Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.25, 27.30, 0.00, 3.48, 1775.50, 15695.66
1.56, 0.00, 0.00, 66.96, 1870.58, 15695.66
2.88, 10.80, 0.00, 66.96, 1953.31, 15695.66
4.20, 0.00, 0.00, 67.08, 1958.61, 15695.66
5.52, 0.00, 0.00, 67.08, 1958.27, 15695.66
9.47, 100.00, 20.00, 891.90, 2306.59, 15695.66
13.41, 7.40, 40.00, 892.03, 2465.64, 15695.66
17.34, 33.60, 20.00, 892.15, 2412.19, 15695.66
21.28, 30.30, 50.00, 892.40, 2397.66, 15695.66
25.22, 30.60, 40.00, 892.65, 2373.16, 15695.66
29.16, 27.50, 49.90, 892.78, 2360.46, 15695.66
33.10, 26.70, 30.00, 892.78, 2359.67, 15695.66
37.05, 23.90, 9.90, 892.78, 2359.11, 15695.66
40.99, 28.10, 40.00, 892.78, 2361.48, 15695.66
44.94, 24.40, 40.00, 892.78, 2363.36, 15695.66
48.87, 24.80, 20.00, 893.03, 2360.98, 15695.66
52.81, 27.50, 50.00, 893.15, 2363.20, 15695.66
56.75, 24.80, 30.00, 893.15, 2358.13, 15695.66
60.68, 24.20, 60.00, 893.15, 2359.37, 15695.66
64.61, 23.90, 40.00, 893.40, 2362.00, 15695.66
68.55, 25.20, 40.00, 893.40, 2365.22, 15695.66
72.50, 25.20, 70.00, 893.53, 2368.59, 15695.66
76.43, 23.50, 40.00, 893.53, 2369.60, 15695.66
80.37, 23.50, 20.00, 893.65, 2372.83, 15695.66
84.29, 26.10, 30.00, 893.78, 2372.45, 15695.66
88.24, 22.70, 60.00, 893.90, 2373.43, 15695.66
92.18, 22.50, 20.00, 894.03, 2378.69, 15695.66
96.12, 20.00, 60.00, 894.40, 2379.98, 15695.66
100.07, 22.00, 40.00, 894.40, 2380.77, 15695.66
104.00, 23.70, 40.00, 894.53, 2381.75, 15695.66
107.94, 21.00, 10.00, 894.53, 2383.79, 15695.66
111.87, 23.00, 19.90, 894.65, 2386.34, 15695.66
115.81, 21.80, 20.00, 894.65, 2390.19, 15695.66
119.75, 23.30, 50.00, 894.78, 2389.48, 15695.66
123.68, 23.50, 40.00, 895.03, 2392.22, 15695.66
