Time(s),Coverage(%),Number of running robots
1.0,0.00,13
2.0,0.00,13
3.0,0.00,13
4.0,0.00,13
5.0,20.00,13
6.0,23.02,13
7.0,23.90,13
8.0,24.40,13
9.0,25.62,13
10.0,26.91,13
11.0,26.91,13
12.0,28.67,13
13.0,29.33,13
14.0,30.08,13
15.0,31.19,13
16.0,31.69,13
17.0,32.07,13
18.0,32.28,13
19.0,32.43,13
20.0,32.57,13
21.0,32.57,13
22.0,32.82,13
23.0,32.91,13
24.0,32.91,13
25.0,32.89,13
26.0,32.97,13
27.0,32.97,13
28.0,33.07,13
29.0,33.12,13
30.0,33.23,13
31.0,33.23,13
32.0,33.41,13
33.0,33.41,13
34.0,33.62,13
35.0,33.71,13
36.0,33.71,13
37.0,33.83,13
38.0,33.84,13
39.0,34.03,13
40.0,34.24,13
41.0,34.61,13
42.0,34.73,13
43.0,34.73,13
44.0,35.00,13
45.0,35.41,13
46.0,35.56,13
47.0,35.62,13
48.0,35.81,13
49.0,35.81,13
50.0,36.05,13
51.0,36.05,13
52.0,36.20,13
53.0,36.43,13
54.0,36.43,13
55.0,36.69,13
56.0,36.69,13
57.0,36.74,13
58.0,36.95,13
59.0,36.95,13
60.0,37.03,13
61.0,37.03,13
62.0,37.08,13
63.0,37.49,13
64.0,37.49,13
65.0,37.75,13
66.0,37.85,13
67.0,37.85,13
68.0,38.07,13
69.0,38.24,13
70.0,38.49,13
71.0,38.49,13
72.0,38.90,13
73.0,39.45,13
74.0,39.97,13
75.0,40.51,13
76.0,40.72,13
77.0,40.88,13
78.0,40.88,13
79.0,41.34,13
80.0,41.60,13
81.0,41.60,13
82.0,41.97,13
83.0,41.97,13
84.0,42.30,13
85.0,42.85,13
86.0,43.06,13
87.0,43.06,13
88.0,43.55,13
89.0,44.11,13
90.0,44.64,13
91.0,44.64,13
92.0,45.50,13
93.0,46.24,13
94.0,47.10,13
95.0,47.10,13
96.0,48.00,13
97.0,48.00,13
98.0,48.98,13
99.0,48.98,13
100.0,49.59,13
101.0,49.85,13
102.0,50.02,13
103.0,50.26,13
104.0,50.26,13
105.0,50.47,13
106.0,50.54,13
107.0,50.78,13
108.0,50.88,13
109.0,51.12,13
110.0,51.12,13
111.0,51.34,13
112.0,51.51,13
113.0,51.76,13
114.0,51.93,13
115.0,51.93,13
116.0,52.57,13
117.0,52.75,13
118.0,52.75,13
119.0,53.05,13
120.0,53.90,13
