Time(s),Coverage(%),Number of running robots
1.0,0.00,2
2.0,0.00,2
3.0,0.00,2
4.0,0.00,2
5.0,10.99,2
6.0,12.08,2
7.0,12.51,2
8.0,12.51,2
9.0,12.90,2
10.0,13.18,2
11.0,13.30,2
12.0,13.42,2
13.0,13.58,2
14.0,13.72,2
15.0,13.93,2
16.0,14.01,2
17.0,14.25,2
18.0,14.41,2
19.0,14.54,2
20.0,14.63,2
21.0,14.69,2
22.0,14.82,2
23.0,14.85,2
24.0,14.92,2
25.0,15.01,2
26.0,15.10,2
27.0,15.11,2
28.0,15.16,2
29.0,15.23,2
30.0,15.32,2
31.0,15.39,2
32.0,15.50,2
33.0,15.56,2
34.0,15.60,2
35.0,15.70,2
36.0,15.80,2
37.0,15.86,2
38.0,15.92,2
39.0,15.99,2
40.0,16.11,2
41.0,16.27,2
42.0,16.36,2
43.0,16.50,2
44.0,16.71,2
45.0,16.89,2
46.0,17.06,2
47.0,17.25,2
48.0,17.40,2
49.0,17.60,2
50.0,17.82,2
51.0,17.99,2
52.0,18.16,2
53.0,18.18,2
54.0,18.37,2
55.0,18.48,2
56.0,18.55,2
57.0,18.64,2
58.0,18.66,2
59.0,18.75,2
60.0,18.83,2
61.0,18.94,2
62.0,19.04,2
63.0,19.16,2
64.0,19.32,2
65.0,19.42,2
66.0,19.48,2
67.0,19.58,2
68.0,19.66,2
69.0,19.79,2
70.0,19.86,2
71.0,19.89,2
72.0,19.94,2
73.0,19.99,2
74.0,20.03,2
75.0,20.08,2
76.0,20.09,2
77.0,20.10,2
78.0,20.14,2
79.0,20.17,2
80.0,20.20,2
81.0,20.21,2
82.0,20.27,2
83.0,20.31,2
84.0,20.31,2
85.0,20.38,2
86.0,20.44,2
87.0,20.47,2
88.0,20.51,2
89.0,20.56,2
90.0,20.62,2
91.0,20.71,2
92.0,20.81,2
93.0,20.95,2
94.0,20.97,2
95.0,21.27,2
96.0,21.30,2
97.0,21.73,2
98.0,21.98,2
99.0,22.25,2
100.0,22.36,2
101.0,22.55,2
102.0,22.86,2
103.0,22.91,2
104.0,23.00,2
105.0,23.17,2
106.0,23.30,2
107.0,23.46,2
108.0,23.46,2
109.0,23.54,2
110.0,23.59,2
111.0,23.64,2
112.0,23.64,2
113.0,23.67,2
114.0,23.74,2
115.0,23.92,2
116.0,24.42,2
117.0,24.86,2
118.0,25.23,2
119.0,25.60,2
120.0,25.86,2
