Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.25, 19.20, 0.00, 3.50, 1977.74, 15695.66
3.18, 68.90, 70.00, 789.87, 2262.37, 15695.66
6.11, 13.30, 70.00, 791.62, 2496.80, 15695.66
9.04, 8.50, 39.70, 820.05, 2506.98, 15695.66
11.97, 4.20, 60.00, 820.80, 2529.64, 15695.66
14.96, 100.00, 168.10, 943.40, 2753.57, 15695.66
17.90, 23.90, 69.90, 978.96, 2900.80, 15695.66
20.83, 26.30, 60.00, 979.83, 2948.94, 15695.66
23.77, 25.00, 40.00, 980.96, 2964.86, 15695.66
26.71, 35.00, 49.80, 981.46, 2972.21, 15695.66
29.65, 50.00, 40.00, 982.46, 2979.00, 15695.66
32.60, 37.60, 39.90, 982.83, 2984.89, 15695.66
35.54, 44.70, 50.00, 983.21, 2981.65, 15695.66
38.48, 36.80, 59.80, 983.46, 2984.23, 15695.66
41.41, 31.00, 60.00, 984.08, 2992.12, 15695.66
44.35, 31.90, 99.90, 985.08, 2983.28, 15695.66
47.29, 41.70, 60.00, 986.08, 2991.40, 15695.66
50.22, 37.10, 20.00, 986.46, 2997.00, 15695.66
53.15, 34.50, 50.00, 986.83, 2994.95, 15695.66
56.08, 37.50, 50.00, 987.33, 3002.50, 15695.66
59.03, 31.10, 60.00, 987.71, 3008.16, 15695.66
61.97, 30.80, 70.00, 988.58, 3009.64, 15695.66
64.90, 33.10, 89.90, 989.21, 3019.34, 15695.66
67.83, 32.80, 99.90, 989.71, 3018.28, 15695.66
70.77, 31.10, 40.00, 989.43, 3015.28, 15695.66
73.71, 30.70, 80.00, 985.72, 3016.60, 15695.66
76.66, 29.30, 0.00, 985.46, 3020.57, 15695.66
79.61, 31.90, 60.00, 985.96, 3023.27, 15695.66
82.56, 29.20, 59.80, 986.61, 3025.91, 15695.66
85.49, 38.10, 50.00, 987.36, 3025.26, 15695.66
88.44, 25.90, 59.90, 987.98, 3028.80, 15695.66
91.37, 42.20, 110.00, 988.73, 3035.89, 15695.66
94.31, 32.80, 50.00, 989.11, 3040.55, 15695.66
97.27, 33.60, 29.90, 989.86, 3044.19, 15695.66
100.22, 36.40, 60.00, 990.86, 3049.19, 15695.66
103.15, 33.10, 40.00, 992.23, 3055.41, 15695.66
106.00, 31.90, 20.00, 881.82, 3062.11, 15695.66
108.75, 14.20, 10.00, 880.22, 3005.16, 15695.66
111.48, 6.70, 0.00, 880.22, 2975.93, 15695.66
114.20, 5.90, 10.00, 880.22, 2977.86, 15695.66
116.94, 5.10, 0.00, 880.22, 2980.04, 15695.66
119.66, 5.10, 0.00, 880.22, 2980.51, 15695.66
122.39, 5.90, 0.00, 880.22, 2981.93, 15695.66
125.11, 5.10, 10.00, 880.22, 2983.36, 15695.66
127.84, 5.90, 0.00, 880.22, 2985.05, 15695.66
