Time(s),Coverage(%),Number of running robots
1.0,10.13,3
2.0,10.13,3
3.0,10.13,3
4.0,10.13,3
5.0,10.13,3
6.0,10.13,3
7.0,10.13,3
8.0,10.13,3
9.0,10.74,3
10.0,12.54,3
11.0,13.85,3
12.0,15.68,3
13.0,15.98,3
14.0,16.07,3
15.0,16.07,3
16.0,16.39,3
17.0,16.64,3
18.0,16.68,3
19.0,16.69,3
20.0,16.72,3
21.0,16.91,3
22.0,17.09,3
23.0,17.24,3
24.0,17.37,3
25.0,17.57,3
26.0,17.80,3
27.0,18.29,3
28.0,19.24,3
29.0,19.72,3
30.0,19.72,3
31.0,19.78,3
32.0,20.67,3
33.0,21.34,3
34.0,21.82,3
35.0,22.31,3
36.0,22.51,3
37.0,22.77,3
38.0,22.98,3
39.0,23.82,3
40.0,24.78,3
41.0,25.68,3
42.0,26.33,3
43.0,26.33,3
44.0,26.76,3
45.0,27.13,3
46.0,27.80,3
47.0,28.16,3
48.0,28.26,3
49.0,28.44,3
50.0,28.47,3
51.0,28.54,3
52.0,28.77,3
53.0,28.99,3
54.0,29.37,3
55.0,29.86,3
56.0,30.15,3
57.0,30.15,3
58.0,30.17,3
59.0,30.92,3
60.0,31.72,3
61.0,32.87,3
62.0,34.03,3
63.0,34.83,3
64.0,35.35,3
65.0,35.50,3
66.0,35.72,3
67.0,35.96,3
68.0,36.25,3
69.0,36.50,3
70.0,36.71,3
71.0,36.65,3
72.0,36.88,3
73.0,37.40,3
74.0,38.50,3
75.0,39.92,3
76.0,41.05,3
77.0,41.64,3
78.0,41.64,3
79.0,41.74,3
80.0,41.84,3
81.0,41.89,3
82.0,42.01,3
83.0,42.03,3
84.0,42.07,3
85.0,42.13,3
86.0,42.23,3
87.0,42.33,3
88.0,42.43,3
89.0,42.54,3
90.0,42.70,3
91.0,43.08,3
92.0,43.35,3
93.0,43.71,3
94.0,44.80,3
95.0,46.39,3
96.0,47.49,3
97.0,48.48,3
98.0,48.77,3
99.0,48.95,3
100.0,49.09,3
101.0,49.15,3
102.0,49.15,3
103.0,49.16,3
104.0,49.18,3
105.0,49.22,3
106.0,49.33,3
107.0,49.38,3
108.0,49.49,3
109.0,49.61,3
110.0,49.78,3
111.0,49.94,3
112.0,50.11,3
113.0,50.30,3
114.0,50.39,3
115.0,50.61,3
116.0,50.73,3
117.0,50.73,3
118.0,50.73,3
119.0,50.77,3
120.0,50.80,3
