Time(s),Coverage(%),Number of running robots
1.0,0.00,1
2.0,0.00,1
3.0,0.00,1
4.0,7.54,1
5.0,11.20,1
6.0,11.82,1
7.0,12.00,1
8.0,12.24,1
9.0,12.30,1
10.0,12.65,1
11.0,12.91,1
12.0,13.17,1
13.0,13.39,1
14.0,13.56,1
15.0,13.95,1
16.0,14.30,1
17.0,14.64,1
18.0,14.97,1
19.0,15.31,1
20.0,15.57,1
21.0,15.93,1
22.0,16.22,1
23.0,16.47,1
24.0,16.99,1
25.0,17.45,1
26.0,17.74,1
27.0,17.94,1
28.0,18.11,1
29.0,18.27,1
30.0,18.39,1
31.0,18.46,1
32.0,18.52,1
33.0,18.57,1
34.0,18.59,1
35.0,18.61,1
36.0,18.62,1
37.0,18.63,1
38.0,18.66,1
39.0,18.81,1
40.0,19.00,1
41.0,19.29,1
42.0,19.43,1
43.0,19.53,1
44.0,19.70,1
45.0,19.84,1
46.0,19.93,1
47.0,19.96,1
48.0,19.96,1
49.0,19.97,1
50.0,19.97,1
51.0,19.98,1
52.0,19.98,1
53.0,19.98,1
54.0,19.98,1
55.0,19.98,1
56.0,19.98,1
57.0,19.98,1
58.0,19.98,1
59.0,19.98,1
60.0,19.98,1
61.0,19.98,1
62.0,19.98,1
63.0,19.98,1
64.0,19.98,1
65.0,19.98,1
66.0,19.98,1
67.0,19.98,1
68.0,19.98,1
69.0,19.99,1
70.0,19.99,1
71.0,19.99,1
72.0,19.99,1
73.0,19.99,1
74.0,19.99,1
75.0,19.99,1
76.0,19.99,1
77.0,19.99,1
78.0,20.02,1
79.0,20.04,1
80.0,20.11,1
81.0,20.27,1
82.0,20.50,1
83.0,20.65,1
84.0,20.70,1
85.0,20.82,1
86.0,21.09,1
87.0,21.19,1
88.0,21.35,1
89.0,21.47,1
90.0,21.66,1
91.0,21.87,1
92.0,21.94,1
93.0,21.95,1
94.0,22.08,1
95.0,22.17,1
96.0,22.27,1
97.0,22.34,1
98.0,22.48,1
99.0,22.59,1
100.0,22.88,1
101.0,23.14,1
102.0,23.35,1
103.0,23.55,1
104.0,23.76,1
105.0,24.01,1
106.0,24.12,1
107.0,24.35,1
108.0,24.64,1
109.0,24.94,1
110.0,25.17,1
111.0,25.27,1
112.0,25.50,1
113.0,25.63,1
114.0,25.67,1
115.0,25.67,1
116.0,25.70,1
117.0,25.77,1
118.0,25.84,1
119.0,25.92,1
120.0,25.96,1
