Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.23, 17.60, 0.00, 3.54, 1900.31, 15695.66
2.57, 54.40, 10.00, 506.95, 2129.12, 15695.66
4.89, 10.90, 30.00, 506.95, 2276.40, 15695.66
7.22, 17.90, 30.00, 534.18, 2320.80, 15695.66
9.54, 4.10, 20.00, 534.30, 2346.14, 15695.66
11.87, 11.80, 189.80, 542.45, 2311.79, 15695.66
14.19, 8.50, 60.00, 594.37, 2454.88, 15695.66
16.52, 12.00, 40.00, 606.39, 2494.65, 15695.66
18.85, 13.80, 30.00, 606.89, 2475.61, 15695.66
21.19, 15.80, 19.90, 607.27, 2494.55, 15695.66
23.52, 12.90, 20.00, 607.64, 2490.65, 15695.66
25.86, 13.90, 30.00, 608.02, 2475.52, 15695.66
28.20, 18.60, 20.00, 608.27, 2471.75, 15695.66
30.53, 13.70, 40.00, 608.27, 2472.23, 15695.66
32.87, 14.70, 30.00, 608.52, 2469.95, 15695.66
35.19, 12.80, 20.00, 608.89, 2462.12, 15695.66
37.52, 13.70, 10.00, 609.27, 2468.71, 15695.66
39.85, 21.00, 30.00, 609.64, 2456.61, 15695.66
42.19, 21.00, 30.00, 610.27, 2465.45, 15695.66
44.53, 15.30, 20.00, 610.64, 2461.11, 15695.66
46.86, 13.60, 30.00, 611.14, 2463.69, 15695.66
49.19, 13.60, 30.00, 611.39, 2471.02, 15695.66
51.51, 17.10, 20.00, 611.64, 2473.77, 15695.66
53.84, 16.90, 30.00, 611.64, 2465.35, 15695.66
56.17, 16.90, 30.00, 612.27, 2461.66, 15695.66
58.51, 18.10, 49.80, 612.91, 2470.10, 15695.66
60.83, 18.30, 40.00, 613.29, 2473.56, 15695.66
63.17, 15.00, 20.00, 613.41, 2465.05, 15695.66
65.50, 16.90, 20.00, 613.79, 2471.25, 15695.66
67.83, 16.80, 50.00, 613.42, 2478.13, 15695.66
70.16, 20.80, 30.00, 612.04, 2474.14, 15695.66
72.49, 15.10, 20.00, 610.50, 2468.53, 15695.66
74.82, 14.40, 40.00, 610.50, 2470.63, 15695.66
77.15, 14.40, 50.00, 610.75, 2474.41, 15695.66
79.48, 15.30, 20.00, 610.87, 2476.35, 15695.66
81.80, 15.30, 20.00, 611.00, 2473.39, 15695.66
84.13, 15.70, 10.00, 611.12, 2480.79, 15695.66
86.46, 18.50, 20.00, 611.37, 2483.57, 15695.66
88.78, 19.30, 30.00, 612.13, 2478.86, 15695.66
91.11, 28.00, 50.00, 612.25, 2484.99, 15695.66
93.45, 22.70, 10.00, 612.63, 2482.09, 15695.66
95.78, 22.20, 10.00, 612.88, 2486.16, 15695.66
98.11, 17.80, 50.00, 613.13, 2493.70, 15695.66
100.44, 18.10, 30.00, 613.13, 2495.95, 15695.66
102.77, 19.20, 0.00, 613.88, 2490.61, 15695.66
105.10, 28.20, 20.00, 614.38, 2497.24, 15695.66
107.43, 14.80, 30.00, 614.75, 2496.89, 15695.66
109.76, 30.20, 20.00, 615.13, 2500.68, 15695.66
112.08, 14.40, 10.00, 615.50, 2499.23, 15695.66
114.41, 21.90, 30.00, 615.50, 2501.94, 15695.66
116.73, 16.20, 40.00, 615.88, 2508.90, 15695.66
119.08, 24.10, 20.00, 616.25, 2506.80, 15695.66
121.40, 15.40, 40.00, 617.00, 2514.70, 15695.66
123.73, 15.40, 39.90, 617.52, 2512.45, 15695.66
126.07, 18.10, 40.00, 618.15, 2511.67, 15695.66
128.40, 14.40, 39.90, 618.52, 2519.63, 15695.66
