Time(s),Coverage(%),Number of running robots
0.0,0.0,13.0
1.0,16.11,13.0
2.0,16.11,13.0
3.0,16.11,13.0
4.0,16.11,13.0
5.0,16.11,13.0
6.0,16.11,13.0
7.0,16.11,13.0
8.0,16.11,13.0
9.0,16.11,13.0
10.0,16.11,13.0
11.0,16.11,13.0
12.0,16.11,13.0
13.0,15.969999999999999,13.0
14.0,16.3575,13.0
15.0,17.64,13.0
16.0,19.415,13.0
17.0,21.71,13.0
18.0,22.8275,13.0
19.0,23.625,13.0
20.0,24.116666666666664,13.0
21.0,25.270000000000003,13.0
22.0,25.2875,13.0
23.0,26.560000000000002,13.0
24.0,26.6375,13.0
25.0,27.675,13.0
26.0,27.666666666666668,13.0
27.0,28.155,13.0
28.0,27.89,13.0
29.0,28.72,13.0
30.0,28.5,13.0
31.0,29.175,13.0
32.0,29.072499999999998,13.0
33.0,30.1,13.0
34.0,29.6875,13.0
35.0,31.25,13.0
36.0,30.653333333333332,13.0
37.0,30.94333333333334,13.0
38.0,31.186666666666667,13.0
39.0,31.403333333333332,13.0
40.0,31.55333333333333,13.0
41.0,31.95,13.0
42.0,32.27,13.0
43.0,33.11666666666667,13.0
44.0,33.583333333333336,13.0
45.0,34.36,13.0
46.0,34.63333333333333,13.0
47.0,35.016666666666666,13.0
48.0,35.42666666666667,13.0
49.0,35.88666666666666,13.0
50.0,36.14666666666667,13.0
51.0,36.50666666666667,13.0
52.0,36.68333333333334,13.0
53.0,37.086666666666666,13.0
54.0,37.339999999999996,13.0
55.0,37.669999999999995,13.0
56.0,38.156666666666666,13.0
57.0,38.556666666666665,13.0
58.0,39.26666666666667,13.0
59.0,40.26666666666667,12.666666666666666
60.0,40.72,12.666666666666666
61.0,41.1,12.666666666666666
62.0,41.403333333333336,12.666666666666666
63.0,42.07,12.666666666666666
64.0,42.71666666666667,12.666666666666666
65.0,44.31,12.5
66.0,43.1075,12.75
67.0,45.325,12.5
68.0,44.1675,11.75
69.0,46.81,12.0
70.0,45.025,11.5
71.0,47.495,12.0
72.0,46.1,11.666666666666666
73.0,44.005,11.5
74.0,48.72,11.75
75.0,44.715,11.5
76.0,49.519999999999996,11.75
77.0,45.47,11.5
78.0,50.3875,11.25
79.0,46.18,11.5
80.0,51.0175,11.25
81.0,48.26,11.0
82.0,49.0075,11.5
83.0,53.114999999999995,11.0
84.0,50.96666666666667,11.333333333333334
85.0,51.52666666666667,11.333333333333334
86.0,51.91,11.333333333333334
87.0,52.23666666666666,11.333333333333334
88.0,52.446666666666665,11.0
89.0,52.75666666666666,11.0
90.0,53.169999999999995,11.0
91.0,53.443333333333335,11.0
92.0,53.70333333333334,11.0
93.0,53.96333333333333,11.0
94.0,54.44333333333333,11.0
95.0,54.61333333333334,11.0
96.0,54.79666666666666,11.0
97.0,55.13333333333333,11.0
98.0,55.41,11.0
99.0,55.79666666666666,11.0
100.0,55.94333333333333,11.0
101.0,56.333333333333336,11.0
102.0,56.65,11.0
103.0,57.126666666666665,11.0
104.0,57.52,11.0
105.0,58.0,11.0
106.0,58.5,11.0
107.0,59.07333333333333,11.0
108.0,59.85666666666666,11.0
109.0,60.38999999999999,10.666666666666666
110.0,60.9,10.333333333333334
111.0,61.303333333333335,10.333333333333334
112.0,61.95666666666667,10.333333333333334
113.0,62.15,10.333333333333334
114.0,62.81666666666666,10.333333333333334
115.0,63.57333333333333,10.333333333333334
116.0,63.94333333333333,10.0
117.0,64.30666666666667,10.0
118.0,65.08,10.0
119.0,65.60666666666667,9.666666666666666
120.0,65.63333333333334,9.666666666666666
121.0,68.985,9.5
122.0,65.3725,9.75
123.0,69.925,9.5
124.0,65.7425,9.75
125.0,70.13499999999999,9.5
126.0,67.67,9.666666666666666
127.0,63.72,9.5
128.0,68.06333333333333,9.666666666666666
129.0,68.15333333333332,9.666666666666666
130.0,68.64999999999999,9.666666666666666
131.0,68.97666666666667,9.666666666666666
132.0,69.14666666666666,9.666666666666666
133.0,69.35666666666667,9.666666666666666
134.0,69.73333333333333,9.666666666666666
135.0,72.095,10.0
136.0,69.135,9.5
137.0,72.39,10.0
138.0,70.57333333333334,9.666666666666666
139.0,70.79333333333334,9.666666666666666
140.0,71.07000000000001,9.666666666666666
141.0,71.46333333333332,9.666666666666666
142.0,71.79666666666667,9.666666666666666
143.0,72.02666666666667,9.666666666666666
144.0,72.48666666666666,9.666666666666666
145.0,73.25666666666667,9.0
146.0,74.10333333333334,9.0
147.0,74.53,9.0
148.0,74.97666666666667,9.0
149.0,75.29,9.0
150.0,75.57000000000001,9.0
151.0,75.82000000000001,9.0
152.0,75.95666666666666,9.0
153.0,76.46,9.0
154.0,76.91333333333334,9.0
155.0,77.43666666666667,9.0
156.0,77.63,8.666666666666666
157.0,77.97333333333334,8.666666666666666
158.0,78.2,8.333333333333334
159.0,78.28333333333333,8.333333333333334
160.0,78.66333333333334,8.333333333333334
161.0,78.84333333333333,8.0
162.0,78.90333333333332,7.666666666666667
163.0,79.53666666666668,7.666666666666667
164.0,79.57,7.666666666666667
165.0,79.96666666666667,7.666666666666667
166.0,80.22,7.666666666666667
167.0,80.47666666666667,7.666666666666667
168.0,80.65666666666665,7.666666666666667
169.0,80.77333333333333,7.666666666666667
170.0,80.85333333333334,7.666666666666667
171.0,80.94,7.666666666666667
172.0,81.00666666666666,7.666666666666667
173.0,81.12666666666667,7.666666666666667
174.0,81.17999999999999,7.666666666666667
175.0,81.23666666666666,7.666666666666667
176.0,81.35666666666667,7.666666666666667
177.0,86.01,7.0
178.0,79.2975,8.0
179.0,86.1,7.0
180.0,79.73750000000001,8.0
182.0,83.76400000000001,7.4
183.0,73.64,9.0
184.0,84.184,7.4
185.0,74.03,9.0
186.0,76.035,7.5
187.0,76.245,7.5
188.0,76.25,7.5
189.0,76.435,7.5
190.0,76.52000000000001,7.5
191.0,76.56,7.5
192.0,76.56,7.5
193.0,76.69,7.5
194.0,76.74000000000001,7.5
195.0,76.805,7.5
196.0,76.895,7.5
197.0,77.005,7.5
198.0,77.065,7.5
199.0,77.46000000000001,7.5
200.0,77.66,7.5
201.0,77.805,7.5
202.0,77.91499999999999,7.5
203.0,78.07,7.5
204.0,78.275,7.5
205.0,78.405,7.5
206.0,78.58500000000001,7.5
207.0,78.65,7.5
208.0,78.82499999999999,7.5
209.0,78.83500000000001,7.5
