Time(s),Coverage(%),Number of running robots
0.0,0.0,8.0
1.0,13.966666666666667,8.0
2.0,13.966666666666667,8.0
3.0,13.966666666666667,8.0
4.0,13.966666666666667,8.0
5.0,13.966666666666667,8.0
6.0,13.966666666666667,8.0
7.0,13.966666666666667,8.0
8.0,13.966666666666667,8.0
9.0,13.966666666666667,8.0
10.0,13.966666666666667,8.0
11.0,13.966666666666667,8.0
12.0,14.553333333333333,8.0
13.0,16.623333333333335,8.0
14.0,18.296666666666667,8.0
15.0,19.356666666666666,8.0
16.0,20.08,8.0
17.0,20.566666666666666,8.0
18.0,21.03,8.0
19.0,21.3,8.0
20.0,21.55,8.0
21.0,22.116666666666664,8.0
22.0,22.616666666666664,8.0
23.0,23.11,8.0
24.0,23.686666666666667,8.0
25.0,24.326666666666668,8.0
26.0,24.91333333333333,8.0
27.0,25.47,8.0
28.0,25.72666666666667,8.0
29.0,26.016666666666666,8.0
30.0,26.373333333333335,8.0
31.0,26.736666666666668,8.0
32.0,27.03333333333333,8.0
33.0,27.293333333333333,8.0
34.0,27.763333333333332,8.0
35.0,28.456666666666667,8.0
36.0,29.493333333333336,8.0
37.0,30.42,8.0
38.0,31.47666666666667,8.0
39.0,32.46,8.0
40.0,32.7975,8.0
41.0,34.010000000000005,8.0
42.0,34.4925,8.0
43.0,36.3,8.0
44.0,36.1475,8.0
45.0,36.88,8.0
46.0,37.498000000000005,8.0
48.0,39.07833333333333,8.0
50.0,40.66166666666667,8.0
52.0,42.47,8.0
53.0,41.19,8.0
54.0,44.068,8.0
55.0,41.4,8.0
56.0,45.138,8.0
57.0,42.53,8.0
58.0,45.723333333333336,8.0
59.0,46.906666666666666,8.0
60.0,47.68333333333334,8.0
61.0,48.45333333333334,8.0
62.0,49.67666666666667,8.0
63.0,50.379999999999995,8.0
64.0,51.129999999999995,8.0
65.0,51.833333333333336,8.0
66.0,52.45333333333334,8.0
67.0,52.946666666666665,8.0
68.0,53.49333333333334,8.0
69.0,53.89333333333334,8.0
70.0,54.330000000000005,8.0
71.0,54.61333333333334,8.0
72.0,54.97,8.0
73.0,55.51,8.0
74.0,55.93666666666667,8.0
