Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.26, 25.20, 0.00, 3.59, 2037.53, 15695.66
6.00, 100.00, 328.40, 1926.66, 2610.62, 15695.66
11.55, 28.70, 180.00, 2093.62, 3500.99, 15695.66
17.13, 26.30, 267.50, 2106.75, 3300.04, 15695.66
22.67, 16.00, 129.90, 2135.38, 3535.18, 15695.66
28.21, 18.50, 130.00, 2135.38, 3428.79, 15695.66
33.75, 17.60, 109.80, 2136.12, 3347.33, 15695.66
39.30, 19.50, 199.90, 2136.50, 3352.95, 15695.66
44.85, 17.90, 169.90, 2137.38, 3352.26, 15695.66
50.39, 19.50, 170.00, 2137.75, 3349.12, 15695.66
55.94, 17.80, 140.00, 2138.88, 3351.24, 15695.66
61.49, 17.80, 139.80, 2139.38, 3354.69, 15695.66
65.54, 17.60, 109.80, 1260.93, 3352.17, 15695.66
66.86, 0.80, 10.00, 81.75, 2340.21, 15695.66
68.18, 0.80, 0.00, 81.75, 2333.97, 15695.66
69.50, 0.80, 0.00, 81.75, 2333.47, 15695.66
70.82, 0.80, 0.00, 81.75, 2329.54, 15695.66
72.14, 0.80, 0.00, 81.75, 2329.20, 15695.66
73.46, 0.00, 0.00, 81.75, 2326.93, 15695.66
74.78, 0.00, 0.00, 81.75, 2326.26, 15695.66
76.10, 0.80, 0.00, 81.75, 2326.49, 15695.66
77.41, 0.00, 0.00, 81.75, 2327.06, 15695.66
78.73, 0.80, 0.00, 81.75, 2321.72, 15695.66
80.05, 1.70, 0.00, 81.75, 2322.21, 15695.66
81.37, 0.00, 0.00, 81.75, 2322.28, 15695.66
82.69, 0.80, 0.00, 81.75, 2322.76, 15695.66
84.01, 0.00, 0.00, 81.75, 2322.49, 15695.66
85.33, 0.80, 0.00, 81.75, 2322.68, 15695.66
86.65, 0.00, 0.00, 81.75, 2323.84, 15695.66
87.97, 0.80, 10.00, 81.75, 2322.69, 15695.66
89.29, 0.00, 10.00, 81.75, 2323.14, 15695.66
90.61, 0.00, 0.00, 81.75, 2320.81, 15695.66
91.92, 0.00, 0.00, 81.75, 2320.55, 15695.66
93.24, 0.80, 0.00, 81.75, 2321.27, 15695.66
94.56, 0.80, 0.00, 81.75, 2321.33, 15695.66
95.88, 0.80, 0.00, 81.75, 2321.42, 15695.66
97.20, 0.80, 0.00, 81.75, 2321.61, 15695.66
98.52, 0.80, 0.00, 81.75, 2320.97, 15695.66
99.84, 0.00, 0.00, 81.75, 2321.20, 15695.66
101.16, 0.80, 0.00, 81.75, 2320.70, 15695.66
102.48, 0.00, 0.00, 81.75, 2321.67, 15695.66
103.80, 0.80, 0.00, 81.75, 2321.33, 15695.66
105.11, 0.80, 0.00, 81.75, 2321.52, 15695.66
106.43, 0.80, 0.00, 81.75, 2321.11, 15695.66
107.75, 1.70, 0.00, 81.75, 2321.57, 15695.66
109.07, 0.00, 0.00, 81.75, 2321.12, 15695.66
110.39, 0.80, 0.00, 81.75, 2320.42, 15695.66
111.71, 0.80, 0.00, 81.75, 2320.89, 15695.66
113.03, 0.80, 0.00, 81.75, 2320.73, 15695.66
114.35, 0.80, 0.00, 81.75, 2320.45, 15695.66
115.67, 0.80, 0.00, 81.75, 2320.56, 15695.66
116.99, 0.80, 0.00, 81.75, 2321.53, 15695.66
118.31, 0.80, 0.00, 81.75, 2321.77, 15695.66
119.63, 1.70, 0.00, 81.75, 2321.84, 15695.66
120.95, 0.00, 0.00, 81.75, 2322.03, 15695.66
122.27, 0.00, 0.00, 81.75, 2322.02, 15695.66
123.59, 0.00, 0.00, 81.75, 2322.50, 15695.66
124.90, 0.80, 0.00, 81.75, 2322.49, 15695.66
126.23, 0.00, 0.00, 81.75, 2322.71, 15695.66
127.55, 0.80, 0.00, 81.75, 2322.68, 15695.66
128.87, 0.00, 10.00, 81.75, 2311.32, 15695.66
