Time(s),Coverage(%),Number of running robots
0.0,0.0,5.0
1.0,0.0,5.0
2.0,0.0,5.0
3.0,11.497,5.0
4.0,17.158,5.0
5.0,18.546,5.0
6.0,18.994,5.0
7.0,19.369,5.0
8.0,19.766,5.0
9.0,20.299,5.0
10.0,20.634999999999998,5.0
11.0,20.832,5.0
12.0,20.991,5.0
13.0,21.168,5.0
14.0,21.366,5.0
15.0,21.595,5.0
16.0,21.824,5.0
17.0,22.093,5.0
18.0,22.282,5.0
19.0,22.509999999999998,5.0
20.0,22.734,5.0
21.0,22.973,5.0
22.0,23.144,5.0
23.0,23.288,5.0
24.0,23.421,5.0
25.0,23.524,5.0
26.0,23.645,5.0
27.0,23.771,5.0
28.0,23.906,5.0
29.0,23.999000000000002,5.0
30.0,24.09,5.0
31.0,24.177,5.0
32.0,24.243000000000002,5.0
33.0,24.297,5.0
34.0,24.465,5.0
35.0,24.578,5.0
36.0,24.719,5.0
37.0,24.826,5.0
38.0,24.926,5.0
39.0,25.016,5.0
40.0,25.119,5.0
41.0,25.202,5.0
42.0,25.264,5.0
43.0,25.327,5.0
44.0,25.436,5.0
45.0,25.564,5.0
46.0,25.648000000000003,5.0
47.0,25.74,5.0
48.0,25.827999999999996,5.0
49.0,25.956,5.0
50.0,26.082,5.0
51.0,26.330000000000002,5.0
52.0,26.506999999999998,5.0
53.0,26.79,5.0
54.0,27.044,5.0
55.0,27.255000000000003,5.0
56.0,27.575,5.0
57.0,27.801,5.0
58.0,28.041000000000004,5.0
59.0,28.326,5.0
60.0,28.542,5.0
61.0,28.714,5.0
62.0,28.892000000000003,5.0
63.0,29.035000000000004,5.0
64.0,29.183,5.0
65.0,29.310000000000002,5.0
66.0,29.448,5.0
67.0,29.580000000000002,5.0
68.0,29.676,5.0
69.0,29.806,5.0
70.0,29.913999999999998,5.0
71.0,30.055,5.0
72.0,30.181,5.0
73.0,30.314,5.0
74.0,30.443,5.0
75.0,30.576,5.0
76.0,30.737000000000002,5.0
77.0,30.887999999999998,5.0
78.0,31.105,5.0
79.0,31.312,5.0
80.0,31.575,5.0
81.0,31.778,5.0
82.0,32.065999999999995,5.0
83.0,32.31099999999999,5.0
84.0,32.551,5.0
85.0,32.761,5.0
86.0,32.969,5.0
87.0,33.188,5.0
88.0,33.409000000000006,5.0
89.0,33.626999999999995,5.0
90.0,33.815,5.0
91.0,33.949,5.0
92.0,34.173,5.0
93.0,34.388,5.0
94.0,34.559000000000005,5.0
95.0,34.738,5.0
96.0,34.96,5.0
97.0,35.207,5.0
98.0,35.429,5.0
99.0,35.595,5.0
100.0,35.878,5.0
101.0,36.219,5.0
102.0,36.528,5.0
103.0,36.827,5.0
104.0,36.980000000000004,5.0
105.0,37.178,5.0
106.0,37.367000000000004,5.0
107.0,37.553999999999995,5.0
108.0,37.766000000000005,5.0
109.0,38.001,5.0
110.0,38.257,5.0
111.0,38.491,5.0
112.0,38.711,5.0
113.0,38.863,5.0
114.0,39.059,5.0
115.0,39.202,5.0
116.0,39.359,5.0
117.0,39.53,5.0
118.0,39.64,5.0
119.0,39.788,5.0
