Time(s),Coverage(%),Number of running robots
0.0,0.0,3.0
1.0,0.0,3.0
2.0,0.0,3.0
3.0,9.847999999999999,3.0
4.0,12.859,3.0
5.0,14.669999999999998,3.0
6.0,15.350999999999999,3.0
7.0,15.604,3.0
8.0,15.693000000000001,3.0
9.0,15.738,3.0
10.0,15.788,3.0
11.0,15.892,3.0
12.0,15.984,3.0
13.0,16.118000000000002,3.0
14.0,16.244999999999997,3.0
15.0,16.346,3.0
16.0,16.467000000000002,3.0
17.0,16.572,3.0
18.0,16.677,3.0
19.0,16.753999999999998,3.0
20.0,16.814,3.0
21.0,16.883000000000003,3.0
22.0,16.946,3.0
23.0,17.008000000000003,3.0
24.0,17.116,3.0
25.0,17.19,3.0
26.0,17.303,3.0
27.0,17.43,3.0
28.0,17.551,3.0
29.0,17.601,3.0
30.0,17.674,3.0
31.0,17.801,3.0
32.0,17.908,3.0
33.0,18.000999999999998,3.0
34.0,18.063,3.0
35.0,18.146,3.0
36.0,18.232,3.0
37.0,18.302,3.0
38.0,18.369,3.0
39.0,18.457,3.0
40.0,18.527,3.0
41.0,18.591,3.0
42.0,18.656,3.0
43.0,18.714,3.0
44.0,18.788999999999998,3.0
45.0,18.897,3.0
46.0,19.067,3.0
47.0,19.183,3.0
48.0,19.357999999999997,3.0
49.0,19.461000000000002,3.0
50.0,19.645,3.0
51.0,19.779000000000003,3.0
52.0,19.909,3.0
53.0,20.076,3.0
54.0,20.238,3.0
55.0,20.324,3.0
56.0,20.387,3.0
57.0,20.445,3.0
58.0,20.526,3.0
59.0,20.575,3.0
60.0,20.648000000000003,3.0
61.0,20.762,3.0
62.0,20.851999999999997,3.0
63.0,20.941,3.0
64.0,20.996000000000002,3.0
65.0,21.057,3.0
66.0,21.144,3.0
67.0,21.235,3.0
68.0,21.272,3.0
69.0,21.313,3.0
70.0,21.434,3.0
71.0,21.505000000000003,3.0
72.0,21.561,3.0
73.0,21.619999999999997,3.0
74.0,21.679,3.0
75.0,21.721,3.0
76.0,21.752000000000002,3.0
77.0,21.771,3.0
78.0,21.799,3.0
79.0,21.824,3.0
80.0,21.854,3.0
81.0,21.880000000000003,3.0
82.0,21.91,3.0
83.0,21.953,3.0
84.0,21.976,3.0
85.0,22.012999999999998,3.0
86.0,22.075,3.0
87.0,22.153,3.0
88.0,22.184,3.0
89.0,22.225,3.0
90.0,22.247999999999998,3.0
91.0,22.267000000000003,3.0
92.0,22.288999999999998,3.0
93.0,22.308,3.0
94.0,22.326999999999998,3.0
95.0,22.339,3.0
96.0,22.355,3.0
97.0,22.498,3.0
98.0,22.711000000000002,3.0
99.0,22.956,3.0
100.0,23.226999999999997,3.0
101.0,23.481,3.0
102.0,23.705000000000002,3.0
103.0,23.991999999999997,3.0
104.0,24.249000000000002,3.0
105.0,24.459,3.0
106.0,24.656,3.0
107.0,24.786,3.0
108.0,24.928,3.0
109.0,25.113,3.0
110.0,25.248,3.0
111.0,25.355,3.0
112.0,25.442,3.0
113.0,25.54,3.0
114.0,25.623,3.0
115.0,25.705000000000002,3.0
116.0,25.787,3.0
117.0,25.857,3.0
118.0,25.9,3.0
119.0,25.964999999999996,3.0
