Time(s),Coverage(%),Number of running robots
0.0,0.0,1.0
1.0,0.0,1.0
2.0,0.0,1.0
3.0,6.606,1.0
4.0,10.351,1.0
5.0,11.332,1.0
6.0,11.809999999999999,1.0
7.0,12.0,1.0
8.0,12.15,1.0
9.0,12.379000000000001,1.0
10.0,12.666,1.0
11.0,12.931999999999999,1.0
12.0,13.190999999999999,1.0
13.0,13.48,1.0
14.0,13.850999999999999,1.0
15.0,14.25,1.0
16.0,14.647,1.0
17.0,14.996,1.0
18.0,15.343,1.0
19.0,15.665000000000001,1.0
20.0,15.98,1.0
21.0,16.234,1.0
22.0,16.587,1.0
23.0,16.904,1.0
24.0,17.247999999999998,1.0
25.0,17.484,1.0
26.0,17.722,1.0
27.0,17.868000000000002,1.0
28.0,18.006999999999998,1.0
29.0,18.113,1.0
30.0,18.226,1.0
31.0,18.375,1.0
32.0,18.48,1.0
33.0,18.551,1.0
34.0,18.658,1.0
35.0,18.775,1.0
36.0,18.889,1.0
37.0,19.03,1.0
38.0,19.142,1.0
39.0,19.227,1.0
40.0,19.325,1.0
41.0,19.417,1.0
42.0,19.482,1.0
43.0,19.554,1.0
44.0,19.628,1.0
45.0,19.696,1.0
46.0,19.736,1.0
47.0,19.802,1.0
48.0,19.849,1.0
49.0,19.887,1.0
50.0,19.938,1.0
51.0,19.963,1.0
52.0,20.002000000000002,1.0
53.0,20.057,1.0
54.0,20.148,1.0
55.0,20.259,1.0
56.0,20.404,1.0
57.0,20.569,1.0
58.0,20.715,1.0
59.0,20.863999999999997,1.0
60.0,21.006,1.0
61.0,21.159,1.0
62.0,21.338,1.0
63.0,21.476,1.0
64.0,21.622999999999998,1.0
65.0,21.699,1.0
66.0,21.786,1.0
67.0,21.953,1.0
68.0,22.134,1.0
69.0,22.279,1.0
70.0,22.451,1.0
71.0,22.592,1.0
72.0,22.707,1.0
73.0,22.816,1.0
74.0,22.937,1.0
75.0,23.096,1.0
76.0,23.243000000000002,1.0
77.0,23.353,1.0
78.0,23.455000000000002,1.0
79.0,23.497999999999998,1.0
80.0,23.596,1.0
81.0,23.685,1.0
82.0,23.794,1.0
83.0,23.89,1.0
84.0,23.969,1.0
85.0,24.107,1.0
86.0,24.239,1.0
87.0,24.344,1.0
88.0,24.416,1.0
89.0,24.500999999999998,1.0
90.0,24.593,1.0
91.0,24.661,1.0
92.0,24.756999999999998,1.0
93.0,24.808,1.0
94.0,24.858,1.0
95.0,24.881,1.0
96.0,24.916,1.0
97.0,24.95,1.0
98.0,24.984,1.0
99.0,25.041,1.0
100.0,25.096,1.0
101.0,25.141,1.0
102.0,25.199,1.0
103.0,25.247999999999998,1.0
104.0,25.31,1.0
105.0,25.36,1.0
106.0,25.43,1.0
107.0,25.472,1.0
108.0,25.516,1.0
109.0,25.585,1.0
110.0,25.607,1.0
111.0,25.674,1.0
112.0,25.719,1.0
113.0,25.742,1.0
114.0,25.766000000000002,1.0
115.0,25.79,1.0
116.0,25.822000000000003,1.0
117.0,25.85,1.0
118.0,25.879,1.0
119.0,25.901999999999997,1.0
