Time(s),Coverage(%),Number of running robots
0.0,0.0,13.0
1.0,0.0,13.0
2.0,0.0,13.0
3.0,2.689,13.0
4.0,15.693999999999999,13.0
5.0,22.053,13.0
6.0,23.499000000000002,13.0
7.0,24.127000000000002,13.0
8.0,24.845,13.0
9.0,25.519,13.0
10.0,25.958999999999996,13.0
11.0,26.584000000000003,13.0
12.0,27.067,13.0
13.0,27.485000000000003,13.0
14.0,27.786,13.0
15.0,27.955000000000002,13.0
16.0,28.143,13.0
17.0,28.253000000000004,13.0
18.0,28.32,13.0
19.0,28.508,13.0
20.0,28.607999999999997,13.0
21.0,28.697000000000003,13.0
22.0,28.781,13.0
23.0,28.843,13.0
24.0,28.921,13.0
25.0,28.996,13.0
26.0,29.051,13.0
27.0,29.106,13.0
28.0,29.201999999999998,13.0
29.0,29.319,13.0
30.0,29.423000000000002,13.0
31.0,29.574,13.0
32.0,29.686,13.0
33.0,29.813,13.0
34.0,29.929000000000002,13.0
35.0,30.058,13.0
36.0,30.188,13.0
37.0,30.294999999999998,13.0
38.0,30.451999999999998,13.0
39.0,30.641000000000002,13.0
40.0,30.912,13.0
41.0,31.121,13.0
42.0,31.359999999999996,13.0
43.0,31.593,13.0
44.0,31.782999999999998,13.0
45.0,32.001999999999995,13.0
46.0,32.205,13.0
47.0,32.41,13.0
48.0,32.519999999999996,13.0
49.0,32.794,13.0
50.0,32.949,13.0
51.0,33.160000000000004,13.0
52.0,33.311,13.0
53.0,33.535000000000004,13.0
54.0,33.738,13.0
55.0,33.875,13.0
56.0,34.046,13.0
57.0,34.22,13.0
58.0,34.364999999999995,13.0
59.0,34.579,13.0
60.0,34.722,13.0
61.0,34.933,13.0
62.0,35.20700000000001,13.0
63.0,35.417,13.0
64.0,35.712,13.0
65.0,35.938,13.0
66.0,36.045,13.0
67.0,36.314,13.0
68.0,36.491,13.0
69.0,36.749,13.0
70.0,37.202999999999996,13.0
71.0,37.660000000000004,13.0
72.0,38.191,13.0
73.0,38.665,13.0
74.0,39.347,13.0
75.0,40.093,13.0
76.0,40.533,13.0
77.0,41.116,13.0
78.0,41.675,13.0
79.0,42.011,13.0
80.0,42.3,13.0
81.0,42.762,13.0
82.0,43.047,13.0
83.0,43.362,13.0
84.0,43.793,13.0
85.0,44.195,13.0
86.0,44.516999999999996,13.0
87.0,45.131,13.0
88.0,45.572,13.0
89.0,46.162,13.0
90.0,46.546,13.0
91.0,47.343,13.0
92.0,47.855000000000004,13.0
93.0,48.313,13.0
94.0,48.898,13.0
95.0,49.388999999999996,13.0
96.0,49.719,13.0
97.0,50.286,13.0
98.0,50.519999999999996,13.0
99.0,50.980000000000004,13.0
100.0,51.424,13.0
101.0,51.789,13.0
102.0,52.073,13.0
103.0,52.327,13.0
104.0,52.612,13.0
105.0,52.80499999999999,13.0
106.0,53.003,13.0
107.0,53.242,13.0
108.0,53.525999999999996,13.0
109.0,53.848,13.0
110.0,54.028999999999996,13.0
111.0,54.314,13.0
112.0,54.564,13.0
113.0,54.798,13.0
114.0,55.088,13.0
115.0,55.376,13.0
116.0,55.568000000000005,13.0
117.0,55.798,13.0
118.0,56.105999999999995,13.0
119.0,56.510000000000005,13.0
