Time(s),Coverage(%),Number of running robots
0.0,0.0,21.0
1.0,0.0,21.0
2.0,0.0,21.0
3.0,0.0,21.0
4.0,16.881,21.0
5.0,22.59,21.0
6.0,25.585,21.0
7.0,27.183,21.0
8.0,27.913999999999998,21.0
9.0,28.548000000000002,21.0
10.0,29.305,21.0
11.0,29.913,21.0
12.0,30.574,21.0
13.0,30.856,21.0
14.0,31.107,21.0
15.0,31.349,21.0
16.0,31.451999999999998,21.0
17.0,31.554000000000002,21.0
18.0,31.621999999999996,21.0
19.0,31.735000000000003,21.0
20.0,31.805,21.0
21.0,31.903000000000002,21.0
22.0,32.009,21.0
23.0,32.144999999999996,21.0
24.0,32.242000000000004,21.0
25.0,32.32,21.0
26.0,32.416,21.0
27.0,32.511,21.0
28.0,32.665,21.0
29.0,32.762,21.0
30.0,32.868,21.0
31.0,32.9,21.0
32.0,33.031,21.0
33.0,33.065,21.0
34.0,33.146,21.0
35.0,33.263,21.0
36.0,33.297000000000004,21.0
37.0,33.357,21.0
38.0,33.418,21.0
39.0,33.45399999999999,21.0
40.0,33.568,21.0
41.0,33.592,21.0
42.0,33.641000000000005,21.0
43.0,33.698,21.0
44.0,33.78,21.0
45.0,33.809999999999995,21.0
46.0,33.884,21.0
47.0,33.946,21.0
48.0,34.019,21.0
49.0,34.059000000000005,21.0
50.0,34.116,21.0
51.0,34.153,21.0
52.0,34.19,21.0
53.0,34.221999999999994,21.0
54.0,34.249,21.0
55.0,34.288,21.0
56.0,34.331,21.0
57.0,34.37,21.0
58.0,34.399,21.0
59.0,34.434000000000005,21.0
60.0,34.475,21.0
61.0,34.522000000000006,21.0
62.0,34.581,21.0
63.0,34.618,21.0
64.0,34.663,21.0
65.0,34.707,21.0
66.0,34.771,21.0
67.0,34.806,21.0
68.0,34.831,21.0
69.0,34.891,21.0
70.0,34.942,21.0
71.0,34.958,21.0
72.0,35.018,21.0
73.0,35.075,21.0
74.0,35.129000000000005,21.0
75.0,35.182,21.0
76.0,35.268,21.0
77.0,35.421,21.0
78.0,35.498000000000005,21.0
79.0,35.562,21.0
80.0,35.644,21.0
81.0,35.875,21.0
82.0,36.001999999999995,21.0
83.0,36.162,21.0
84.0,36.309,21.0
85.0,36.571,21.0
86.0,36.787,21.0
87.0,37.107,21.0
88.0,37.416000000000004,21.0
89.0,37.773,21.0
90.0,38.326,21.0
91.0,38.475,21.0
92.0,38.922000000000004,21.0
93.0,39.261,21.0
94.0,39.603,21.0
95.0,39.863,21.0
96.0,40.157,21.0
97.0,40.442,21.0
98.0,40.605000000000004,21.0
99.0,40.997,21.0
100.0,41.129000000000005,21.0
101.0,41.529,21.0
102.0,41.859,21.0
103.0,42.214,21.0
104.0,42.744,21.0
105.0,43.329,21.0
106.0,44.116,21.0
107.0,44.332,21.0
108.0,44.902,21.0
109.0,45.636,21.0
110.0,46.114,21.0
111.0,46.774,21.0
112.0,47.174,21.0
113.0,47.650999999999996,21.0
114.0,47.992000000000004,21.0
115.0,48.364,21.0
116.0,48.706,21.0
117.0,48.940999999999995,20.9
118.0,49.282,20.7
119.0,49.528,20.7
