Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.22, 25.20, 0.00, 3.60, 2020.75, 15695.66
5.90, 100.00, 457.20, 1858.32, 2597.50, 15695.66
11.45, 17.60, 150.00, 2089.11, 3432.15, 15695.66
17.01, 26.40, 269.80, 2102.36, 3297.26, 15695.66
22.56, 18.60, 150.00, 2131.36, 3550.47, 15695.66
28.10, 22.30, 180.00, 2131.73, 3410.67, 15695.66
33.65, 17.60, 120.00, 2132.73, 3352.56, 15695.66
39.20, 19.20, 169.90, 2133.61, 3345.30, 15695.66
44.76, 17.60, 80.00, 2134.36, 3352.85, 15695.66
50.30, 18.30, 129.90, 2134.86, 3351.86, 15695.66
55.85, 16.40, 140.00, 2135.73, 3348.90, 15695.66
61.39, 19.20, 110.00, 2136.11, 3349.37, 15695.66
65.97, 22.30, 138.50, 1455.29, 3349.09, 15695.66
67.29, 0.00, 0.00, 81.90, 2327.26, 15695.66
68.61, 0.00, 0.00, 81.90, 2327.29, 15695.66
69.93, 0.00, 0.00, 81.90, 2327.04, 15695.66
71.25, 0.80, 0.00, 81.90, 2327.74, 15695.66
72.56, 1.70, 0.00, 81.90, 2327.07, 15695.66
73.88, 0.80, 0.00, 81.90, 2327.55, 15695.66
75.20, 0.80, 0.00, 81.90, 2327.78, 15695.66
76.52, 1.70, 0.00, 81.90, 2327.52, 15695.66
77.84, 0.80, 10.00, 81.90, 2328.49, 15695.66
79.16, 0.80, 0.00, 81.90, 2323.77, 15695.66
80.48, 0.80, 0.00, 81.90, 2324.22, 15695.66
81.80, 0.80, 0.00, 81.90, 2324.52, 15695.66
83.12, 0.00, 0.00, 81.90, 2324.99, 15695.66
84.44, 0.80, 0.00, 81.90, 2319.05, 15695.66
85.76, 0.00, 10.00, 81.90, 2318.90, 15695.66
87.08, 0.00, 0.00, 81.90, 2319.13, 15695.66
88.40, 0.80, 0.00, 81.90, 2319.18, 15695.66
89.72, 1.60, 0.00, 81.90, 2319.79, 15695.66
91.04, 0.80, 0.00, 81.90, 2319.54, 15695.66
92.36, 0.00, 0.00, 81.90, 2319.45, 15695.66
93.68, 0.80, 0.00, 81.90, 2318.69, 15695.66
95.00, 0.00, 0.00, 81.90, 2319.75, 15695.66
96.31, 0.80, 0.00, 81.90, 2319.51, 15695.66
97.63, 1.70, 0.00, 81.90, 2320.04, 15695.66
98.95, 0.80, 0.00, 81.90, 2320.04, 15695.66
100.27, 0.00, 0.00, 81.90, 2319.76, 15695.66
101.59, 0.80, 0.00, 81.90, 2320.00, 15695.66
102.91, 0.80, 10.00, 81.90, 2319.82, 15695.66
104.23, 0.80, 0.00, 81.90, 2320.05, 15695.66
105.55, 0.00, 0.00, 81.90, 2320.35, 15695.66
106.87, 0.00, 0.00, 81.90, 2320.58, 15695.66
108.19, 0.80, 0.00, 81.90, 2320.31, 15695.66
109.51, 0.80, 0.00, 81.90, 2320.05, 15695.66
110.83, 0.00, 0.00, 81.90, 2320.73, 15695.66
112.15, 0.80, 0.00, 81.90, 2321.07, 15695.66
113.47, 0.00, 0.00, 81.90, 2320.72, 15695.66
114.79, 0.00, 0.00, 81.90, 2320.46, 15695.66
116.11, 0.00, 0.00, 81.90, 2320.93, 15695.66
117.43, 0.00, 0.00, 81.90, 2325.49, 15695.66
118.75, 0.00, 0.00, 81.90, 2324.89, 15695.66
120.07, 0.80, 0.00, 81.90, 2325.32, 15695.66
121.40, 0.80, 0.00, 81.90, 2325.85, 15695.66
122.72, 0.00, 0.00, 81.90, 2325.45, 15695.66
124.03, 0.80, 0.00, 81.90, 2325.34, 15695.66
125.35, 0.80, 0.00, 81.90, 2324.71, 15695.66
126.67, 0.80, 0.00, 81.90, 2325.28, 15695.66
127.99, 0.80, 0.00, 81.90, 2324.96, 15695.66
129.31, 0.00, 0.00, 81.90, 2310.05, 15695.66
