Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.24, 16.80, 0.00, 3.60, 1686.57, 15695.66
1.56, 8.30, 0.00, 67.39, 1773.32, 15695.66
2.87, 0.80, 0.00, 67.39, 1828.59, 15695.66
4.19, 0.00, 0.00, 67.39, 1825.49, 15695.66
5.50, 0.80, 0.00, 67.39, 1816.29, 15695.66
7.82, 15.80, 20.00, 379.92, 1920.79, 15695.66
10.15, 2.50, 0.00, 379.92, 1948.72, 15695.66
12.47, 12.40, 10.00, 379.92, 1935.41, 15695.66
14.79, 3.30, 10.00, 380.17, 1906.73, 15695.66
17.12, 4.20, 10.00, 380.17, 1906.03, 15695.66
19.44, 2.50, 20.00, 380.17, 1899.84, 15695.66
21.75, 3.30, 39.90, 380.17, 1891.94, 15695.66
24.07, 6.80, 20.00, 380.17, 1884.31, 15695.66
26.39, 2.50, 19.90, 380.17, 1886.05, 15695.66
28.71, 12.00, 20.00, 380.17, 1884.77, 15695.66
31.04, 2.50, 30.00, 380.17, 1885.39, 15695.66
33.36, 22.20, 30.00, 380.17, 1878.45, 15695.66
35.68, 3.30, 20.00, 380.17, 1883.42, 15695.66
38.01, 24.00, 0.00, 380.17, 1880.17, 15695.66
40.33, 4.20, 30.00, 380.17, 1881.68, 15695.66
42.66, 18.30, 30.00, 380.17, 1882.39, 15695.66
44.99, 2.50, 0.00, 380.17, 1876.56, 15695.66
47.31, 14.80, 9.90, 380.17, 1879.15, 15695.66
49.63, 1.70, 20.00, 380.30, 1878.09, 15695.66
51.95, 10.90, 20.00, 380.30, 1876.18, 15695.66
54.27, 5.00, 20.00, 380.30, 1879.36, 15695.66
56.60, 3.30, 10.00, 380.30, 1877.84, 15695.66
58.92, 5.80, 20.00, 380.30, 1874.24, 15695.66
61.24, 4.20, 20.00, 380.30, 1873.49, 15695.66
63.56, 14.40, 0.00, 380.30, 1875.11, 15695.66
65.88, 2.50, 20.00, 380.42, 1876.41, 15695.66
68.20, 16.40, 0.00, 380.42, 1880.76, 15695.66
70.52, 2.50, 10.00, 380.42, 1881.68, 15695.66
72.85, 19.20, 10.00, 380.42, 1874.68, 15695.66
75.18, 1.70, 10.00, 380.42, 1879.68, 15695.66
77.50, 20.80, 20.00, 380.42, 1884.16, 15695.66
79.82, 2.50, 30.00, 380.55, 1884.50, 15695.66
82.15, 19.00, 10.00, 380.55, 1883.15, 15695.66
84.47, 2.50, 10.00, 380.55, 1881.13, 15695.66
86.79, 11.00, 10.00, 380.55, 1885.86, 15695.66
89.11, 3.30, 20.00, 380.55, 1885.51, 15695.66
91.43, 6.70, 20.00, 380.55, 1882.11, 15695.66
93.75, 3.30, 20.00, 380.55, 1883.53, 15695.66
96.07, 2.50, 0.00, 380.55, 1884.25, 15695.66
98.39, 11.70, 0.00, 380.55, 1885.22, 15695.66
100.71, 3.30, 10.00, 380.55, 1885.69, 15695.66
103.03, 15.60, 20.00, 380.55, 1886.68, 15695.66
105.37, 3.30, 30.00, 380.67, 1886.84, 15695.66
107.69, 15.30, 0.00, 380.67, 1887.62, 15695.66
110.01, 2.50, 20.00, 380.67, 1888.36, 15695.66
112.33, 19.00, 0.00, 380.67, 1889.60, 15695.66
114.65, 4.10, 10.00, 380.67, 1890.07, 15695.66
116.98, 14.20, 20.00, 380.67, 1889.93, 15695.66
119.29, 5.80, 10.00, 380.80, 1890.36, 15695.66
121.62, 9.90, 10.00, 380.80, 1891.33, 15695.66
