Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.23, 16.90, 0.00, 3.50, 1644.20, 15695.66
1.54, 0.00, 0.00, 67.40, 1715.12, 15695.66
2.86, 7.60, 0.00, 67.40, 1724.53, 15695.66
4.17, 0.00, 0.00, 67.40, 1729.42, 15695.66
5.49, 0.00, 0.00, 67.40, 1715.36, 15695.66
7.21, 0.80, 0.00, 191.65, 1800.88, 15695.66
8.92, 1.70, 0.00, 191.65, 1793.92, 15695.66
10.64, 4.10, 0.00, 191.65, 1783.25, 15695.66
12.35, 1.70, 0.00, 191.65, 1765.73, 15695.66
14.07, 0.80, 0.00, 191.65, 1754.12, 15695.66
15.79, 5.00, 10.00, 191.65, 1745.05, 15695.66
17.50, 0.80, 10.00, 191.65, 1741.09, 15695.66
19.22, 1.70, 10.00, 191.65, 1724.14, 15695.66
20.94, 1.70, 20.00, 191.65, 1714.95, 15695.66
22.66, 1.70, 0.00, 191.65, 1713.21, 15695.66
24.37, 0.80, 10.00, 191.77, 1706.18, 15695.66
26.09, 2.50, 10.00, 191.77, 1703.20, 15695.66
27.81, 1.70, 0.00, 191.77, 1701.73, 15695.66
29.53, 0.80, 10.00, 191.77, 1701.54, 15695.66
31.24, 1.70, 20.00, 191.90, 1700.79, 15695.66
32.96, 3.40, 10.00, 191.90, 1701.22, 15695.66
34.68, 1.70, 10.00, 191.90, 1701.17, 15695.66
36.40, 0.80, 10.00, 191.90, 1695.16, 15695.66
38.12, 0.80, 10.00, 191.90, 1695.59, 15695.66
39.83, 2.50, 20.00, 191.90, 1694.48, 15695.66
41.55, 1.70, 10.00, 191.90, 1692.97, 15695.66
43.26, 0.80, 0.00, 192.02, 1693.45, 15695.66
44.98, 5.90, 0.00, 192.02, 1693.69, 15695.66
46.70, 0.80, 10.00, 192.02, 1694.16, 15695.66
48.42, 2.50, 0.00, 192.02, 1695.13, 15695.66
50.13, 2.50, 10.00, 192.02, 1695.62, 15695.66
51.85, 0.80, 29.90, 192.02, 1694.75, 15695.66
53.56, 0.80, 10.00, 192.02, 1693.72, 15695.66
55.29, 1.70, 0.00, 192.02, 1693.10, 15695.66
57.00, 0.80, 10.00, 192.02, 1694.07, 15695.66
58.72, 1.70, 10.00, 192.02, 1694.90, 15695.66
60.44, 1.70, 10.00, 192.02, 1695.02, 15695.66
62.15, 4.20, 10.00, 192.02, 1695.07, 15695.66
63.87, 0.80, 0.00, 192.02, 1695.06, 15695.66
65.59, 1.70, 10.00, 192.02, 1695.43, 15695.66
67.31, 4.90, 0.00, 192.02, 1695.15, 15695.66
69.02, 0.80, 10.00, 192.02, 1695.17, 15695.66
70.74, 0.80, 0.00, 192.02, 1694.91, 15695.66
72.46, 3.30, 0.00, 192.02, 1694.54, 15695.66
74.18, 1.70, 0.00, 192.02, 1695.99, 15695.66
75.90, 1.70, 0.00, 192.02, 1695.79, 15695.66
77.61, 1.70, 10.00, 192.02, 1695.55, 15695.66
79.33, 0.80, 10.00, 192.02, 1696.02, 15695.66
81.05, 1.70, 10.00, 192.02, 1696.99, 15695.66
82.77, 1.70, 0.00, 192.02, 1697.42, 15695.66
84.49, 3.40, 0.00, 192.02, 1697.90, 15695.66
86.21, 1.70, 10.00, 192.02, 1694.86, 15695.66
87.93, 0.80, 0.00, 192.02, 1695.47, 15695.66
89.64, 1.70, 10.00, 192.02, 1694.92, 15695.66
91.36, 2.50, 0.00, 192.02, 1695.08, 15695.66
93.09, 2.50, 10.00, 192.02, 1694.98, 15695.66
94.80, 1.70, 0.00, 192.02, 1695.41, 15695.66
96.52, 2.50, 0.00, 192.02, 1694.73, 15695.66
98.24, 2.50, 0.00, 192.02, 1694.78, 15695.66
99.95, 1.70, 10.00, 192.02, 1689.64, 15695.66
101.67, 6.70, 10.00, 192.02, 1689.57, 15695.66
103.40, 1.70, 0.00, 192.02, 1690.20, 15695.66
105.12, 1.70, 0.00, 192.02, 1684.85, 15695.66
106.84, 5.00, 10.00, 192.02, 1685.82, 15695.66
108.55, 1.70, 10.00, 192.02, 1685.53, 15695.66
110.27, 1.70, 10.00, 192.02, 1685.49, 15695.66
111.99, 0.80, 20.00, 192.02, 1686.39, 15695.66
113.71, 2.50, 20.00, 192.02, 1686.60, 15695.66
115.42, 0.80, 20.00, 192.02, 1686.65, 15695.66
117.14, 1.70, 10.00, 192.02, 1686.91, 15695.66
118.86, 1.70, 0.00, 192.02, 1687.80, 15695.66
120.57, 1.70, 10.00, 192.02, 1688.05, 15695.66
122.29, 2.50, 0.00, 192.02, 1687.77, 15695.66
124.01, 14.30, 0.00, 192.02, 1685.09, 15695.66
