Time(s),Coverage(%),Number of running robots
1.0,0.00,3
2.0,0.00,3
3.0,0.00,3
4.0,0.00,3
5.0,11.87,3
6.0,12.96,3
7.0,15.10,3
8.0,15.61,3
9.0,15.80,3
10.0,15.86,3
11.0,15.93,3
12.0,16.02,3
13.0,16.10,3
14.0,16.23,3
15.0,16.32,3
16.0,16.45,3
17.0,16.51,3
18.0,16.77,3
19.0,16.83,3
20.0,16.91,3
21.0,16.98,3
22.0,17.07,3
23.0,17.10,3
24.0,17.16,3
25.0,17.21,3
26.0,17.30,3
27.0,17.38,3
28.0,17.49,3
29.0,17.63,3
30.0,17.74,3
31.0,17.80,3
32.0,17.85,3
33.0,18.00,3
34.0,18.10,3
35.0,18.19,3
36.0,18.27,3
37.0,18.33,3
38.0,18.41,3
39.0,18.48,3
40.0,18.56,3
41.0,18.67,3
42.0,18.73,3
43.0,18.77,3
44.0,18.83,3
45.0,18.88,3
46.0,18.93,3
47.0,19.06,3
48.0,19.17,3
49.0,19.32,3
50.0,19.48,3
51.0,19.57,3
52.0,19.78,3
53.0,19.89,3
54.0,20.08,3
55.0,20.35,3
56.0,20.50,3
57.0,20.57,3
58.0,20.61,3
59.0,20.69,3
60.0,20.73,3
61.0,20.79,3
62.0,20.88,3
63.0,20.97,3
64.0,21.11,3
65.0,21.19,3
66.0,21.22,3
67.0,21.29,3
68.0,21.37,3
69.0,21.48,3
70.0,21.48,3
71.0,21.52,3
72.0,21.68,3
73.0,21.71,3
74.0,21.79,3
75.0,21.84,3
76.0,21.90,3
77.0,21.95,3
78.0,21.97,3
79.0,22.01,3
80.0,22.05,3
81.0,22.05,3
82.0,22.09,3
83.0,22.11,3
84.0,22.13,3
85.0,22.18,3
86.0,22.20,3
87.0,22.25,3
88.0,22.31,3
89.0,22.36,3
90.0,22.41,3
91.0,22.43,3
92.0,22.43,3
93.0,22.44,3
94.0,22.47,3
95.0,22.49,3
96.0,22.50,3
97.0,22.52,3
98.0,22.55,3
99.0,22.67,3
100.0,23.00,3
101.0,23.24,3
102.0,23.41,3
103.0,23.62,3
104.0,23.85,3
105.0,24.22,3
106.0,24.39,3
107.0,24.62,3
108.0,24.73,3
109.0,24.91,3
110.0,25.05,3
111.0,25.17,3
112.0,25.33,3
113.0,25.43,3
114.0,25.52,3
115.0,25.64,3
116.0,25.74,3
117.0,25.78,3
118.0,25.86,3
119.0,25.96,3
120.0,26.09,3
