Time(s),Coverage(%),Number of running robots
1747839555.1,0.00,13
1747839556.1,0.00,13
1747839557.1,17.96,13
1747839558.1,20.77,13
1747839559.1,21.41,13
1747839560.1,21.89,13
1747839561.2,22.20,13
1747839562.2,22.80,13
1747839563.2,23.20,13
1747839564.2,23.97,13
1747839565.2,24.62,13
1747839566.2,24.80,13
1747839567.3,24.91,13
1747839568.3,25.10,13
1747839569.3,25.19,13
1747839570.3,25.27,13
1747839571.3,25.35,13
1747839572.3,25.57,13
1747839573.3,25.57,13
1747839574.3,25.61,13
1747839575.3,25.79,13
1747839576.4,25.83,13
1747839577.4,25.83,13
1747839578.4,26.01,13
1747839579.4,26.01,13
1747839580.4,26.24,13
1747839581.4,26.33,13
1747839582.4,26.47,13
1747839583.4,26.64,13
1747839584.5,26.74,13
1747839585.5,26.85,13
1747839586.5,26.97,13
1747839587.5,27.05,13
1747839588.5,27.15,13
1747839589.6,27.31,13
1747839590.6,27.57,13
1747839591.6,27.71,13
1747839592.6,27.92,13
1747839593.6,28.22,13
1747839594.6,28.54,13
1747839595.6,28.88,13
1747839596.7,29.14,13
1747839597.7,29.39,13
1747839598.7,29.50,13
1747839599.7,29.71,13
1747839600.7,29.90,13
1747839601.7,30.10,13
1747839602.7,30.25,13
1747839603.7,30.39,13
1747839604.8,30.55,13
1747839605.8,30.68,13
1747839606.8,30.75,13
1747839607.8,30.89,13
1747839608.8,30.99,13
1747839609.8,31.10,13
1747839610.9,31.21,13
1747839611.9,31.31,13
1747839612.9,31.44,13
1747839613.9,31.55,13
1747839614.9,31.62,13
1747839615.9,31.75,13
1747839616.9,31.86,13
1747839618.0,32.04,13
1747839619.0,32.18,13
1747839620.0,32.33,13
1747839621.0,32.45,13
1747839622.0,32.73,13
1747839623.0,33.15,13
1747839624.0,33.37,13
1747839625.0,33.90,13
1747839626.1,34.44,13
1747839627.1,35.07,13
1747839628.1,36.02,13
1747839629.1,37.74,13
1747839630.1,38.35,13
1747839631.1,39.09,13
1747839632.2,39.88,13
1747839633.2,40.78,13
1747839634.2,41.44,13
1747839635.2,41.87,13
1747839636.2,42.06,13
1747839637.2,42.35,13
1747839638.2,42.78,13
1747839639.2,43.04,13
1747839640.3,43.42,13
1747839641.3,44.19,13
1747839642.3,44.49,13
1747839643.3,44.97,13
1747839644.3,45.54,13
1747839645.4,46.20,13
1747839646.4,46.78,13
1747839647.4,47.37,13
1747839648.4,48.24,13
1747839649.4,48.24,13
1747839650.4,49.15,13
1747839651.4,49.61,13
1747839652.5,49.99,13
1747839653.5,50.18,13
1747839654.5,50.53,13
1747839655.5,50.80,13
1747839656.5,51.02,13
1747839657.5,51.27,13
1747839658.5,51.50,13
1747839659.5,51.69,13
1747839660.5,51.82,13
1747839661.6,52.08,13
1747839662.6,52.24,13
1747839663.6,52.37,13
1747839664.7,52.58,13
1747839665.7,52.83,13
1747839666.7,53.27,13
1747839667.7,53.53,13
1747839668.7,53.98,13
1747839669.7,54.27,13
1747839670.8,54.99,13
1747839671.8,55.35,13
1747839672.8,56.18,13
1747839673.8,56.70,13
1747839674.8,57.10,13
1747839675.8,57.53,13
1747839676.8,57.98,13
1747839677.9,59.05,13
1747839678.9,59.48,13
1747839679.9,59.48,13
1747839680.9,60.69,13
1747839681.9,61.29,13
1747839682.9,61.86,13
1747839684.0,62.48,13
1747839685.0,62.83,13
1747839686.0,63.37,13
1747839687.0,63.55,13
1747839688.0,63.85,13
1747839689.0,64.10,13
1747839690.0,64.33,13
1747839691.0,64.56,13
1747839692.1,64.71,13
1747839693.1,64.96,13
1747839694.1,65.11,13
1747839695.1,65.29,13
1747839696.1,65.50,13
1747839697.1,65.69,13
1747839698.2,65.83,13
1747839699.2,65.99,13
1747839700.2,66.09,13
1747839701.2,66.14,13
1747839702.2,66.21,13
1747839703.2,66.30,13
