Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.26, 26.70, 0.00, 3.37, 1985.24, 15695.66
4.29, 100.00, 148.80, 1266.66, 2394.86, 15695.66
8.23, 9.00, 109.70, 1282.96, 2860.79, 15695.66
12.16, 9.20, 89.90, 1308.81, 2976.26, 15695.66
16.13, 18.30, 378.70, 1456.75, 2862.69, 15695.66
20.10, 75.60, 149.70, 1649.39, 3728.08, 15695.66
24.07, 47.50, 99.80, 1667.07, 3879.67, 15695.66
28.03, 59.70, 59.50, 1670.47, 3967.26, 15695.66
32.03, 78.00, 148.90, 1673.47, 4000.39, 15695.66
36.04, 75.20, 99.30, 1675.54, 4020.15, 15695.66
40.06, 70.90, 128.70, 1677.04, 4031.82, 15695.66
44.08, 68.40, 69.90, 1678.54, 4037.41, 15695.66
48.09, 74.40, 79.70, 1679.34, 4047.50, 15695.66
52.10, 75.00, 99.70, 1680.96, 4048.27, 15695.66
56.11, 75.20, 89.60, 1683.66, 4074.94, 15695.66
60.11, 78.40, 109.20, 1686.28, 4079.56, 15695.66
64.13, 70.70, 88.40, 1687.41, 4091.51, 15695.66
68.13, 72.90, 50.00, 1689.16, 4100.93, 15695.66
71.88, 20.00, 10.00, 1567.52, 4041.76, 15695.66
75.63, 21.40, 10.00, 1567.52, 4041.13, 15695.66
79.36, 21.20, 0.00, 1567.52, 4043.85, 15695.66
83.11, 21.20, 10.00, 1567.52, 4048.26, 15695.66
86.85, 20.30, 10.00, 1567.52, 4050.83, 15695.66
90.58, 21.40, 20.00, 1567.52, 4053.94, 15695.66
94.34, 21.80, 0.00, 1567.52, 4057.36, 15695.66
98.09, 21.60, 10.00, 1567.52, 4059.05, 15695.66
101.83, 20.30, 10.00, 1567.52, 4061.52, 15695.66
105.58, 20.70, 0.00, 1567.52, 4062.88, 15695.66
109.34, 21.20, 10.00, 1567.52, 4064.01, 15695.66
113.09, 21.80, 0.00, 1567.52, 4065.76, 15695.66
116.83, 19.70, 10.00, 1567.52, 4067.10, 15695.66
120.57, 22.00, 10.00, 1567.52, 4066.92, 15695.66
124.33, 21.20, 10.00, 1567.52, 4067.16, 15695.66
128.06, 21.20, 10.00, 1567.52, 4068.41, 15695.66
