Time(s),Coverage(%),Number of running robots
1.0,0.00,21
2.0,0.00,21
3.0,0.00,21
4.0,0.00,21
5.0,18.12,21
6.0,21.93,21
7.0,25.39,21
8.0,26.99,21
9.0,27.81,21
10.0,28.26,21
11.0,28.93,21
12.0,29.60,21
13.0,30.14,21
14.0,30.30,21
15.0,30.30,21
16.0,30.50,21
17.0,30.62,21
18.0,30.74,21
19.0,30.74,21
20.0,30.73,21
21.0,30.79,21
22.0,30.92,21
23.0,31.01,21
24.0,31.01,21
25.0,31.16,21
26.0,31.32,21
27.0,31.32,21
28.0,31.44,21
29.0,31.57,21
30.0,31.83,21
31.0,31.83,21
32.0,31.89,21
33.0,32.04,21
34.0,32.04,21
35.0,32.13,21
36.0,32.25,21
37.0,32.27,21
38.0,32.27,21
39.0,32.29,21
40.0,32.40,21
41.0,32.46,21
42.0,32.46,21
43.0,32.51,21
44.0,32.51,21
45.0,32.62,21
46.0,32.62,21
47.0,32.68,21
48.0,32.69,21
49.0,32.73,21
50.0,32.79,21
51.0,32.79,21
52.0,32.82,21
53.0,32.90,21
54.0,32.90,21
55.0,32.97,21
56.0,32.97,21
57.0,32.99,21
58.0,33.11,21
59.0,33.14,21
60.0,33.14,21
61.0,33.18,21
62.0,33.23,21
63.0,33.27,21
64.0,33.38,21
65.0,33.38,21
66.0,33.49,21
67.0,33.52,21
68.0,33.52,21
69.0,33.62,21
70.0,33.62,21
71.0,33.77,21
72.0,33.78,21
73.0,33.80,21
74.0,34.03,21
75.0,34.14,21
76.0,34.14,21
77.0,34.54,21
78.0,35.65,21
79.0,35.65,21
80.0,35.77,21
81.0,35.77,21
82.0,36.86,21
83.0,37.03,21
84.0,37.61,21
85.0,37.66,21
86.0,38.15,21
87.0,38.52,21
88.0,38.65,21
89.0,39.20,21
90.0,39.80,21
91.0,40.39,21
92.0,40.39,21
93.0,40.80,21
94.0,41.45,21
95.0,41.45,21
96.0,41.75,21
97.0,41.75,21
98.0,42.56,21
99.0,42.56,21
100.0,42.66,21
101.0,42.74,21
102.0,43.42,21
103.0,43.63,21
104.0,43.75,21
105.0,44.20,21
106.0,45.02,21
107.0,45.56,21
108.0,45.85,21
109.0,46.28,21
110.0,46.86,21
111.0,47.40,21
112.0,47.92,21
113.0,47.92,21
114.0,48.88,21
115.0,48.88,21
116.0,48.93,21
117.0,49.44,21
118.0,49.72,21
119.0,50.36,20
120.0,50.83,20
