Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.24, 20.70, 0.00, 3.52, 1823.36, 15695.66
1.57, 7.60, 0.00, 67.03, 2058.57, 15695.66
2.88, 11.70, 0.00, 67.03, 2046.57, 15695.66
4.20, 0.80, 0.00, 67.15, 2069.61, 15695.66
5.52, 0.80, 0.00, 67.15, 2066.25, 15695.66
11.19, 100.00, 89.00, 1410.76, 2476.83, 15695.66
16.73, 12.70, 50.00, 1413.89, 2878.95, 15695.66
22.28, 37.10, 90.00, 1415.02, 2840.62, 15695.66
27.83, 38.70, 79.90, 1415.39, 2818.58, 15695.66
33.39, 36.20, 60.00, 1415.77, 2799.27, 15695.66
38.95, 33.10, 70.00, 1416.14, 2801.54, 15695.66
44.51, 35.00, 50.00, 1416.77, 2805.83, 15695.66
50.04, 33.90, 40.00, 1417.27, 2808.43, 15695.66
55.61, 32.80, 59.90, 1417.77, 2812.23, 15695.66
61.16, 31.10, 80.00, 1418.39, 2812.12, 15695.66
66.70, 31.10, 50.00, 1418.64, 2815.37, 15695.66
72.24, 32.20, 50.00, 1418.64, 2807.51, 15695.66
77.78, 34.70, 49.90, 1419.14, 2810.22, 15695.66
83.34, 34.50, 20.00, 1419.64, 2804.83, 15695.66
88.90, 32.80, 60.00, 1419.77, 2805.84, 15695.66
94.45, 31.10, 69.90, 1420.39, 2809.39, 15695.66
100.00, 37.30, 60.00, 1420.77, 2810.27, 15695.66
105.54, 33.30, 90.00, 1417.08, 2807.54, 15695.66
111.09, 28.20, 60.00, 1414.04, 2806.46, 15695.66
116.65, 28.00, 70.00, 1406.52, 2801.36, 15695.66
122.00, 33.30, 69.90, 1341.45, 2801.59, 15695.66
