Time(s), System_CPU(%), Target_CPU(%), Target_Memory(MB), System_Memory_Used(MB), System_Memory_Total(MB)
0.26, 20.80, 0.00, 3.54, 1840.41, 15695.66
1.98, 1.70, 10.00, 228.57, 1978.89, 15695.66
3.70, 2.50, 20.00, 228.57, 2014.09, 15695.66
5.42, 0.80, 0.00, 228.57, 1981.93, 15695.66
7.14, 1.70, 20.00, 252.26, 1974.87, 15695.66
8.86, 1.70, 20.00, 252.63, 2002.67, 15695.66
10.58, 1.70, 10.00, 252.63, 1991.41, 15695.66
12.30, 5.00, 20.00, 265.28, 2016.30, 15695.66
14.02, 7.60, 30.00, 271.79, 2015.70, 15695.66
15.74, 5.80, 10.00, 271.79, 2027.16, 15695.66
17.47, 5.00, 0.00, 271.91, 2041.52, 15695.66
19.19, 5.90, 0.00, 271.91, 2045.27, 15695.66
20.91, 5.90, 0.00, 272.04, 2024.94, 15695.66
22.63, 7.60, 20.00, 272.16, 2017.82, 15695.66
24.35, 6.70, 10.00, 272.29, 2009.59, 15695.66
26.07, 5.90, 0.00, 272.41, 2003.50, 15695.66
27.79, 8.30, 0.00, 272.66, 1994.50, 15695.66
29.51, 5.10, 10.00, 272.66, 1982.49, 15695.66
31.24, 5.10, 10.00, 272.66, 1989.96, 15695.66
32.96, 4.20, 0.00, 272.66, 1991.17, 15695.66
34.68, 8.40, 10.00, 272.66, 1994.75, 15695.66
36.40, 5.80, 10.00, 272.66, 1990.94, 15695.66
38.12, 5.10, 20.00, 272.66, 2001.06, 15695.66
39.84, 7.50, 0.00, 272.66, 2004.30, 15695.66
41.58, 4.20, 0.00, 272.91, 1997.15, 15695.66
43.30, 6.70, 40.00, 273.16, 2000.88, 15695.66
45.02, 10.00, 20.00, 273.16, 1993.36, 15695.66
46.75, 4.20, 20.00, 273.16, 1990.08, 15695.66
48.47, 5.90, 0.00, 273.29, 1987.93, 15695.66
50.19, 11.60, 10.00, 273.54, 1988.79, 15695.66
51.91, 6.70, 20.00, 273.54, 1986.06, 15695.66
53.63, 5.10, 0.00, 273.54, 1989.85, 15695.66
55.35, 5.10, 0.00, 273.54, 1983.25, 15695.66
57.07, 5.80, 10.00, 273.54, 1984.65, 15695.66
58.79, 9.20, 0.00, 273.54, 1988.81, 15695.66
60.51, 6.60, 0.00, 273.54, 1991.94, 15695.66
62.23, 5.00, 10.00, 273.54, 1994.37, 15695.66
63.96, 9.20, 10.00, 273.54, 1987.46, 15695.66
65.68, 5.90, 10.00, 273.66, 1984.64, 15695.66
67.41, 5.00, 10.00, 273.79, 1992.05, 15695.66
69.13, 6.80, 0.00, 274.04, 1988.54, 15695.66
70.85, 5.90, 0.00, 274.04, 1991.93, 15695.66
72.57, 5.90, 10.00, 274.16, 1984.64, 15695.66
74.29, 8.40, 10.00, 274.29, 1983.52, 15695.66
76.01, 5.90, 10.00, 274.29, 1988.12, 15695.66
77.73, 6.60, 19.90, 274.29, 1988.48, 15695.66
79.45, 5.90, 20.00, 274.41, 1988.25, 15695.66
81.17, 5.10, 20.00, 274.41, 1985.27, 15695.66
82.89, 7.60, 20.00, 274.54, 1985.92, 15695.66
84.62, 5.10, 10.00, 274.79, 1988.89, 15695.66
86.34, 6.80, 10.00, 274.79, 1987.31, 15695.66
88.06, 5.80, 0.00, 274.79, 1988.30, 15695.66
89.79, 6.70, 0.00, 274.91, 1988.81, 15695.66
91.51, 5.90, 10.00, 274.91, 1989.14, 15695.66
93.23, 5.90, 10.00, 273.31, 1988.57, 15695.66
94.96, 7.60, 0.00, 273.31, 1987.16, 15695.66
96.67, 5.90, 20.00, 273.31, 1987.05, 15695.66
98.39, 6.00, 10.00, 273.31, 1985.95, 15695.66
100.11, 5.10, 10.00, 273.31, 1987.98, 15695.66
101.83, 5.10, 10.00, 273.31, 1987.96, 15695.66
103.56, 5.00, 10.00, 273.31, 1990.14, 15695.66
105.29, 4.30, 0.00, 273.43, 1990.05, 15695.66
107.01, 6.70, 0.00, 273.43, 1990.06, 15695.66
108.73, 5.90, 10.00, 273.56, 1988.04, 15695.66
110.45, 5.00, 10.00, 273.56, 1990.82, 15695.66
112.18, 5.90, 0.00, 273.56, 1990.55, 15695.66
113.90, 5.10, 20.00, 273.68, 1991.04, 15695.66
115.62, 7.60, 19.90, 273.81, 1998.15, 15695.66
117.35, 9.20, 0.00, 273.93, 1990.99, 15695.66
119.07, 4.20, 0.00, 273.93, 1996.54, 15695.66
120.79, 6.70, 10.00, 274.18, 2001.29, 15695.66
122.51, 9.20, 0.00, 274.18, 2000.35, 15695.66
124.23, 5.80, 10.00, 274.31, 1998.86, 15695.66
125.96, 5.10, 20.00, 274.43, 1998.73, 15695.66
127.69, 8.50, 10.00, 274.43, 2004.10, 15695.66
