Time(s),Coverage(%),Number of running robots
1.0,0.00,8
2.0,0.00,8
3.0,0.00,8
4.0,13.85,8
5.0,17.27,8
6.0,18.73,8
7.0,19.07,8
8.0,19.38,8
9.0,19.63,8
10.0,19.80,8
11.0,20.02,8
12.0,20.34,8
13.0,20.60,8
14.0,20.88,8
15.0,21.08,8
16.0,21.15,8
17.0,21.27,8
18.0,21.37,8
19.0,21.41,8
20.0,21.51,8
21.0,21.61,8
22.0,21.67,8
23.0,21.73,8
24.0,21.80,8
25.0,21.89,8
26.0,22.00,8
27.0,22.11,8
28.0,22.21,8
29.0,22.30,8
30.0,22.36,8
31.0,22.49,8
32.0,22.55,8
33.0,22.55,8
34.0,22.63,8
35.0,22.80,8
36.0,23.16,8
37.0,23.16,8
38.0,23.66,8
39.0,23.97,8
40.0,24.15,8
41.0,24.29,8
42.0,24.46,8
43.0,24.59,8
44.0,24.68,8
45.0,24.78,8
46.0,24.89,8
47.0,25.01,8
48.0,25.13,8
49.0,25.29,8
50.0,25.39,8
51.0,25.52,8
52.0,25.59,8
53.0,25.63,8
54.0,25.71,8
55.0,25.79,8
56.0,25.92,8
57.0,26.02,8
58.0,26.10,8
59.0,26.23,8
60.0,26.35,8
61.0,26.41,8
62.0,26.46,8
63.0,26.50,8
64.0,26.54,8
65.0,26.58,8
66.0,26.71,8
67.0,26.85,8
68.0,26.89,8
69.0,27.02,8
70.0,27.19,8
71.0,27.33,8
72.0,27.47,8
73.0,27.56,8
74.0,27.71,8
75.0,27.81,8
76.0,27.81,8
77.0,27.97,8
78.0,28.09,8
79.0,28.13,8
80.0,28.19,8
81.0,28.39,8
82.0,28.39,8
83.0,28.46,8
84.0,28.63,8
85.0,29.07,8
86.0,29.58,8
87.0,30.23,8
88.0,30.71,8
89.0,31.30,8
90.0,31.30,8
91.0,31.97,8
92.0,32.33,8
93.0,32.69,8
94.0,32.98,8
95.0,33.30,8
96.0,33.47,8
97.0,33.97,8
98.0,34.50,8
99.0,35.44,8
100.0,36.56,8
101.0,37.20,8
102.0,38.06,8
103.0,38.68,8
104.0,39.27,8
105.0,40.07,8
106.0,40.65,8
107.0,40.98,8
108.0,41.21,8
109.0,41.46,8
110.0,41.67,8
111.0,41.89,8
112.0,41.99,8
113.0,42.19,8
114.0,42.51,8
115.0,42.80,8
116.0,42.99,8
117.0,43.27,8
118.0,43.45,8
119.0,43.81,8
120.0,44.16,8
